,start_pin,destination_pin,travel_distance,Quantity (In TON),amount
14933,490036,480881,336,30.0,159000.0
14934,490036,480882,401,30.0,1872600.0
14935,490036,496220,379,32.0,7353600.0
14936,491107,764003,415,25.0,125000.0
14937,491441,497001,408,40.0,464000.0
14938,493114,831016,699,2962.0,13486223.0
14939,493116,496330,516,31.0,589000.01
14940,493118,758002,504,20.0,89600.0
14941,493118,834003,542,908.7,4843996.1899999995
14942,493195,494010,333,5.0,35300.05
14943,493195,494010,333,35.0,1200501.2
14944,493195,754027,571,34.7,125430.79000000001
14945,493195,754027,571,34.71,376400.82
14946,493195,754027,571,38.07,137612.4
14947,493195,766027,343,32.84,269288.0
14948,493196,754027,546,30.27,109417.57999999999
14949,493196,754027,546,30.86,226102.58000000002
14950,493196,754027,546,36.64,134225.52
14951,493196,754027,546,39.04,143017.58
14952,493331,711302,769,479.1,2370833.33
14953,493331,848101,778,308.9,911119.97
14954,493332,221001,708,35.0,246400.0
14955,493332,441207,318,35.0,357002.0
14956,493332,441601,302,14.0,97440.0
14957,493332,441904,314,5.0,66600.0
14958,493332,441911,327,30.05,153255.0
14959,493332,464114,833,15.0,103200.8
14960,493332,480001,495,29.0,92948.48
14961,493332,482001,362,2.0,10400.0
14962,493332,482002,381,6.0,31800.2
14963,493332,484665,366,35.0,435400.0
14964,493332,497331,357,15.0,222900.1
14965,493332,754029,504,29.77,123112.72
14966,493332,754029,504,31.45,130060.29000000001
14967,493332,754029,504,32.19,134907.93
14968,493332,754029,504,38.86,162861.82
14969,493332,762014,360,32.0,1041280.0
14970,493332,769012,361,25.0,314000.0
14971,493332,824101,550,34.39,220096.0
14972,493332,824101,550,39.34,867915.6799999999
14973,493332,824101,550,43.91,140512.0
14974,493332,831016,645,3225.03,14295397.0
14975,493332,844101,702,25.0,205000.0
14976,493885,497451,343,2.5,67500.03
14977,495004,441614,319,25.0,161920.0
14978,501158,410206,600,131.8,4851821.609999999
14979,501158,410206,650,50.32,543456.0
14980,501158,410206,650,51.62,278748.01
14981,501158,410218,650,49.14,530712.02
14982,501158,412201,490,40.68,219672.0
14983,501158,412201,490,50.44,272376.0
14984,501158,413502,308,28.62,137376.0
14985,501158,424001,631,35.0,520800.0
14986,504218,431513,387,31.04,217280.0
14987,504218,431602,337,31.95,182754.0
14988,504218,431715,307,11.0,84699.65000000001
14989,504218,431717,335,20.0,149999.36
14990,504218,440034,301,30.0,318000.0
14991,504218,461111,500,263.6,1197798.4
14992,504218,480106,352,32.89,210496.0
14993,504218,500030,329,31.36,232064.0
14994,505187,441103,374,21.0,155400.0
14995,505187,461114,605,1569.6,4708800.0
14996,507115,500098,308,30.0,189000.01
14997,508204,413512,508,16.0,164799.9
14998,508204,413606,455,10.0,54000.0
14999,508204,431602,500,25.0,244999.68
15000,508204,515812,556,2.0,15120.0
15001,508204,517620,469,1.0,7440.0
15002,508204,518543,362,11.5,94760.0
15003,508204,524134,467,31.5,237354.94
15004,508204,524415,455,16.0,264320.0
15005,508204,531031,443,31.9,114043.78
15006,508204,531031,443,35.74,1149947.37
15007,508204,531031,443,35.82,1152521.3699999999
15008,508204,531031,443,36.1,129058.94
15009,508204,532168,605,26.0,444080.0
15010,508204,533407,414,15.0,122099.98999999999
15011,508204,535006,565,16.0,528000.0
15012,508204,535524,705,16.0,128000.0
15013,508204,535534,747,16.0,276160.0
15014,508204,535578,605,32.0,277760.0
15015,508204,560008,756,20.0,431200.0
15016,508204,561202,649,16.0,336640.0
15017,508204,606708,775,31.0,246702.28
15018,508204,632512,670,11.0,159279.98
15019,508204,632518,687,16.5,105269.98999999999
15020,508218,431517,532,26.0,124800.0
15021,508218,431601,465,20.0,202000.0
15022,508218,431602,453,25.0,240000.0
15023,508218,501141,305,18.5,122103.70000000001
15024,508218,518222,426,36.0,255607.21000000002
15025,508218,533248,325,15.5,102303.1
15026,508218,533449,416,31.5,415812.6
15027,508246,413304,601,35.5,237850.0
15028,508246,413307,640,25.5,181050.0
15029,508246,494556,368,34.97,262274.78
15030,508246,494556,368,35.66,278148.01
15031,508246,503124,355,22.0,137280.0
15032,508246,503175,360,27.0,168480.0
15033,508246,505184,312,35.5,401859.54000000004
15034,508246,505327,446,10.0,60000.0
15035,508246,505327,446,32.0,185600.0
15036,508246,505402,334,39.69,269892.01
15037,508246,509203,305,10.0,274739.2
15038,508246,517234,597,32.0,1105280.0
15039,508246,517507,522,6.0,35399.68
15040,508246,533107,305,31.5,4532000.21
15041,508246,533212,326,35.72,203603.99
15042,508246,533401,402,31.5,2286893.94
15043,508246,533437,355,36.06,201936.0
15044,508254,533005,415,30.0,180480.0
15045,508355,524260,310,36.0,244800.0
15046,508355,533005,371,25.0,687500.0
15047,508355,534260,308,5.0,41000.0
15048,508355,761017,792,16.0,73833.0
15049,515408,636502,481,39.72,206544.0
15050,515408,560076,301,31.0,446400.0
15051,515408,560087,313,30.14,189881.8
15052,515408,562111,306,23.0,184000.0
15053,515408,562125,306,31.0,244899.99
15054,515408,573201,459,28.0,114222.08
15055,515408,577542,350,11.0,76999.98999999999
15056,515408,582203,316,31.0,192200.0
15057,515408,600018,434,32.1,150870.0
15058,515408,600031,429,34.64,152416.0
15059,515408,606601,489,15.0,199200.0
15060,515408,606902,407,25.0,297499.83999999997
15061,515408,614601,719,26.0,374400.0
15062,515408,630302,790,6.0,28199.96
15063,515408,632009,349,40.22,180990.0
15064,515408,635111,398,10.0,80999.98999999999
15065,515408,635602,429,25.0,172499.99
15066,515408,638057,600,39.96,287712.0
15067,515415,517590,313,33.86,196388.01
15068,515415,570020,421,20.0,330000.0
15069,515415,631501,364,38.6,254310.89
15070,515415,631501,364,39.44,259845.11
15071,515415,670307,612,44.86,390282.3
15072,515415,678621,664,41.32,359649.28
15073,516289,522626,359,35.7,214200.0
15074,516289,574228,574,36.0,174470.0
15075,516289,600056,332,42.74,243619.0
15076,516289,600077,319,25.62,386565.72
15077,516289,600116,338,140.0,1912995.84
15078,516289,601203,350,42.44,280104.0
15079,516289,602105,307,36.0,280222.0
15080,516289,603306,365,11.0,294098.0
15081,516289,607004,421,43.04,275456.0
15082,516289,670504,599,43.14,375491.0
15083,516289,671121,630,36.0,466864.0
15084,516289,671318,637,41.84,364175.0
15085,516289,671321,653,36.0,603115.0
15086,516309,560078,347,4.0,186400.0
15087,516310,560085,343,38.0,1079200.0
15088,516310,560039,330,13.0,80600.0
15089,516310,560102,330,17.0,843200.0
15090,516310,570012,435,13.0,80600.0
15091,516311,560004,330,40.3,272673.22
15092,516311,562109,366,36.0,921600.0
15093,516311,562114,319,40.48,196221.37
15094,516311,562114,319,41.56,285294.16000000003
15095,516311,600067,335,39.72,2196516.0
15096,516311,601102,304,34.06,211172.0
15097,516311,603107,336,34.5,213900.0
15098,516311,636013,481,35.54,223902.0
15099,516311,637207,541,34.56,235008.0
15100,516311,680306,748,188.7,1269513.02
15101,516433,500035,372,21.0,182700.0
15102,516433,500052,356,36.0,779760.24
15103,516433,533436,759,21.0,1663200.0
15104,516433,560074,356,18.0,104400.0
15105,516433,571606,468,40.41,282870.0
15106,516433,573220,493,35.47,248290.0
15107,516433,575004,662,30.0,411000.0
15108,518003,585313,389,31.0,359600.0
15109,518123,517423,362,2.0,14800.0
15110,518123,517644,333,2.0,12200.01
15111,518123,524401,375,35.0,679000.01
15112,518123,571807,414,39.94,267598.0
15113,518123,574227,624,25.0,388000.02
15114,518123,574253,589,30.0,860160.0
15115,518123,577533,369,5.26,24103.42
15116,518123,636115,514,1.86,21308.16
15117,518123,636115,514,24.64,128522.24
15118,518123,636115,514,40.96,1068236.8
15119,518123,636115,514,41.98,656903.04
15120,518124,637301,563,39.58,189984.0
15121,518124,517416,318,20.0,340000.24
15122,518124,517541,355,26.0,195000.16
15123,518124,562108,435,13.0,94900.92
15124,518124,562149,316,17.0,80316.75
15125,518124,571105,536,6.0,45000.04
15126,518124,571403,439,36.0,179667.17
15127,518124,573115,541,16.5,120445.89000000001
15128,518124,577139,525,20.0,99518.09
15129,518124,577542,393,16.0,681600.6
15130,518124,603103,453,39.2,266560.0
15131,518124,604303,512,31.0,1501393.2
15132,518124,628105,895,40.1,259206.4
15133,518124,636705,468,10.0,183885.89
15134,518124,641035,690,23.96,103027.84999999999
15135,518124,641035,690,29.74,138290.91
15136,518124,641035,690,33.04,145376.0
15137,518124,641035,690,39.4,362480.0
15138,518124,671124,708,21.46,94424.0
15139,518206,583125,325,35.0,227500.01
15140,518220,562159,375,16.0,152674.0
15141,518220,577427,390,36.0,257040.0
15142,518220,581116,371,9.0,61380.0
15143,518220,600099,460,1.0,122200.0
15144,518220,631202,363,26.5,188150.0
15145,518220,632011,398,22.0,796400.0
15146,518220,635652,458,15.0,116100.0
15147,518220,638102,567,38.64,296755.0
15148,518220,638751,616,12.0,86160.0
15149,518220,641664,650,36.0,272880.0
15150,518220,641687,647,1.0,7080.0
15151,518220,670662,661,36.0,506880.0
15152,518220,686534,916,36.0,253440.0
15153,518220,686538,923,1.0,14280.0
15154,518508,506002,430,10.0,403860.39999999997
15155,518508,515571,309,21.0,172193.28
15156,518508,517001,317,34.62,211182.0
15157,518508,517167,333,35.1,189540.0
15158,518508,560064,391,39.2,258720.0
15159,518508,560108,419,35.0,231000.0
15160,518508,572107,448,34.38,453816.0
15161,518508,590001,540,39.26,270894.0
15162,518508,632506,386,36.36,225432.0
15163,518508,632506,386,38.36,237832.0
15164,520007,560037,662,7.5,102001.92
15165,521175,530048,487,31.98,170018.47
15166,521175,531061,428,36.42,225804.02000000002
15167,521175,532001,571,31.0,2505857.72
15168,521175,532284,685,31.5,267750.21
15169,521175,535250,533,34.94,230604.02000000002
15170,521175,711103,1330,1365.0,10892691.270000001
15171,521175,764038,581,30.0,455400.2
15172,521175,764039,621,34.76,250272.0
15173,521228,518533,302,1.0,7440.0
15174,521457,431601,497,40.0,224000.0
15175,521457,431603,489,15.0,350175.01
15176,521457,517501,489,21.0,299742.0
15177,521457,532312,710,10.0,146002.0
15178,521457,533428,346,26.0,192398.0
15179,521457,535183,489,21.0,489302.0
15180,521457,535591,585,21.0,369600.0
15181,521457,600019,532,39.92,254491.0
15182,521457,600019,532,40.07,766341.0
15183,521457,602001,549,36.0,403916.0
15184,521457,631004,555,35.26,219367.52
15185,521457,734001,1929,2767.8,20024594.58
15186,522414,506001,306,30.0,633600.0
15187,522421,517102,461,32.0,515200.19999999995
15188,522421,524004,311,25.0,418575.3
15189,522421,533005,379,27.0,172800.0
15190,522426,524004,315,37.0,1742698.12
15191,522437,494114,321,35.0,336000.0
15192,522437,494441,475,31.0,1955355.85
15193,522437,505001,356,37.7,467479.98
15194,522437,515301,568,31.0,244900.0
15195,522437,524401,392,1.0,8100.0
15196,522437,533468,328,31.0,334800.02
15197,522437,600069,451,34.48,231016.0
15198,522437,600120,424,34.7,224509.0
15199,522437,764057,593,34.5,240120.0
15200,522437,766103,701,36.46,269803.99
15201,522509,515004,448,35.7,557075.65
15202,522614,515571,412,0.65,65000.0
15203,522614,516115,378,0.1,9600.0
15204,522614,632508,520,0.5,61000.0
15205,523247,500034,335,27.0,373248.0
15206,531055,754200,531,10.0,106798.08
15207,531055,759025,578,31.0,838374.9
15208,531055,761017,319,16.0,525760.0
15209,531055,761035,412,31.0,223200.0
15210,531055,764073,384,1.0,5175.04
15211,531055,765025,309,23.0,111106.56
15212,533308,515871,691,40.0,634880.0
15213,535579,754027,482,29.96,99706.88
15214,560066,500049,578,9.2,63480.0
15215,560082,500005,585,0.61,265393.92
15216,560091,580114,415,30.35,248627.2
15217,573201,516001,432,40.0,224000.0
15218,577401,583116,314,23.5,150400.0
15220,583115,676551,651,511.2,1990508.44
15221,583228,403726,313,35.76,255165.06
15222,583228,574227,416,33.0,246840.01
15223,583275,415004,513,20.0,141619.2
15224,583275,416212,389,35.0,247833.6
15225,583275,560043,329,11.0,92407.04000000001
15226,583275,573116,371,30.0,738009.6
15227,583275,620008,669,916.6,8020250.0
15228,583275,670107,577,30.0,250675.2
15229,585211,402305,545,34.72,267343.77999999997
15230,585211,410218,550,33.86,182464.77000000002
15231,585211,410218,550,34.76,3558979.11
15232,585211,410218,550,39.38,636632.8200000001
15233,585211,410507,474,29.34,916346.88
15234,585211,412207,424,30.48,231648.0
15235,585211,412210,418,18.0,687614.96
15236,585211,422002,582,29.1,215340.01
15237,585211,422002,582,29.72,219928.0
15238,585222,411047,457,34.92,272655.36
15239,585222,411057,464,34.56,262656.0
15240,585222,411057,464,34.64,263264.0
15241,585222,412201,427,28.73,86190.0
15242,585222,412201,427,28.76,86280.0
15243,585222,412201,427,33.03,99090.0
15244,585222,412207,434,0.24,1875.8
15245,585222,415001,441,34.0,248200.0
15246,585222,415311,377,34.89,244230.0
15247,585222,415611,552,2.0,14600.0
15248,585222,425412,751,30.0,219000.0
15249,585222,431005,482,30.0,1664999.92
15250,585222,431114,515,25.0,193000.0
15251,585222,431114,515,34.79,253967.0
15252,585222,431805,502,15.0,329700.48
15253,585222,444101,522,29.76,194035.2
15254,585222,503114,314,50.0,360000.0
15255,585222,515001,376,26.0,319488.0
15256,585222,515531,503,10.0,82000.0
15257,585222,517425,674,10.0,84999.68
15258,585222,523240,440,26.0,436800.0
15259,585222,523316,394,26.0,213200.0
15260,585222,560066,588,1045.4,9800625.0
15261,585222,577001,466,15.0,576000.0
15262,585222,577205,532,21.0,67200.0
15263,585222,577416,546,5.0,118499.84
15264,585222,581113,366,35.0,262499.83999999997
15265,585222,581115,499,33.0,438900.01
15266,585222,582101,302,35.0,896000.0
15267,585222,591136,322,30.0,486000.07
15268,585225,400067,600,70.0,2870000.0
15269,585225,403001,521,36.01,208800.38
15270,585225,416416,373,36.0,264240.0
15271,585225,521325,615,8.0,64800.0
15272,585225,581315,488,34.55,228030.0
15273,585292,413105,325,1566.6,9992872.68
15274,585292,413801,371,20.0,140800.0
15275,585292,416003,427,2321.55,13373108.629999999
15276,585305,396195,769,15.0,143400.02
15277,585305,395003,887,30.0,657600.0
15278,585305,401208,645,31.38,174347.28
15279,585305,431508,326,25.0,190000.0
15280,585305,581348,628,15.0,226500.0
15281,585305,587201,322,29.98,176882.0
15282,585307,395010,869,30.0,128400.0
15283,585320,412201,461,34.39,642138.0
15284,585320,412202,449,34.76,324523.36
15285,585320,413304,308,29.45,206150.0
15286,585320,582103,356,5.0,38700.0
15287,585320,590020,421,29.56,183271.0
15288,587122,412114,420,30.0,864000.0
15289,587122,574202,562,32.0,569600.0
15290,587122,577418,353,32.0,220800.0
15291,587122,577432,386,20.0,154000.0
15292,587122,581320,363,6.0,46200.01
15293,587122,670141,628,34.96,251712.0
15294,590010,422004,564,3.0,42660.009999999995
15295,591136,401201,566,30.23,239905.0
15296,591136,401208,548,34.31,276676.0
15297,591136,402303,407,29.36,205520.0
15298,591136,412206,328,29.94,180838.0
15299,600008,283105,1975,85.5,726681.6
15300,600020,501218,675,29.9,200329.8
15302,600107,226005,2058,25.0,424960.0
15303,600120,609606,320,39.95,295630.0
15304,600120,744101,1440,25.0,3420015.0
15305,600120,744101,1460,3.0,21000.0
15306,600132,638003,389,60.04,434055.57999999996
15307,609602,638008,310,5.0,26000.0
15308,621651,562107,340,39.72,237723.97
15309,621651,600039,331,39.8,509440.0
15310,621651,670561,519,39.64,332976.0
15311,621651,683547,405,35.0,1547000.0
15312,621651,686102,407,35.0,290500.0
15313,621705,626205,316,28.22,131189.0
15314,621705,626205,316,41.08,337874.0
15315,621705,635117,334,39.68,293632.0
15316,621705,676562,453,35.86,272536.0
15317,621705,691571,469,33.0,1003780.8
15318,621707,560081,379,40.36,724541.91
15319,621707,600066,316,7.0,25471.09
15320,621713,560060,352,39.66,277620.01
15321,621713,562104,457,3.0,60900.009999999995
15322,621713,642103,317,3.0,21900.0
15323,621713,683547,446,30.0,528000.0
15324,621713,689643,421,5.0,89000.0
15325,621713,690502,491,127.8,2293167.3
15326,621729,626127,317,39.97,151790.07
15327,621729,626127,317,54.59,287045.14
15328,621730,560100,351,16.0,98088.76
15329,621730,562123,398,15.0,84105.98000000001
15330,621730,628002,373,18.3,117120.0
15331,621730,635117,302,20.0,474000.0
15332,621730,673573,524,39.02,331670.0
15333,621730,695104,581,10.0,110000.0
15334,624703,572217,515,5.0,42499.990000000005
15335,624703,673636,341,35.0,553000.0
15336,624703,673639,351,34.53,186462.0
15337,624703,680664,322,30.0,5525291.550000001
15338,624703,686673,354,36.0,394723.30000000005
15339,625201,600096,450,1.0,31320.010000000002
15340,626204,621730,309,46.72,0.0
15341,626204,686605,330,19.25,173250.0
15342,628002,621002,315,26.0,182001.65999999997
15343,631003,638052,408,25.0,160000.0
15344,636005,600045,323,40.36,270412.26
15345,637303,673315,318,1.0,208800.0
15346,637303,673586,311,5.0,43000.0
15347,637303,685515,308,12.0,74400.0
15348,637303,686013,353,20.0,620000.0
15349,638107,600010,415,25.0,180000.0
15350,642102,610105,330,40.0,560332.8
15351,643103,500077,851,210.1,1990067.2
15352,691307,673620,388,15.0,93000.95999999999
15353,700154,795102,1581,59.0,392704.0
15354,700156,800001,589,682.7,2546471.0
15355,713148,847115,574,1226.0,12993638.4
15356,721129,732101,387,30.0,1564874.64
15357,721129,742303,326,25.0,607500.0
15358,721139,736156,794,15.0,82687.44
15359,723121,743232,349,12.0,275280.0
15360,723121,743235,326,14.0,217840.0
15361,734008,841226,576,7.0,51800.0
15362,735102,814131,383,7.5,54750.0
15363,735102,814131,383,25.0,1239999.94
15364,735102,843324,423,15.0,322499.99
15365,735210,721631,774,16.5,143715.0
15366,735211,732101,342,4.55,13650.0
15367,742227,784501,867,1460.7,11550346.190000001
15368,743424,723149,329,17.0,193139.1
15369,751006,768027,332,30.0,221400.0
15370,754029,757051,306,10.0,182000.0
15371,754082,761214,361,25.0,147500.0
15372,755026,761011,320,26.0,412938.24
15373,768202,752101,363,34.97,195832.01
15374,768202,762104,328,13.0,104000.0
15375,770013,497220,310,30.0,126000.0
15376,770017,754082,349,29.0,97614.46
15377,770017,764001,550,988.5,9081847.72
15378,770017,766118,427,35.0,196000.0
15379,770017,827014,354,35.53,113752.84
15380,770017,827014,354,38.82,124286.12
15381,781001,742102,796,7.65,26010.0
15382,781008,784160,368,15.0,732000.0
15383,781008,791110,357,30.0,183000.0
15384,781014,828109,973,35.0,6845440.0
15385,781022,785110,351,10.0,97000.06
15386,781023,787061,489,24.0,1228800.0
15387,781023,788819,301,15.0,153000.01
15388,781023,791112,419,31.0,269699.99
15389,781031,786153,533,10.0,99400.01
15390,781031,787026,385,30.0,313200.0
15391,781031,787060,561,30.0,894600.03
15392,781031,791109,336,15.0,153900.01
15393,782402,735215,370,25.0,200000.0
15394,782402,781460,350,20.0,202000.0
15395,782402,783301,316,20.0,1344000.0
15396,782402,783331,309,17.5,331100.22
15397,782402,785106,305,5.0,55499.990000000005
15398,782402,785640,330,20.0,984000.0
15399,782402,785683,307,30.0,367874.99
15400,782402,786146,467,25.0,624023.43
15401,782402,786602,447,45.0,331200.0
15402,782402,790102,402,15.0,290999.98
15403,782402,791123,327,25.0,590000.64
15404,782402,795001,457,35.0,220500.01
15405,782410,783370,310,20.0,408000.0
15406,782446,785676,349,40.0,332000.0
15407,782446,786174,458,20.0,578400.0
15408,782446,786192,424,35.0,871500.0
15409,782446,786610,401,25.0,261000.0
15410,782446,787055,318,10.0,101000.0
15411,782446,790102,375,40.0,880000.0
15412,782446,792103,496,30.0,613200.0
15413,782446,792120,513,11.0,73700.07
15414,782446,795002,360,12.0,79200.0
15415,782446,795140,340,18.0,187200.0
15416,784101,790105,345,15.0,130498.56
15417,784154,790104,330,15.0,292803.83999999997
15418,784160,791122,395,12.5,1157750.0
15419,787059,791122,363,12.0,5735274.1
15420,788803,796701,413,20.0,167200.0
15421,791105,791001,376,10.0,230800.0
15422,793120,797001,456,22.5,411471.36
15423,793200,783331,464,25.27,156876.16
15424,793210,735102,616,23.98,151178.82
15425,793210,735102,616,25.01,2691624.32
15426,793210,735102,616,30.56,386299.92
15427,793210,735102,616,31.18,803967.87
15428,793210,783382,417,31.0,821809.8
15429,793210,783385,403,19.0,155800.0
15430,793210,799001,355,36.0,568944.0
15431,793210,799205,311,2.5,81900.0
15432,793210,799205,311,25.0,30996899.25
15433,795001,600006,3201,315.0,2677248.0
15434,795001,600056,3206,68.3,580495.36
15435,796005,781022,482,7.55,88184.0
15436,796101,796290,324,16.0,344000.0
15437,799144,679334,3852,15.0,228857.8
15438,802158,813204,345,10.0,2141200.96
15439,814112,833219,310,26.0,239616.0
15440,821105,843315,352,20.0,252528.96
15441,821109,834003,347,3.85,14784.0
15442,822102,826004,341,26.75,179225.86000000002
15443,824101,273303,368,15.0,76800.0
15444,824101,843329,301,19.0,76000.0
15445,824121,855107,543,32.0,698976.96
15446,827013,226010,837,35.0,291200.0
15447,827014,813203,344,26.53,156527.0
15448,827014,816108,384,24.9,141930.0
15449,827014,822132,303,30.0,412800.0
15450,827014,851112,325,30.0,2086200.0
15451,828124,816104,302,15.0,233400.0
15452,828124,845401,456,744.0,5969349.38
15453,829119,814151,334,25.0,147500.16
15454,833210,805130,418,257.6,1318912.0
15455,833210,822116,389,17.0,272000.0
15456,833210,854318,606,127.8,2208384.0
15457,841203,276408,350,35.0,146997.76
15458,854301,824101,499,23.0,184000.0
15459,854301,824101,499,23.5,94000.0
15460,110041,834001,1231,102.5,5024960.0
15461,110052,284419,468,210.0,2419200.0
15462,123305,141010,331,6.0,49560.0
15463,123413,110077,800,5.0,38374.62
15464,124106,147001,304,39.38,287474.26
15465,124106,173001,301,5.16,30960.0
15466,124106,248140,348,20.0,168800.0
15467,124146,140308,308,35.0,234500.01
15468,124146,141001,377,22.0,124453.97
15469,124146,174013,455,39.6,336600.0
15470,124146,249403,324,26.0,203320.0
15471,124146,249403,324,39.07,289118.0
15472,127022,135102,309,42.0,651840.0
15473,127022,246761,341,15.0,126900.1
15474,140113,176309,418,25.91,164528.5
15475,140113,176309,418,26.38,335026.0
15476,140115,182204,598,144.0,1094400.0
15477,141008,201305,341,10.0,76600.32
15478,146001,192102,380,5.0,41300.0
15480,151002,145001,307,17.0,140080.0
15481,151111,182204,699,23.44,138296.16
15483,180011,182204,308,21.65,181860.01
15484,184102,185111,350,11.0,88000.0
15485,184102,185211,303,11.0,363001.6
15486,184144,185101,310,9.0,149760.0
15487,201008,226301,522,25.0,845000.05
15488,201008,226301,522,29.8,811656.67
15489,201010,221002,824,5.0,285000.0
15490,201010,226017,519,19.15,49790.0
15491,202122,248001,359,8.0,133263.36
15492,203205,225305,596,6.0,46200.01
15493,203205,241001,468,5.0,33920.0
15494,203205,262804,376,15.0,114600.01
15495,203207,205262,321,0.5,3250.0
15496,208027,492001,1110,34.0,2862649.9000000004
15497,210341,221007,382,26.0,150800.0
15498,210341,221402,341,15.0,238800.02
15499,210341,224001,303,25.0,2459726.6
15500,210341,243201,404,20.0,160000.0
15501,210341,273164,494,40.0,248000.0
15502,211011,201301,651,0.55,15195.630000000001
15503,212107,206252,417,3.0,22620.03
15504,212107,209868,305,15.0,1162500.33
15505,212107,226017,318,1051.8,5159352.47
15506,222203,261131,466,5.0,25500.04
15508,227405,273304,314,5.0,37650.0
15509,227409,206001,328,20.0,629200.0
15510,227409,206001,350,9.0,27378.25
15511,227409,206303,325,12.0,91680.0
15512,227409,209651,317,30.0,186000.0
15513,227409,210431,342,30.0,1570200.0
15514,227409,221711,354,15.0,120300.0
15515,227409,274303,316,17.0,285600.0
15516,227409,274401,308,36.0,298800.0
15517,227409,284302,341,42.0,609840.0
15518,229206,244901,421,42.5,429760.0
15519,229303,202001,464,10.0,29200.5
15520,229303,231208,442,30.0,232200.0
15521,229303,233302,327,997.6,2970304.12
15522,229303,244001,416,1309.2,3912452.56
15523,229303,274001,376,520.8,1550655.96
15524,229303,274305,403,35.0,565600.0
15525,244001,211003,653,10.0,227926.0
15526,262309,262545,305,8.1,77099.5
15527,263139,262554,329,7.5,219418.22
15528,272153,821106,320,25.0,204000.0
15529,273209,207001,581,25.0,137500.01
15530,273308,829117,587,40.36,196311.04
15531,282004,209862,309,52.5,336000.0
15532,282004,244924,400,25.0,335000.0
15533,283207,276001,595,16.3,86186.74
15534,283207,276001,595,44.0,227445.24
15535,284121,225001,330,21.5,167916.0
15536,284121,226021,320,32.5,378299.0
15537,284121,244001,572,131.8,5784965.6
15538,284121,261001,400,378.2,4247186.0
15539,284121,301001,397,35.0,2075500.0
15540,301707,207247,352,20.0,153600.0
15541,303108,133201,355,14.0,246960.18000000002
15542,303108,134105,406,40.72,301328.0
15543,303108,140109,424,40.72,301471.34
15544,303108,140301,407,40.58,905324.89
15545,303108,140501,370,40.64,887603.6200000001
15546,303108,476229,329,20.0,1339200.0
15547,305901,203205,518,40.76,130432.0
15548,305901,208001,733,321.7,1955936.0
15549,305901,282001,428,127.8,954180.0
15550,305901,282006,431,395.4,2404032.0
15551,305901,301707,388,44.43,311010.0
15552,305901,325220,404,21.0,163380.01
15553,305901,327031,439,15.0,120600.32
15554,305901,383720,486,35.0,212800.0
15555,305901,384002,412,41.5,2523200.0
15556,305901,452003,519,65.9,400672.0
15557,305901,452003,519,263.6,1602688.0
15558,305901,454552,538,5.0,37900.01
15559,305901,454660,423,37.0,523920.0
15560,305901,456771,436,41.5,789330.0
15561,305901,457550,401,42.0,288120.0
15562,305901,473551,498,31.0,565440.0
15563,305901,473880,550,45.0,256500.01
15564,306101,123302,436,42.0,2074800.6400000001
15565,306101,131021,514,42.0,579599.36
15566,306107,110075,450,42.0,273000.01
15567,306107,110032,464,43.0,261440.0
15569,306107,124001,468,42.0,285600.0
15570,306107,125050,480,40.0,486400.0
15571,306107,125120,513,42.0,275520.0
15572,306107,125121,466,42.0,2298240.0
15573,306107,126101,485,42.0,1021440.0
15574,306107,127032,440,40.17,261105.0
15575,306107,132104,537,42.0,255360.0
15576,306107,140110,685,44.96,319216.0
15577,306107,142038,614,45.5,236745.6
15578,306107,148104,605,45.0,1399500.0299999998
15579,306107,151501,532,38.0,294120.0
15580,306107,151501,532,45.0,1071900.01
15581,306107,174303,783,42.0,255360.0
15582,306107,203205,528,40.97,262208.0
15583,306107,203205,528,41.22,923328.0
15584,306107,203205,528,41.54,664640.0
15585,306107,203205,528,43.59,390566.4
15586,306107,203205,528,45.65,204512.0
15587,306107,244302,599,18.0,158039.42
15588,306107,246731,645,17.0,144840.0
15589,306107,247663,521,1320.0,165580800.0
15590,306107,249402,675,45.0,1094400.0
15591,306107,301701,328,43.68,212459.52
15592,306107,301701,328,46.02,223841.28
15593,306107,301707,386,43.08,323100.0
15594,306107,301707,386,44.44,1244320.0
15595,306107,321601,351,28.0,227360.0
15596,306107,331301,387,13.0,105820.16
15597,306107,335804,418,38.49,96225.0
15598,306107,335804,418,41.63,728525.0
15599,306107,335804,418,44.56,1715560.0
15600,306107,335804,418,44.81,1008225.0
15601,306107,370110,630,41.61,321229.2
15602,306107,380001,502,40.51,567140.29
15603,306107,382010,480,40.09,280630.0
15604,306107,382421,472,42.18,282606.0
15605,306107,390001,569,764.2,4646336.0
15606,306107,476001,490,42.0,546000.9
15607,306308,121004,538,15.0,93484.8
15608,306308,125042,579,5.0,37400.6
15609,306308,127306,471,42.31,1625575.0
15610,306308,135102,729,23.0,178480.0
15611,306308,152116,536,8.0,62400.6
15612,306308,244222,689,32.0,275840.0
15613,306308,321204,461,30.0,474000.0
15614,306308,322025,467,23.0,176640.36
15615,306308,331023,366,15.0,115200.0
15616,306308,333029,473,25.0,192000.0
15617,306709,131301,559,42.46,280236.0
15618,306709,132107,591,41.47,455758.62
15619,306709,201007,523,42.0,291480.0
15620,306709,203205,573,42.12,462902.19
15621,306709,251305,618,40.47,275196.0
15622,306709,281001,465,10.0,137200.0
15623,306709,301019,437,40.98,1252881.8499999999
