,start_pin,destination_pin,travel_distance,Quantity (In TON),amount
15624,306709,314001,366,43.0,258000.0
15625,306709,334021,330,42.0,18408614.84
15626,306709,335051,445,9.0,75780.0
15627,306709,335511,423,11.0,89320.0
15628,306709,343041,414,18.0,136440.0
15629,306709,382410,466,42.0,341880.0
15630,306709,382870,477,5.0,164800.0
15631,306709,384325,418,30.0,488400.0
15632,307019,123305,668,41.62,116173.73
15633,307019,325209,444,20.0,148000.0
15634,307019,335051,717,12.0,98400.0
15635,307019,335707,635,25.0,200000.0
15636,307019,360003,446,37.34,253912.0
15637,307019,360311,489,25.0,197499.99
15638,307019,362255,619,26.0,171600.0
15639,307019,363310,310,4.0,31600.0
15640,307019,370421,450,10.0,130000.0
15641,307019,370421,450,24.0,165600.0
15642,307019,392130,464,42.0,236250.0
15643,307031,305405,357,12.0,95760.08
15644,307031,332714,566,4038.25,7980833.86
15645,307031,410208,799,392.8,2722193.25
15646,307511,335512,759,20.0,1341997.58
15647,312021,360311,635,20.0,142000.0
15648,312021,387335,417,41.5,307099.99
15649,312021,127306,544,26.5,188680.0
15650,312021,301404,454,28.0,205520.0
15651,312021,301404,454,41.0,296840.0
15652,312021,302020,308,42.0,425880.0
15653,312021,303106,387,30.0,223800.0
15654,312021,306912,316,42.0,235200.0
15655,312021,331507,364,9.5,75430.0
15656,312021,334001,523,10.0,73800.0
15657,312021,341021,366,7.5,57150.0
15658,312021,341023,303,15.0,228300.0
15659,312021,341025,357,42.0,231000.0
15660,312021,342005,340,38.13,316479.0
15661,312021,342312,433,10.0,80800.0
15662,312021,344034,506,10.0,81800.0
15663,312021,382424,375,42.0,324156.0
15664,312021,385001,317,17.0,125426.0
15665,312021,388001,404,40.45,275869.0
15666,312021,388001,437,42.35,296450.0
15667,312021,390024,465,39.38,277235.2
15668,312021,454331,411,42.0,889560.0
15669,312021,465669,415,30.0,224400.0
15670,312601,110033,616,40.1,593479.74
15671,312601,302001,349,10.0,286380.0
15672,312601,302001,349,24.0,170640.0
15673,312601,303012,368,5.0,70290.0
15674,312601,303108,451,41.5,794808.0
15675,312601,303508,447,5.0,34000.5
15676,312601,321202,546,39.48,236880.0
15677,312601,322251,472,20.0,155200.0
15678,312601,331001,543,6.0,41580.0
15679,312601,331001,543,42.5,298350.0
15680,312601,333304,473,41.5,1358793.0
15681,312601,335038,763,25.0,1129850.76
15682,312601,341024,345,17.5,140000.0
15683,312601,341508,323,25.0,376000.0
15684,312601,343049,373,0.5,3740.0
15685,312601,343049,373,5.0,79100.5
15686,312601,360025,635,42.0,336000.0
15687,312601,363020,528,42.0,745667.38
15688,312601,382110,416,39.24,282528.0
15689,312601,382440,397,44.53,311709.56
15690,312601,382440,397,44.61,312270.0
15691,312601,388710,416,41.64,1081973.76
15692,312601,393030,597,44.39,292974.0
15693,312601,394516,655,44.35,648397.0
15694,312601,396193,746,44.39,324047.0
15695,312601,473995,500,42.0,1525818.54
15696,312601,474001,612,65.9,77452933.05
15697,312601,474006,617,46.0,239889.95
15698,312617,301019,538,42.0,4413360.03
15699,312617,301412,493,14.0,117320.01
15700,312617,303012,363,39.85,223160.0
15701,312617,303313,439,22.0,158400.0
15702,312617,304021,357,44.46,257868.0
15703,312617,321608,465,17.0,130900.01000000001
15704,312617,322255,472,25.0,417000.0
15705,312617,331506,513,10.0,75200.0
15706,312617,331517,453,20.0,318400.0
15707,312617,332027,457,21.0,150360.01
15708,312617,334803,441,35.0,3151400.0
15709,312617,341303,364,30.0,110076.56
15710,312617,342601,304,45.0,522000.0
15711,312617,345001,680,10.0,224400.02
15712,312617,345026,593,15.0,787500.06
15713,312617,390001,486,44.77,317867.0
15714,312617,451447,389,25.0,189000.0
15715,312620,394101,640,42.0,298200.0
15716,312620,110036,628,41.5,273900.0
15717,312620,110037,589,44.58,633036.0
15718,312620,121004,634,39.6,364320.0
15719,312620,121013,609,43.0,279500.0
15720,312620,122017,582,44.42,309163.2
15721,312620,124112,643,20.0,505600.0
15722,312620,125104,860,27.5,220550.0
15723,312620,127201,568,20.0,501200.0
15724,312620,136129,813,20.0,512800.0
15725,312620,201009,628,43.0,1724300.0
15726,312620,245101,710,41.5,1406850.0
15727,312620,248001,920,42.0,1426320.0
15728,312620,343001,379,20.0,0.0
15729,312620,382210,416,42.9,209489.28
15730,312620,382710,388,42.0,1635701.76
15731,312620,382721,394,42.82,169087.62
15732,312620,383205,333,41.34,489730.17000000004
15733,312620,383205,333,42.66,168455.81
15734,312620,390022,485,42.89,209440.45
15735,312620,391145,552,41.42,281656.0
15736,312620,394101,635,39.5,280450.0
15737,312620,394115,594,42.0,339360.0
15738,312620,394125,598,40.93,399738.76
15739,312620,394320,639,43.11,302633.0
15740,312620,394510,660,39.2,282240.0
15741,312620,395005,650,40.35,298590.41000000003
15742,312620,450001,443,25.0,382000.0
15743,312620,452001,331,44.72,281736.0
15744,312620,476001,672,30.0,170342.4
15745,312622,121001,583,39.93,279510.01
15746,312622,121001,583,40.75,570500.0
15747,312622,123101,519,558.8,6146807.16
15748,312622,124106,584,38.89,272230.01
15749,312622,124106,584,40.13,280910.01
15750,312622,247121,860,25.0,710000.64
15751,312622,473551,420,980.7,5885329.77
15752,312622,476332,478,30.0,927600.4
15753,313022,325204,314,42.0,453600.0
15754,313022,341551,425,10.0,62000.0
15755,313022,344033,360,15.0,117300.01000000001
15756,313022,344033,360,18.0,144360.01
15757,313022,360311,533,41.52,186009.6
15758,313022,363650,521,41.0,287000.25
15759,313024,342005,320,2.25,25410.0
15760,313201,303103,472,42.0,283080.0
15761,323603,452001,398,2.5,211365.16
15762,323603,466001,374,132.0,1277882.68
15763,323603,474010,434,129.0,694379.1399999999
15764,324004,110040,564,15.0,382080.0
15765,324004,110040,564,18.0,338688.0
15766,326520,201001,614,659.0,3203688.96
15767,326520,244413,807,197.7,1922213.38
15768,326520,313611,371,35.0,193200.0
15769,326520,331304,581,15.0,115125.0
15770,326520,332404,384,35.0,387450.0
15771,327025,451001,345,23.0,163447.21000000002
15772,327025,461111,548,15.0,119796.0
15773,327025,461111,548,18.0,136195.2
15774,327025,462001,419,5.0,35832.0
15775,333304,135133,401,41.65,266560.0
15776,333304,247663,518,43.58,139456.0
15777,333304,247663,518,47.16,150912.0
15778,333304,305925,327,4.0,30320.0
15779,335804,140001,402,49.0,656600.02
15780,341026,110074,480,40.44,291168.0
15781,341026,144626,615,41.98,314850.0
15782,341026,151002,476,34.08,457704.36
15783,341026,203205,596,40.34,309811.2
15784,341026,203205,596,43.64,502732.8
15785,341026,203207,591,43.82,155398.31
15786,341026,247662,783,40.18,188846.0
15787,341026,301035,427,10.0,76600.0
15788,341026,304001,358,10.0,77000.0
15789,341026,331701,305,23.0,174800.0
15790,342606,146022,945,27.7,449186.31
15791,342606,151001,540,24.0,454861.51
15792,342606,250001,686,21.95,749502.9600000001
15793,342606,585103,1543,1.0,124755.58
15794,342902,110020,499,14.0,547974.0
15795,342902,201206,591,14.0,382676.0
15796,342902,301001,383,12.0,201719.49
15797,342902,301701,365,10.11,129486.61
15798,342902,324005,390,0.5,38855.98
15799,342902,324005,390,5.0,129000.0
15800,342902,333026,339,0.1,8805.4
15801,342902,333026,339,1.0,22838.949999999997
15802,342902,383120,511,30.0,504296.91000000003
15803,342902,390022,632,23.0,217880.0
15804,342902,391110,667,30.0,485091.98
15805,342902,453771,658,3.0,100416.0
15806,342902,781035,2165,12.0,700416.0
15808,360030,396421,501,32.0,153600.0
15809,360311,370510,372,42.0,12285000.0
15810,360311,370627,411,34.0,538700.0
15811,360311,383350,416,5.0,39400.0
15812,360311,389360,366,34.69,240508.0
15813,360311,390012,326,25.0,167500.0
15814,360311,392150,336,15.0,101100.0
15815,360550,382210,378,25.2,88199.78
15816,360550,382210,378,34.65,121274.66
15817,360550,382305,422,20.0,314000.0
15818,360550,382730,448,29.82,205758.0
15819,360550,387355,435,25.0,170000.0
15820,360550,392001,535,34.9,254770.0
15821,360550,392130,567,30.0,420000.0
15822,360560,364150,337,24.6,177120.0
15823,360560,370165,395,20.0,472000.0
15824,360560,380059,386,33.9,250860.0
15825,360560,382210,381,29.8,208600.64
15826,360560,382355,417,33.64,259028.0
15827,360560,389310,507,30.0,657600.0
15828,360560,396155,721,30.0,444000.0
15829,361140,389001,466,31.5,704476.68
15830,362275,382115,428,30.0,1284000.0
15831,362275,382305,461,20.0,162000.0
15832,362275,382405,421,33.44,240768.0
15833,362715,382042,474,34.36,240520.0
15834,362715,382305,483,31.54,227088.0
15835,362715,382421,461,30.06,910818.0
15836,362715,395007,692,36.26,140872.57
15837,362715,410206,962,31.5,313291.88
15838,362715,410206,962,32.36,160922.62
15839,362715,410206,962,32.48,484558.11000000004
15840,362715,410206,962,32.54,2588598.36
15841,362715,410206,962,34.52,6770579.9
15842,365540,395007,538,2822.0,8224493.24
15843,365560,363641,314,29.68,219632.0
15844,365560,380059,311,24.68,175228.16
15845,365560,382330,334,29.47,221025.21
15846,365560,382427,313,29.66,207620.01
15847,365560,391775,349,29.62,217411.0
15848,370511,382250,474,35.65,469752.92
15849,370511,382620,514,35.89,272764.02
15850,370655,360001,380,30.0,1041000.0
15851,370655,360020,390,30.0,812400.0
15852,370655,362001,479,10.0,160000.0
15853,370655,362560,550,5.0,19101.5
15854,370655,380001,457,18.5,266400.0
15855,370655,382220,465,25.0,180000.0
15856,370655,382721,483,36.88,272912.0
15857,388245,396125,311,32.69,238637.22
15858,388245,396125,311,32.91,493650.44
15859,388255,396191,356,24.0,172800.0
15860,388710,360110,363,16.0,123200.0
15861,390011,360370,355,7.5,58498.56
15862,394180,365601,451,26.0,208000.0
15863,395003,410206,320,33.25,272384.0
15864,396001,312601,708,0.05,451.0
15865,400033,425001,421,39.5,586496.0
15866,400088,560092,975,12.5,96250.0
15867,400705,380054,540,34.6,276800.0
15868,402107,395009,356,33.52,237992.0
15869,410203,431001,302,33.75,571968.0
15870,411030,425303,456,45.05,334451.2
15871,412219,401501,321,15.0,228600.32
15872,412219,425001,426,26.0,416000.0
15873,413215,410218,383,34.04,339140.12
15874,413215,431001,355,30.0,387709.38
15875,413228,410206,388,34.51,613209.0
15876,413228,410206,388,34.81,412360.0
15877,413228,415605,387,34.05,252652.0
15878,413255,400080,388,30.0,228000.0
15879,414001,444101,391,32.41,200942.0
15880,424001,400027,332,34.14,279674.88
15881,431103,431745,377,27.0,407808.0
15882,431112,201301,1239,34.57,256647.68
15883,440002,431107,524,32.5,212160.0
15884,440028,301019,1500,5.0,307200.0
15885,442401,460551,317,4.0,73916.58
15886,442404,425412,772,67.9,1451977.4
15887,442908,400058,900,65.0,1066000.0
15888,442908,414001,618,263.6,632614.43
15889,442908,421306,873,1233.9,6559893.62
15890,442908,431005,579,259.6,1259532.47
15891,442908,431206,567,22.0,321200.0
15892,442908,431401,353,13.0,187200.0
15893,442908,431512,305,14.0,106400.0
15894,442908,431515,396,30.49,192087.0
15895,442908,493114,451,39.54,288642.26
15896,442916,431122,487,4.0,31200.0
15897,442916,431203,489,30.98,204468.0
15898,442916,441916,340,31.0,5756080.0
15899,442917,413801,837,20.0,96698.4
15900,442917,431114,578,30.56,192528.21
15901,442917,431517,425,10.0,86000.0
15902,442917,443101,517,17.0,396100.36
15903,442917,444805,348,42.0,285600.0
15904,445304,424001,652,25.0,415536.0
15905,454446,393001,309,40.97,304816.81
15906,454446,393001,309,41.92,307693.07
15907,454446,393030,327,41.29,274165.61
15908,454446,394110,353,40.28,185610.24
15909,454446,394150,347,41.12,304288.0
15910,454446,395006,359,40.42,299108.01
15911,454446,395006,359,40.99,296767.61
15912,454446,395007,433,40.38,437887.19999999995
15913,454446,425418,315,30.0,647999.8
15914,454446,462038,345,32.0,351999.6
15915,454446,462046,335,30.0,186000.0
15916,454446,465693,353,21.0,173460.15000000002
15917,454446,466448,429,9.6,61824.0
15918,454446,422103,401,33.68,455542.20999999996
15919,454660,461111,413,31.0,198648.0
15920,454660,464551,338,17.0,127840.0
15921,457001,457885,304,20.0,433000.0
15922,458441,461331,432,6.0,41520.479999999996
15923,458441,466448,499,25.0,168000.0
15924,458470,184143,1138,653.0,9781100.0
15925,458470,453111,302,34.98,218275.2
15926,470661,466115,305,24.0,174463.0
15927,470661,466120,356,12.0,172558.0
15928,470661,486331,305,10.0,68800.0
15929,475001,457441,780,6.5,49660.0
15930,483442,301019,911,10.0,665600.0
15931,483880,227409,359,823.4,4283764.74
15932,483880,227409,381,41.6,108212.66
15933,483880,821105,380,30.77,114218.24
15934,483880,821105,380,37.03,137455.36
15935,483880,821105,380,40.9,151820.8
15936,483880,821105,380,43.49,161434.88
15937,485005,229001,301,41.28,160998.6
15938,485005,233302,342,41.56,211956.0
15939,485005,274001,475,371.4,1890833.65
15940,485005,824101,446,3951.23,20230297.6
15941,485111,226002,383,35.7,357000.0
15942,485111,242223,559,65.9,948960.0
15943,485111,242223,559,659.0,3268640.0
15944,485111,244001,718,721.9,109497792.0
15945,485111,272206,550,28.84,147084.0
15946,485111,275102,422,745.0,98518800.0
15947,485111,276135,346,41.75,467600.0
15948,485111,481661,358,26.0,873600.0
15949,485111,805130,595,326.9,2118312.0
15950,485111,821307,431,527.2,65857824.0
15951,485771,221008,308,28.5,160783.0
15952,485771,222126,301,35.0,245000.0
15953,485771,228131,378,29.0,147923.0
15954,485771,228131,378,31.0,330830.0
15955,485771,229301,352,29.24,132866.56
15956,485771,232101,316,31.0,600580.01
15957,485771,232104,325,34.32,164736.0
15958,485771,232118,352,36.74,171649.0
15959,485771,821101,379,41.14,576618.0
15960,485772,225001,488,715.9,4779490.4399999995
15961,485772,229001,355,42.0,4273081.890000001
15962,485772,282006,665,2041.6,13983437.79
15963,485772,284003,318,1374.9,7931426.33
15964,485772,284405,302,11.0,74360.0
15965,485772,461223,486,34.0,252280.22000000003
15966,485773,229001,353,49.69,246340.15
15967,485773,453661,694,25.0,147500.0
15968,485773,465331,497,140.8,350034.43
15969,485773,824201,543,41.61,424427.1
15970,486450,206122,566,29.8,208600.0
15971,486450,209801,489,32.86,216876.01
15972,486450,226001,550,29.5,202370.19
15973,486450,226014,551,381.8,3894360.0
15974,486450,226301,553,39.85,192874.0
15975,486450,229301,421,29.85,155220.01
15976,486450,229402,386,29.13,205657.99
15977,486450,242127,678,39.36,283392.0
15978,486450,273001,438,1293.9,16913198.34
15979,486450,276138,357,41.81,217412.01
15980,486450,285204,550,10.0,142400.0
15981,486450,470119,383,7.5,48000.0
15982,486450,470119,383,25.0,349000.0
15983,486450,472331,303,20.0,129600.0
15984,486450,803201,499,44.24,203857.91999999998
15985,486450,821101,320,41.01,194223.36
15986,486776,230001,341,42.0,1597554.77
15987,486776,284202,336,32.0,231040.21000000002
15988,486776,464671,431,24.0,354240.32
15989,486776,487221,354,24.0,332640.16
15990,486776,487770,401,25.0,521000.33999999997
15991,488441,206242,443,36.0,993600.0
15992,488441,208001,308,33.81,211650.6
15993,488441,208002,312,0.5,1369.0
15994,488441,226102,399,34.84,236912.0
15995,488441,262701,531,41.78,292460.0
15996,488441,462001,361,39.73,190704.0
15997,488441,477660,413,35.0,455000.0
15998,488441,480661,318,20.0,82528.12
15999,488441,824101,548,32.74,506815.2
16000,490024,770039,537,28.39,158984.0
16001,490036,768221,422,30.0,180000.0
16002,490036,770020,396,35.0,234500.0
16003,490036,442301,343,30.0,501000.0
16004,490036,470673,490,31.0,619999.98
16005,490036,484774,450,6.0,39000.0
16006,490036,497118,399,35.0,200900.0
16007,492001,110044,1319,94.5,914457.6
16008,493116,766013,322,32.5,998400.8600000001
16009,493118,754029,529,24.9,79680.0
16010,493118,754029,529,31.67,101344.0
16011,493118,754029,529,34.17,218688.0
16012,493118,781017,1553,255.6,1789200.0
16013,493118,824101,544,37.45,119840.0
16014,493118,824101,544,42.7,136640.0
16015,493195,494552,469,25.0,370000.02
16016,493195,497442,313,36.0,152994.24
16017,493195,721145,744,2171.7,15419083.91
16018,493195,754027,571,38.11,137756.98
16019,493195,754027,571,38.65,139708.93
16020,493195,754027,571,39.31,288013.38
16021,493195,759013,534,715.9,4700675.0
16022,493195,759107,524,33.06,509124.44
16023,493195,764059,387,31.41,182178.0
16024,493195,765016,377,35.0,2928100.69
16025,493195,766027,343,34.79,285445.0
16026,493196,494553,483,25.0,185000.01
16027,493196,713212,886,4056.9,14664557.57
16028,493196,754027,546,34.16,123478.84
16029,493196,754027,546,38.31,140343.33000000002
16030,493196,829119,576,3691.04,13521608.3
16031,493331,759126,362,35.95,266030.0
16032,493331,781020,1859,127.8,383594.01
16033,493331,831007,652,784.8,2355591.4
16034,493331,834001,526,32.55,253890.0
16035,493332,211002,588,30.0,180000.0
16036,493332,440002,371,35.0,673075.2
16037,493332,441803,319,20.0,127200.0
16038,493332,441904,314,35.0,1750380.8
16039,493332,464668,746,15.0,103200.0
16040,493332,470113,821,34.0,422960.0
16041,493332,481337,344,10.0,191400.8
16042,493332,494222,376,10.0,144400.16
16043,493332,494223,359,20.0,432000.0
16044,493332,713358,860,2743.8,19755360.64
16045,493332,751017,561,40.0,264000.0
16046,493332,754027,519,34.98,152232.96
16047,493332,754029,504,40.09,384864.0
16048,493332,765022,466,31.0,722920.0
16049,493332,766016,337,32.0,472320.42000000004
16050,493332,768224,310,30.0,720000.0
16051,493332,769004,358,34.0,108974.08
16052,493332,770033,376,10.0,69600.0
16053,493332,770033,376,32.0,890880.0
16054,493332,770037,376,29.0,220400.0
16055,493332,821115,623,30.0,225000.0
16056,493332,824101,550,41.38,171125.44
16057,493332,834003,518,35.0,666797.37
16058,496001,827013,468,39.0,491392.4
16059,496224,492001,393,36.0,244067.32
16060,497119,492002,425,30.0,211200.0
16061,501158,410218,650,48.82,527256.02
16062,501158,410218,650,49.78,268812.01
16063,501158,410218,650,50.64,1093824.0
16064,501158,410218,650,52.44,566352.0
16065,501158,410702,628,35.0,161278.61
16066,501158,411042,472,527.2,2846880.0
16067,501158,412201,490,34.82,564084.03
16068,501158,412201,490,48.6,262440.0
16069,501158,413225,536,20.0,128000.0
16070,501158,416410,343,25.0,425600.0
16071,504218,431503,432,31.94,213359.21000000002
16072,504218,431602,337,32.16,1054847.6
16073,504218,445001,308,40.64,260096.0
16074,505187,440026,354,30.0,90000.0
16075,505187,481001,436,714.5,2143500.01
16076,508204,503310,357,5.0,77399.99
16077,508204,530012,489,34.14,213586.65999999997
16078,508204,530026,490,31.5,235619.99
16079,508204,530027,498,30.0,224400.0
16080,508204,531011,466,35.03,210179.99
16081,508204,531031,443,41.08,293725.28
16082,508204,533444,369,10.0,76000.0
16083,508204,535204,564,29.53,190645.66999999998
16084,508204,535523,687,20.0,169363.62
16085,508204,572137,749,4.5,31664.73
16086,508204,584125,502,12.0,92270.62999999999
