,start_pin,destination_pin,travel_distance,quantity_tons,period,nifty_infra_price,amount
11408,312617,302012,360,44.62,May 2023,5459.8,216128.12
11409,312617,302016,347,43.88,April 2023,5356.2,181690.62
11410,312617,302033,351,39.13,April 2023,5356.2,165079.68
11411,312617,303012,363,39.12,April 2023,5356.2,186431.24
11412,312617,303503,416,35.0,May 2023,5459.8,153125.0
11413,312617,303702,368,38.43,April 2023,5356.2,186145.32
11414,312617,331403,589,43.0,May 2023,5459.8,166934.06
11415,312617,335502,643,32.0,May 2023,5459.8,193500.0
11416,312617,342007,346,35.0,April 2023,5356.2,153125.0
11417,312617,344031,469,7.0,April 2023,5356.2,60041.2
11418,312617,344032,461,44.12,May 2023,5459.8,241281.24
11419,312617,344044,427,35.0,April 2023,5356.2,311718.76
11420,312617,363630,614,42.0,May 2023,5459.8,239531.25
11421,312620,110005,605,42.0,May 2023,5459.8,229687.5
11422,312620,125113,732,22.0,May 2023,5459.8,137156.25
11423,312620,135001,804,42.5,April 2023,5356.2,237734.37
11424,312620,203135,645,41.5,April 2023,5356.2,145898.44
11425,312620,207123,699,22.0,April 2023,5356.2,136468.75
11426,312620,262309,979,40.0,April 2023,5356.2,243750.0
11427,312620,263148,900,42.0,May 2023,5459.8,249375.0
11428,312620,303007,319,39.97,May 2023,5459.8,149887.5
11429,312620,332301,507,42.0,May 2023,5459.8,206718.74
11430,312620,341306,401,42.5,April 2023,5356.2,0.0
11431,312620,380025,360,43.75,May 2023,5459.8,134968.75
11432,312620,382430,387,39.39,May 2023,5459.8,215414.06
11433,312620,385535,376,44.98,May 2023,5459.8,249498.44
11434,312620,391243,516,44.74,April 2023,5356.2,237681.25
11435,312620,393002,581,39.32,May 2023,5459.8,233462.5
11436,312620,394101,635,41.23,May 2023,5459.8,225476.56
11437,312620,394221,654,38.83,May 2023,5459.8,217205.51
11438,312620,394221,654,38.97,April 2023,5356.2,217988.24
11439,312620,394230,654,39.1,May 2023,5459.8,226046.87
11440,312620,395007,667,41.02,April 2023,5356.2,233942.19
11441,312620,461441,517,41.0,May 2023,5459.8,219414.06
11442,312620,465674,416,33.0,May 2023,5459.8,4136343.54
11443,312622,122004,551,39.66,April 2023,5356.2,223087.5
11444,312622,122103,561,39.36,April 2023,5356.2,221400.0
11445,312622,124106,584,40.32,April 2023,5356.2,226800.0
11446,312622,201008,669,41.7,May 2023,5459.8,250200.0
11447,312622,202127,760,2074.27,April 2023,5356.2,5644088.67
11448,312622,322201,450,11.0,May 2023,5459.8,63250.0
11449,312622,476229,542,39.26,April 2023,5356.2,184031.25
11450,313022,123305,614,41.66,April 2023,5356.2,1066494.19
11451,313022,321203,616,12.0,April 2023,5356.2,40749.36
11452,313022,326001,370,35.0,May 2023,5459.8,140000.0
11453,313022,333001,572,41.38,April 2023,5356.2,173796.0
11454,313022,334803,449,41.4,April 2023,5356.2,173880.0
11455,313022,335062,832,30.0,May 2023,5459.8,176250.0
11456,313022,335702,843,22.0,May 2023,5459.8,149966.08
11457,313022,393002,462,30.62,April 2023,5356.2,204786.56
11458,313022,400705,761,30.64,May 2023,5459.8,204920.32
11459,313022,457885,384,42.0,April 2023,5356.2,185062.5
11460,313201,342312,357,4.5,April 2023,5356.2,26085.94
11461,322001,313031,470,5.0,April 2023,5356.2,26562.51
11462,323603,205001,456,195.0,April 2023,5356.2,1579376.38
11463,323603,301705,326,10.0,April 2023,5356.2,55625.0
11464,323603,453331,588,41.0,April 2023,5356.2,450549.0
11465,323603,456006,335,2.0,April 2023,5356.2,21181.6
11466,326520,202001,617,395.4,April 2023,5356.2,3003458.4
11467,326520,302028,331,10.0,May 2023,5459.8,52305.0
11468,326520,322230,397,21.0,May 2023,5459.8,154980.0
11469,326520,322230,397,42.0,April 2023,5356.2,2115592.0
11470,326520,462046,324,26.0,April 2023,5356.2,409968.0
11471,327025,394115,357,12.0,April 2023,5356.2,217867.5
11472,332714,335051,537,35.0,April 2023,5356.2,189588.35
11473,332714,335526,301,15.0,May 2023,5459.8,87421.95
11474,334601,306701,481,0.9,April 2023,5356.2,13652.78
11475,334601,306702,492,5.0,May 2023,5459.8,71723.2
11476,335804,143001,338,45.3,May 2023,5459.8,258351.9
11477,335804,144224,422,39.0,April 2023,5356.2,191100.0
11478,341026,247661,770,33.68,April 2023,5356.2,114829.54
11479,341026,301035,427,21.0,April 2023,5356.2,121078.12
11480,341026,327601,538,1.0,April 2023,5356.2,5656.24
11481,341026,335504,353,14.0,May 2023,5459.8,171718.74
11482,341026,344701,406,34.0,April 2023,5356.2,743750.0
11483,342606,110036,617,17.0,April 2023,5356.2,239851.3
11484,342606,144025,941,28.0,April 2023,5356.2,354697.41
11485,342606,180010,929,15.0,April 2023,5356.2,205557.15
11486,342606,221507,1054,10.0,May 2023,5459.8,1503603.0
11487,342606,226005,888,9.3,April 2023,5356.2,304584.3
11488,342606,391775,625,25.5,April 2023,5356.2,8722968.3
11489,342606,585103,1543,24.0,May 2023,5459.8,321638.88
11490,342606,756019,1884,4.0,May 2023,5459.8,68184.0
11491,342606,835303,1591,7.3,May 2023,5459.8,114646.5
11492,342902,180012,1081,2.0,April 2023,5356.2,16200.0
11493,342902,273164,1146,4.0,April 2023,5356.2,46411.31
11494,342902,382427,552,20.0,April 2023,5356.2,132000.0
11495,342902,390022,632,5.0,April 2023,5356.2,42500.0
11496,342902,636005,2237,27.5,May 2023,5459.8,563750.0
11497,360002,393002,376,40.0,April 2023,5356.2,125000.0
11498,360024,392220,355,25.0,April 2023,5356.2,152343.74
11499,360311,385130,433,17.0,May 2023,5459.8,71406.3
11500,360311,385340,337,15.0,May 2023,5459.8,159374.98
11501,360311,388306,303,15.0,April 2023,5356.2,84375.0
11502,360311,391240,362,12.0,April 2023,5356.2,63187.5
11503,360311,391240,362,30.0,May 2023,5459.8,325151.56
11504,360560,382225,356,20.0,May 2023,5459.8,118750.0
11505,360560,382350,405,38.4,April 2023,5356.2,219000.0
11506,360560,382418,402,30.25,May 2023,5459.8,181972.66
11507,360560,382423,406,20.0,April 2023,5356.2,231250.0
11508,360560,382750,374,40.32,April 2023,5356.2,220500.0
11509,360560,384255,511,20.0,April 2023,5356.2,112500.0
11510,360560,387550,407,25.0,April 2023,5356.2,140625.0
11511,360560,390012,458,30.0,April 2023,5356.2,656718.74
11512,361140,388180,332,26.0,April 2023,5356.2,288437.48
11513,361140,390009,416,10.0,May 2023,5459.8,56562.5
11514,361140,391740,396,26.0,April 2023,5356.2,288031.24
11515,361345,370165,395,10.0,April 2023,5356.2,167500.1
11516,361345,370425,437,10.0,April 2023,5356.2,167031.3
11517,362275,382210,417,29.24,April 2023,5356.2,166759.38
11518,362275,392130,606,34.51,May 2023,5459.8,208677.26
11519,362715,363423,360,33.96,April 2023,5356.2,188371.88
11520,362715,370205,425,30.0,April 2023,5356.2,0.0
11521,362715,370415,491,34.64,May 2023,5459.8,205675.0
11522,362715,380015,439,29.4,May 2023,5459.8,176859.38
11523,362715,382042,474,34.12,May 2023,5459.8,194590.62
11524,362715,382213,428,24.0,May 2023,5459.8,273750.0
11525,362715,382240,400,30.34,April 2023,5356.2,346065.64
11526,362715,382721,470,30.92,April 2023,5356.2,352681.24
11527,362715,388620,449,25.0,May 2023,5459.8,157031.24
11528,362715,395007,690,35.22,April 2023,5356.2,0.0
11529,362715,410206,962,29.06,May 2023,5459.8,703720.36
11530,362715,410206,962,33.7,April 2023,5356.2,5331341.48
11531,362715,410206,962,33.84,April 2023,5356.2,3944676.4
11532,362715,410206,962,41.8,April 2023,5356.2,348040.08
11533,362715,575010,1867,29.76,May 2023,5459.8,308859.24
11534,363035,303001,859,0.05,May 2023,5459.8,646.0
11535,363035,303001,859,0.5,May 2023,5459.8,3234.0
11536,365540,388245,430,41.92,April 2023,5356.2,114064.32
11537,365540,388245,430,42.08,April 2023,5356.2,114499.68
11538,365560,380059,311,29.18,May 2023,5459.8,175536.08
11539,365560,382007,335,29.26,April 2023,5356.2,345176.71
11540,365560,382330,334,35.42,May 2023,5459.8,213073.61
11541,365560,382421,322,24.67,April 2023,5356.2,144550.9
11542,365560,392130,458,29.59,May 2023,5459.8,355542.49
11543,370511,344022,646,27.0,April 2023,5356.2,142804.0
11544,370511,360007,413,35.86,April 2023,5356.2,207315.63
11545,370511,360110,372,29.8,May 2023,5459.8,174609.52
11546,370511,361006,441,12.0,May 2023,5459.8,74812.56
11547,370511,363655,329,35.74,April 2023,5356.2,804150.0
11548,370511,364515,589,10.0,May 2023,5459.8,767414.0
11549,370511,370155,312,35.0,May 2023,5459.8,601835.0
11550,370511,380004,488,30.0,April 2023,5356.2,328125.0
11551,370511,380060,486,5.0,April 2023,5356.2,55859.4
11552,370511,382355,512,29.85,May 2023,5459.8,177234.38
11553,370511,391775,601,35.0,April 2023,5356.2,406875.0
11554,370511,393001,686,12.0,May 2023,5459.8,70031.0
11555,370511,393110,671,36.88,April 2023,5356.2,210331.0
11556,382421,370435,368,34.36,May 2023,5459.8,201328.3
11557,382721,362037,345,35.0,May 2023,5459.8,111632.85
11558,391350,360545,447,0.05,April 2023,5356.2,624.22
11559,393002,365560,435,0.05,April 2023,5356.2,342.97
11560,401209,560040,1034,24.5,April 2023,5356.2,372400.0
11561,412219,424001,336,31.0,April 2023,5356.2,248000.0
11562,413215,402104,373,34.04,April 2023,5356.2,186156.25
11563,413215,410218,383,35.0,May 2023,5459.8,174352.04
11564,413215,422101,400,25.0,May 2023,5459.8,264843.74
11565,413228,410206,388,34.73,May 2023,5459.8,205184.84
11566,413228,421302,411,33.76,April 2023,5356.2,224166.4
11567,416810,400071,441,6.0,April 2023,5356.2,35343.74
11568,416810,402107,403,6.0,April 2023,5356.2,34406.24
11569,424001,400710,312,34.55,April 2023,5356.2,449150.0
11570,424001,400710,312,44.95,April 2023,5356.2,292175.0
11571,440016,583222,921,30.0,May 2023,5459.8,1485000.0
11572,441108,483773,453,42.3,April 2023,5356.2,326789.0
11573,441904,431115,576,8.0,April 2023,5356.2,45625.0
11574,442502,425111,631,32.0,April 2023,5356.2,357000.0
11575,442502,425405,662,37.0,April 2023,5356.2,335312.48
11576,442908,444601,327,31.4,April 2023,5356.2,161906.25
11577,442908,460440,425,39.55,April 2023,5356.2,207019.73
11578,442908,500058,398,5.0,April 2023,5356.2,33593.75
11579,442916,423701,630,32.0,April 2023,5356.2,509500.0
11580,442916,431001,548,30.18,April 2023,5356.2,150900.0
11581,442916,431514,346,26.0,April 2023,5356.2,141781.24
11582,445304,431523,468,13.0,May 2023,5459.8,74546.88
11583,445304,444117,362,28.79,April 2023,5356.2,130454.68
11584,445304,444117,362,29.32,April 2023,5356.2,132856.24
11585,445304,444805,303,26.0,May 2023,5459.8,158869.88
11586,445304,450001,494,89.9,April 2023,5356.2,391912.76
11587,445304,481001,326,30.0,April 2023,5356.2,281003.4
11588,445304,482002,412,263.6,April 2023,5356.2,1124578.23
11589,454446,422001,390,11.0,May 2023,5459.8,61015.63
11590,454446,422402,395,34.19,May 2023,5459.8,192318.75
11591,454446,465667,329,20.0,May 2023,5459.8,262500.0
11592,454446,465667,329,36.0,April 2023,5356.2,1026563.4
11593,454446,394650,362,31.0,May 2023,5459.8,168562.5
11594,454660,470235,472,7.0,May 2023,5459.8,37516.0
11595,458441,454331,360,15.0,May 2023,5459.8,80976.56
11596,458470,151001,912,4085.9,May 2023,5459.8,12257700.0
11597,458470,201010,638,194.7,April 2023,5356.2,1936949.58
11598,458470,462001,412,29.02,April 2023,5356.2,144441.25
11599,460001,456010,369,20.0,May 2023,5459.8,6250.0
11600,462022,486001,528,,May 2023,5459.8,12812.4
11601,470661,455332,373,14.5,May 2023,5459.8,78777.0
11602,470661,465337,319,12.0,May 2023,5459.8,65564.0
11603,470661,466221,354,12.0,May 2023,5459.8,66303.0
11604,470661,466446,320,26.0,April 2023,5356.2,141655.0
11605,475001,454441,635,16.0,April 2023,5356.2,87500.0
11606,483501,442001,445,35.0,April 2023,5356.2,732200.0
11607,483504,363621,1194,15.0,April 2023,5356.2,1318335.0
11608,483880,227409,381,796.85,April 2023,5356.2,4991638.92
11609,483880,227409,393,800.31,April 2023,5356.2,5013313.1
11610,483880,273155,581,42.0,May 2023,5459.8,1078218.75
11611,483880,480001,348,35.0,April 2023,5356.2,133847.66
11612,484001,273404,580,35.0,April 2023,5356.2,135214.08
11613,485005,271801,534,28.32,May 2023,5459.8,128325.0
11614,485005,484886,361,28.0,April 2023,5356.2,686875.0
11615,485111,208016,322,8.0,April 2023,5356.2,35625.04
11616,485111,209304,368,29.96,April 2023,5356.2,120307.98
11617,485111,209801,355,41.79,May 2023,5459.8,214173.75
11618,485111,222129,322,41.97,May 2023,5459.8,360679.26
11619,485111,222129,322,42.05,May 2023,5459.8,180683.38
11620,485111,224120,375,43.46,May 2023,5459.8,1114749.0
11621,485111,473551,425,42.0,May 2023,5459.8,229824.0
11622,485111,821108,375,29.75,April 2023,5356.2,190585.94
11623,485111,821305,392,28.91,May 2023,5459.8,185204.69
11624,485111,824101,420,28.76,May 2023,5459.8,184243.75
11625,485771,208001,364,28.5,April 2023,5356.2,132703.12
11626,485771,221008,308,42.18,May 2023,5459.8,168720.4
11627,485771,232104,325,8.84,May 2023,5459.8,35360.2
11628,485771,232104,325,40.56,April 2023,5356.2,162239.8
11629,485771,274304,570,31.56,April 2023,5356.2,126239.8
11630,485771,462038,489,30.0,May 2023,5459.8,145312.75
11631,485771,464551,381,5.0,April 2023,5356.2,26875.0
11632,485771,464651,376,22.0,May 2023,5459.8,108968.74
11633,485771,821101,379,41.58,April 2023,5356.2,332640.8
11634,485771,821101,379,42.04,May 2023,5459.8,168160.2
11635,485771,821105,341,35.4,May 2023,5459.8,138060.2
11636,485771,821105,341,42.8,May 2023,5459.8,171200.0
11637,485772,224149,394,34.0,April 2023,5356.2,196562.5
11638,485772,274406,609,150.0,April 2023,5356.2,890625.0
11639,485772,802152,487,1677.6,May 2023,5459.8,10747125.0
11640,485773,229303,368,4024.4,April 2023,5356.2,11268320.0
11641,485773,461990,330,25.0,April 2023,5356.2,133203.12
11642,485773,462001,455,30.0,April 2023,5356.2,1084634.24
11643,485773,474010,428,34.0,April 2023,5356.2,100460.82
11644,485773,476001,473,34.0,May 2023,5459.8,151406.24
11645,485773,480559,410,38.94,May 2023,5459.8,191643.04
11646,485773,713203,810,3856.1,April 2023,5356.2,13912808.8
11647,485773,803101,632,124.8,April 2023,5356.2,502110.33
11648,485773,821115,455,128.8,May 2023,5459.8,476342.33
11649,486450,229402,386,29.91,May 2023,5459.8,676713.76
11650,486450,241301,579,29.99,April 2023,5356.2,131206.25
11651,486450,242221,670,33.84,April 2023,5356.2,192993.92
11652,486450,821109,305,29.28,May 2023,5459.8,187575.0
11653,486776,210430,332,35.0,April 2023,5356.2,643125.0
11654,486776,224238,437,40.84,May 2023,5459.8,122520.0
11655,488441,209306,377,35.0,May 2023,5459.8,191406.25
11656,488441,209869,389,29.87,April 2023,5356.2,168952.19
11657,488441,226401,368,41.51,April 2023,5356.2,212738.75
11658,488441,473331,360,32.0,May 2023,5459.8,804320.0
11659,488441,476224,439,30.0,April 2023,5356.2,309375.0
11660,488441,476224,439,40.85,April 2023,5356.2,204250.0
11661,490024,712104,909,768.0,April 2023,5356.2,2012617.73
11662,490024,846001,900,330.0,April 2023,5356.2,1694429.55
11663,490036,445211,549,30.5,April 2023,5356.2,295468.74
11664,490036,497117,321,2.0,April 2023,5356.2,10437.5
11665,490036,721518,770,32.58,May 2023,5459.8,211770.0
11666,490036,754295,556,30.72,April 2023,5356.2,207294.26
11667,490036,768200,324,25.28,April 2023,5356.2,106650.25
11668,490036,832301,685,36.0,April 2023,5356.2,547875.0
11669,492001,410218,1138,28.25,April 2023,5356.2,167240.0
11670,492001,496113,328,30.0,May 2023,5459.8,98437.5
11671,493116,764061,353,30.0,May 2023,5459.8,154218.9
11672,493118,441910,338,31.0,April 2023,5356.2,300312.0
11673,493118,484661,347,5.0,May 2023,5459.8,50078.38
11674,493118,494553,489,31.9,May 2023,5459.8,149032.81
11675,493118,496331,396,10.0,April 2023,5356.2,52031.24
11676,493118,754029,504,35.02,May 2023,5459.8,87550.0
11677,493118,754029,529,29.61,May 2023,5459.8,74025.0
11678,493118,754029,529,30.13,April 2023,5356.2,75325.0
11679,493118,754029,529,30.39,April 2023,5356.2,75975.0
11680,493118,754029,529,36.03,April 2023,5356.2,90075.0
11681,493118,781017,1553,949.5,May 2023,5459.8,4999710.94
11682,493118,824101,544,29.32,April 2023,5356.2,73300.0
11683,493118,824101,544,30.52,April 2023,5356.2,228900.0
11684,493118,824101,544,31.38,May 2023,5459.8,235350.0
11685,493118,824101,544,32.44,May 2023,5459.8,162200.0
11686,493118,824101,544,36.27,May 2023,5459.8,272025.0
11687,493118,824101,544,42.2,May 2023,5459.8,105500.0
11688,493118,825301,656,30.12,May 2023,5459.8,100902.0
11689,493195,751017,613,908.7,May 2023,5459.8,4426868.36
11690,493195,765001,413,1764.3,April 2023,5356.2,7230260.19
11691,493195,765015,391,30.0,May 2023,5459.8,431250.0
11692,493195,765029,408,35.0,May 2023,5459.8,191406.25
11693,493195,767046,376,6.0,May 2023,5459.8,25162.5
11694,493195,770040,507,32.7,April 2023,5356.2,189046.88
11695,493195,829119,580,2970.33,April 2023,5356.2,13396663.55
11696,493196,494223,352,25.0,April 2023,5356.2,132812.5
11697,493196,494447,600,30.0,May 2023,5459.8,172031.4
11698,493196,713212,886,4054.26,April 2023,5356.2,11031641.46
11699,493196,754027,546,38.09,May 2023,5459.8,114270.0
11700,493196,754027,546,38.18,April 2023,5356.2,103887.78
11701,493196,754027,546,4097.28,April 2023,5356.2,11148698.88
11702,493196,754029,531,29.65,April 2023,5356.2,74125.0
11703,493196,824101,572,41.93,April 2023,5356.2,419300.0
11704,493331,711302,802,25.03,April 2023,5356.2,157911.94
11705,493331,711302,802,25.2,May 2023,5459.8,159682.72
11706,493331,711302,802,35.06,April 2023,5356.2,221190.28
11707,493331,805110,710,461.3,April 2023,5356.2,946311.28
11708,493331,828124,800,29.9,April 2023,5356.2,71789.9
11709,493332,221104,716,30.0,April 2023,5356.2,213281.25
11710,493332,441401,396,30.0,May 2023,5459.8,203906.25
11711,493332,481990,308,20.0,May 2023,5459.8,194375.0
11712,493332,487221,628,32.0,April 2023,5356.2,230496.0
11713,493332,494222,376,21.0,April 2023,5356.2,111562.5
11714,493332,751001,561,40.0,April 2023,5356.2,967519.4
11715,493332,751024,552,28.02,April 2023,5356.2,78806.25
11716,493332,755026,574,30.14,April 2023,5356.2,643944.12
11717,493332,755026,574,31.51,May 2023,5459.8,112202.38
11718,493332,755026,574,33.96,May 2023,5459.8,241852.94
11719,493332,755026,574,34.83,May 2023,5459.8,372073.23
11720,493332,755026,574,39.74,May 2023,5459.8,141508.18
11721,493332,757043,576,35.0,April 2023,5356.2,820312.5
11722,493332,759127,422,31.77,May 2023,5459.8,173742.19
11723,493332,769042,373,42.0,May 2023,5459.8,270503.52
11724,493332,811106,812,35.0,May 2023,5459.8,229687.5
11725,493332,814146,955,39.0,May 2023,5459.8,975000.0
11726,493332,831016,645,35.53,May 2023,5459.8,293442.15
11727,495663,768106,324,16.0,April 2023,5356.2,89875.0
11728,495663,782002,1678,271.6,May 2023,5459.8,3063987.5
11729,496001,848101,740,1544.0,April 2023,5356.2,7237654.4
11730,500019,600016,687,34.66,April 2023,5356.2,124559.38
11731,500048,412308,545,17.0,May 2023,5459.8,85000.0
11732,500068,400067,738,59.0,April 2023,5356.2,377600.0
11733,501141,586201,302,30.0,April 2023,5356.2,145320.0
11734,501158,410206,650,34.04,May 2023,5459.8,143606.25
11735,501158,410218,650,34.08,April 2023,5356.2,143775.0
11736,501158,411042,472,65.9,May 2023,5459.8,1946109.41
11737,501158,414001,428,34.38,May 2023,5459.8,588220.31
11738,501158,421504,720,30.5,May 2023,5459.8,193560.63
11739,501158,431001,473,5.0,May 2023,5459.8,21093.75
11740,501158,431001,485,34.28,April 2023,5356.2,126407.5
11741,504218,431708,331,14.0,May 2023,5459.8,89689.6
11742,504218,441106,320,17.0,April 2023,5356.2,89518.6
11743,504218,444504,472,13.0,April 2023,5356.2,71500.0
11744,504218,480555,473,20.0,April 2023,5356.2,96564.0
11745,505187,422101,876,1246.1,April 2023,5356.2,2920546.88
11746,506002,508202,303,31.0,April 2023,5356.2,175344.0
11747,506143,400067,846,59.5,April 2023,5356.2,381514.0
11748,508204,442401,656,31.0,May 2023,5459.8,469843.44
11749,508204,502286,349,2.0,April 2023,5356.2,9531.25
11750,508204,504104,452,11.0,May 2023,5459.8,70468.74
11751,508204,504215,309,26.0,May 2023,5459.8,149093.75
11752,508204,504299,405,21.0,April 2023,5356.2,229687.5
11753,508204,505188,320,11.0,April 2023,5356.2,62734.38
11754,508204,505188,320,21.0,May 2023,5459.8,123046.87
11755,508204,516101,549,30.0,April 2023,5356.2,627302.26
11756,508204,517297,472,27.0,April 2023,5356.2,142171.87
11757,508204,518674,344,2.0,April 2023,5356.2,21250.0
11758,508204,523292,303,2.0,April 2023,5356.2,10437.5
11759,508204,531031,443,31.04,May 2023,5459.8,86694.72
11760,508204,531163,534,42.0,April 2023,5356.2,210000.0
11761,508204,533408,389,35.76,May 2023,5459.8,195562.5
11762,508204,535215,570,36.0,April 2023,5356.2,2325375.0
11763,508204,535502,641,28.0,April 2023,5356.2,143500.0
11764,508204,572138,739,34.84,April 2023,5356.2,185087.5
11765,508204,600063,583,35.04,May 2023,5459.8,268274.64
11766,508204,600117,573,25.0,April 2023,5356.2,228515.62
11767,508218,583229,477,5.0,April 2023,5356.2,92968.77
11768,508218,509127,367,21.0,May 2023,5459.8,110171.25
11769,508218,516360,349,37.0,April 2023,5356.2,200701.88
11770,508218,532429,622,31.5,April 2023,5356.2,187405.31
11771,508218,533432,376,21.5,April 2023,5356.2,228948.12
11772,508246,413225,542,15.6,April 2023,5356.2,75562.0
11773,508246,431713,511,30.0,May 2023,5459.8,110154.0
11774,508246,503001,383,27.0,April 2023,5356.2,130360.0
11775,508246,503321,413,31.0,April 2023,5356.2,145313.0
11776,508246,504215,311,12.0,May 2023,5459.8,77812.8
11777,508246,505402,334,30.22,May 2023,5459.8,151100.0
11778,508246,505402,334,34.08,May 2023,5459.8,340800.0
11779,508246,505402,334,39.11,May 2023,5459.8,195550.0
11780,508246,509209,317,4.52,April 2023,5356.2,40609.37
11781,508246,517590,547,36.0,May 2023,5459.8,177187.0
11782,508246,523108,362,1.0,April 2023,5356.2,5469.0
11783,508246,533287,328,34.5,April 2023,5356.2,177890.63
11784,508246,533289,326,31.5,April 2023,5356.2,132890.62
11785,508246,533294,315,17.5,May 2023,5459.8,80391.0
11786,508246,535522,591,32.0,April 2023,5356.2,140000.0
11787,508246,600099,551,1.0,April 2023,5356.2,5781.0
11788,508246,761111,757,36.5,May 2023,5459.8,207023.0
11789,508355,535501,639,35.5,April 2023,5356.2,224648.44
11790,515408,600063,444,1.16,April 2023,5356.2,6162.5
11791,515408,602105,427,0.96,April 2023,5356.2,5400.0
11792,515408,517501,309,35.5,May 2023,5459.8,200930.0
11793,515408,560102,308,31.0,May 2023,5459.8,114049.0
11794,515408,571105,494,31.0,April 2023,5356.2,370546.87
11795,515408,573201,459,18.0,April 2023,5356.2,399375.0
11796,515408,577548,466,10.0,May 2023,5459.8,105450.0
11797,515408,600020,439,29.54,May 2023,5459.8,161546.88
11798,515408,620020,623,45.38,April 2023,5356.2,326877.82
11799,515408,625014,780,26.0,April 2023,5356.2,97500.0
11800,515408,635109,327,16.0,May 2023,5459.8,183500.0
11801,515408,637301,520,39.46,April 2023,5356.2,147975.0
11802,515415,403601,525,1243.1,April 2023,5356.2,6778835.63
11803,515415,524401,393,30.66,April 2023,5356.2,335343.76
11804,515415,560074,303,31.28,April 2023,5356.2,176713.23
11805,515415,560074,303,39.94,May 2023,5459.8,220197.21
11806,515415,562159,343,37.0,April 2023,5356.2,158984.37
11807,515415,571401,379,26.0,May 2023,5459.8,134062.5
11808,515415,571401,379,128.8,April 2023,5356.2,704081.34
11809,515415,575013,614,31.0,May 2023,5459.8,133203.12
11810,515415,600014,424,41.22,May 2023,5459.8,135253.13
11811,516289,571601,472,37.02,May 2023,5459.8,205346.0
11812,516289,600042,349,31.0,April 2023,5356.2,573983.0
11813,516289,600077,319,30.24,May 2023,5459.8,399298.64
11814,516289,602024,305,31.0,April 2023,5356.2,1247255.0
11815,516289,609602,518,16.0,April 2023,5356.2,90499.0
11816,516289,620021,547,35.0,April 2023,5356.2,200704.0
11817,516289,623515,737,26.0,May 2023,5459.8,173467.0
11818,516309,577530,408,38.0,April 2023,5356.2,219687.5
11819,516309,582209,353,30.0,April 2023,5356.2,164062.5
11820,516310,560039,338,25.0,May 2023,5459.8,121093.75
11821,516310,582101,380,35.0,April 2023,5356.2,180468.75
11822,516311,600067,335,30.54,April 2023,5356.2,151081.0
11823,516311,601102,304,39.6,May 2023,5459.8,199547.0
11824,516311,601201,314,34.94,May 2023,5459.8,180159.0
11825,516311,605109,454,25.18,April 2023,5356.2,131802.0
11826,516311,636015,481,31.0,May 2023,5459.8,731407.0
11827,516311,636701,409,35.0,April 2023,5356.2,1853635.0
11828,516311,636808,404,34.38,May 2023,5459.8,177272.0
11829,516311,682036,814,10.0,April 2023,5356.2,62500.0
11830,516311,691523,928,30.0,May 2023,5459.8,384376.0
11831,516433,500075,365,35.07,May 2023,5459.8,164390.62
11832,516433,508116,428,36.0,April 2023,5356.2,213750.0
11833,516433,560001,326,37.9,May 2023,5459.8,183578.12
11834,516433,560049,321,40.76,April 2023,5356.2,229275.0
11835,516433,560074,356,37.89,April 2023,5356.2,204250.78
11836,516433,560099,348,41.58,April 2023,5356.2,233887.5
11837,516433,562123,344,28.0,May 2023,5459.8,189109.51
11838,516433,570016,473,39.81,April 2023,5356.2,211490.62
11839,516433,571301,496,32.0,April 2023,5356.2,190000.0
11840,516433,572107,371,36.02,May 2023,5459.8,202612.5
11841,516433,575011,675,6.0,April 2023,5356.2,31875.0
11842,517001,530040,882,35.0,April 2023,5356.2,399224.0
11843,517501,639001,428,35.38,April 2023,5356.2,121618.75
11844,518123,517416,317,38.9,April 2023,5356.2,194500.0
11845,518123,524126,310,5.0,April 2023,5356.2,130937.51
11846,518123,524126,310,23.5,May 2023,5459.8,150914.06
11847,518123,574253,589,32.0,April 2023,5356.2,153600.0
11848,518123,577533,369,1.0,May 2023,5459.8,223300.0
11849,518123,603107,422,29.32,April 2023,5356.2,117280.0
11850,518123,603107,422,31.38,May 2023,5459.8,240057.0
11851,518123,603107,422,34.28,April 2023,5356.2,137120.0
11852,518123,636115,514,2.74,April 2023,5356.2,12056.0
11853,518123,636115,514,25.74,May 2023,5459.8,104247.0
11854,518124,600026,412,,April 2023,5356.2,237534.38
11855,518124,502032,310,20.0,April 2023,5356.2,80612.4
11856,518124,517590,335,5.14,April 2023,5356.2,24093.75
11857,518124,517590,335,29.94,April 2023,5356.2,140343.75
11858,518124,560064,320,10.0,May 2023,5459.8,88810.95
11859,518124,560081,370,21.0,April 2023,5356.2,275911.14
11860,518124,562149,316,40.12,April 2023,5356.2,156718.75
11861,518124,580008,404,30.0,April 2023,5356.2,187500.0
11862,518124,605755,457,35.0,April 2023,5356.2,171500.35
11863,518124,606603,416,20.0,May 2023,5459.8,113625.0
11864,518124,632202,329,30.0,May 2023,5459.8,216815.1
11865,518124,635002,417,3.0,May 2023,5459.8,13918.63
11866,518124,641035,690,33.42,May 2023,5459.8,127935.77
11867,518206,603204,473,,May 2023,5459.8,218025.0
11868,518206,577001,364,23.0,May 2023,5459.8,106015.62
11869,518220,524121,379,15.0,April 2023,5356.2,73828.0
11870,518220,575001,640,1.0,May 2023,5459.8,6094.0
