start_pin,destination_pin,bharat_sir_eway_data_apr23_may23_020424.origin_from_state,bharat_sir_eway_data_apr23_may23_020424.destination_from_state,bharat_sir_eway_data_apr23_may23_020424.rtn_period,travel_distance,bharat_sir_eway_data_apr23_may23_020424.transport_mode,bharat_sir_eway_data_apr23_may23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_apr23_may23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_apr23_may23_020424.total_tax,bharat_sir_eway_data_apr23_may23_020424.ewbs_count,bharat_sir_eway_data_apr23_may23_020424.supplier_gstin_cnt,Cost pre Km per TON,Average(Cost/KM/TON)
365560,392130,24,24,202304,458,1,@2523,29.29,MTS,29.29,707536.86,198110.36,4,1,52.74292611,
370511,360110,24,24,202305,372,1,@2523,25,MTS,25,311719,87281.32,2,1,33.51817204,
370511,361170,24,24,202305,452,1,@2523,36.88,MTS,36.88,584316,163608,3,1,35.05245426,
370511,362560,24,24,202305,573,1,@2523,10,MTS,10,361090,101106,6,1,63.01745201,
370511,363642,24,24,202304,320,1,@2523,30,MTS,30,7921172,2217921,48,2,825.1220833,
370511,382210,24,24,202304,483,1,@2523,12,MTS,12,267186,0,3,1,46.09834369,
370511,382210,24,24,202305,483,1,@2523,30,MTS,30,4317910,1056301.2,25,2,297.9924086,
370511,382210,24,24,202304,483,1,@2523,36.89,MTS,36.89,216152.53,60522.72,1,1,12.13122163,
370511,382424,24,24,202304,497,1,@2523,36.97,MTS,36.97,210844,59036,1,1,11.47507169,
370511,382425,24,24,202305,497,1,@2523,30,MTS,30,339843.9,95156.3,2,1,22.79301811,
370511,385555,24,24,202305,419,1,@2523,17,MTS,17,107843.75,30196.26,1,1,15.1402148,
370511,394305,24,24,202305,742,1,@2523,41,MTS,41,486875,136325,2,1,16.00404313,
382481,361140,24,24,202305,340,1,@2523,585,BAG,29.25,1199250,335790,5,1,120.5882353,
382721,380025,24,24,202305,500,1,@2523,29.09,MTS,29.09,0,0,1,1,0,
390021,365560,24,24,202305,344,1,@2523,0.15,MTS,0.15,1028.91,288.1,1,1,19.94011628,
400707,394185,23,24,202305,323,1,@2523,540,BAG,27,299700,83916,1,1,34.36532508,
401209,560053,27,29,202304,1035,1,@2523,470,BAG,23.5,178600,50008,1,1,7.342995169,
412219,425409,27,27,202304,427,1,@2523,30,MTS,30,164062.5,45937.5,1,1,12.80737705,
412219,431112,27,27,202305,311,1,@2523,35,MTS,35,980000,0,7,1,90.03215434,
413215,422003,27,27,202304,475,1,@2523,600,BAG,30,159375,44625,1,1,11.18421053,
413215,422401,27,27,202305,407,2,@2523,1237.1,TON,1237.1,3834058.67,0,1,1,7.614818182,
413215,431008,27,27,202305,347,1,@2523,29.69,TON,29.69,153089.06,42864.94,1,1,14.85950984,
413228,410206,27,27,202305,388,1,@2523,34.46,TON,34.46,203590,0,1,1,15.22682806,
413228,431001,27,27,202305,330,1,@2523,20,MTS,20,243750,68250,3,1,36.93181818,
416219,422003,27,27,202305,511,1,@2523,250,BAG,12.5,62695,17554.6,1,1,9.815264188,
424001,402104,27,27,202304,430,1,@2523,29.75,MTS,29.75,181289.06,50760.94,1,1,14.17151143,
425309,391350,27,24,202305,475,1,@2523,32,MTS,32,131520,36825.6,1,1,8.652631579,
431515,394305,27,24,202304,630,1,@2523,35,MTS,35,568750,159250,4,1,25.79365079,
431515,424101,27,27,202305,312,1,@2523,30,MTS,30,131250,36750,1,1,14.0224359,
441108,483773,99,23,202305,453,1,@2523,41.35,TON,41.35,1067023,0,3,1,56.96394586,
441204,395010,27,24,202305,794,1,@2523,1777,BAG,88.85,495783,138819.24,1,1,7.027707809,
441601,411004,27,27,202305,913,1,@2523,700,BAG,35,1113980,311914,7,1,34.86089814,
442908,413512,27,27,202304,435,1,@2523,31,TON,31,0,0,1,1,0,
442908,425401,27,27,202305,663,1,@2523,34.52,TON,34.52,164509.38,46062.62,1,1,7.187971561,
442908,431510,27,27,202304,405,1,@2523,32,MTS,32,180000,50400,1,1,13.88888889,
442908,431513,27,27,202305,355,1,@2523,38.53,MTS,38.53,192650,53942,1,1,14.08450704,
442908,431708,27,27,202305,325,1,@2523,31.28,MTS,31.28,166175,46529,1,1,16.34615385,
442908,444511,27,27,202305,472,1,@2523,43,TON,43,241875,67725,1,1,11.91737288,
442908,444602,27,27,202304,346,1,@2523,30.5,TON,30.5,142968.74,40031.26,1,1,13.54768691,
442908,444706,27,27,202304,388,1,@2523,30,MTS,30,154687.5,43312.5,1,1,13.28930412,
442916,431001,27,27,202304,548,1,@2523,29.85,MTS,29.85,151582.04,42442.96,1,1,9.266651995,
442916,431101,27,27,202305,588,1,@2523,15,MTS,15,87890.62,24609.38,1,1,9.964922902,
442916,441902,27,27,202304,334,1,@2523,31,MTS,31,1932656.18,541143.82,13,1,186.6579274,
442917,414701,27,27,202305,850,1,@2523,30.1,MTS,30.1,338625,94815,2,1,13.23529412,
442917,422402,27,27,202304,884,1,@2523,40.12,MTS,40.12,225675,63189,1,1,6.363122172,
442917,443201,27,27,202305,525,1,@2523,32,MTS,32,555000,155400,3,1,33.03571429,
454446,312623,23,8,202305,309,1,@2523,300,BAG,15,118362,33141.36,2,1,25.53656958,
454446,393001,23,24,202305,309,1,@2523,41.7,MTS,41.7,235865.63,66042.38,1,1,18.30501657,
454446,393001,23,24,202305,322,1,@2523,41.12,MTS,41.12,213310,59726.8,1,1,16.11024845,
454446,394270,23,24,202305,451,1,@2523,34.96,MTS,34.96,210306.42,58885.8,1,1,13.33842542,
454446,394601,23,24,202305,394,1,@2523,31,MTS,31,182609.38,51130.63,1,1,14.95082528,
454446,395007,23,24,202305,433,1,@2523,42.21,MTS,42.21,257217.19,72020.82,1,1,14.07332577,
454446,396235,23,26,202304,500,1,@2523,25,MTS,25,141406.25,39593.75,1,1,11.3125,
454446,458880,23,23,202305,353,1,@2523,25,MTS,25,136718.74,38281.24,1,1,15.4922085,
454446,461001,23,23,202304,400,1,@2523,22.66,MTS,22.66,118611.05,33211.1,1,1,13.08594991,
454446,462001,23,23,202304,322,1,@2523,10,MTS,10,163101.6,45668.46,3,1,50.65267081,
454446,462001,23,23,202305,322,1,@2523,13,MTS,13,567086.52,158784.28,9,1,135.4721739,
454446,462120,23,23,202305,373,1,@2523,36,MTS,36,1008563.4,282397.8,6,1,75.10898123,
454446,465677,23,23,202305,345,1,@2523,11,MTS,11,340312.61,95287.58,5,1,89.67394203,
454446,465679,23,23,202305,361,1,@2523,35,MTS,35,169531.25,47468.76,1,1,13.41759003,
454446,473287,23,23,202304,360,1,@2523,11,MTS,11,124781.36,34938.8,2,1,31.51044444,
458470,151001,23,3,202304,912,2,@2523,4010.05,MTS,4010.05,10911346.05,3055176.9,1,1,2.983552632,
458470,247667,23,5,202304,861,1,@2523,3931.95,MTS,3931.95,823810368.2,230666903.4,77,1,243.3414634,
458470,282006,23,9,202304,611,2,@2523,279.4,MTS,279.4,14406160.14,4033724.92,10,1,84.38798677,
458470,474010,23,23,202304,646,2,@2523,778.8,MTS,778.8,7306327.78,0,2,1,14.52247679,
470661,465227,23,23,202304,367,1,@2523,16,TON,16,88750,24850,1,1,15.11410082,
470661,466331,23,23,202304,340,1,@2523,36,TON,36,2136464,598206,11,1,174.5477124,
475001,454552,23,23,202305,584,1,@2523,5,TON,5,83828.12,23471.88,3,1,28.70826027,
475001,457119,23,23,202304,560,1,@2523,30,TON,30,327187.48,91612.52,2,1,19.47544524,
483880,208001,23,9,202305,418,2,@2523,651,TON,651,3703841.06,1037075.5,2,1,13.61115788,
483880,221405,23,9,202305,332,2,@2523,195,TON,195,1137493.5,318498.18,1,1,17.57018072,
483880,227409,23,9,202304,381,2,@2523,684.03,TON,684.03,4284910.3,1199774.88,2,1,16.44150655,
483880,462026,23,23,202304,436,1,@2523,10,TON,10,44531.24,12468.76,1,1,10.21358716,
485005,209801,23,9,202305,342,2,@2523,326.5,TON,326.5,1183729.02,331444.13,1,1,10.60090648,
485005,209859,23,9,202305,306,1,@2523,28.28,TON,28.28,144935,40581.8,1,1,16.74836601,
485005,229001,23,9,202305,301,1,@2523,40.74,TON,40.74,154323.12,43210.47,1,1,12.58471761,
485005,229001,23,9,202305,301,1,@2523,41.82,TON,41.82,2693040.72,754051.32,17,1,213.9401993,
485005,229303,23,9,202304,315,2,@2523,4034.06,TON,4034.06,15906298.58,4453763.6,1,1,12.51746032,
485111,209101,23,9,202305,382,1,@2523,10,MTS,10,62812.5,17587.5,1,1,16.44306283,
485111,209801,23,9,202305,355,1,@2523,31,MTS,31,2359875,660765,16,2,214.4366197,
485111,222202,23,9,202305,311,1,@2523,28.84,MTS,28.84,247843.46,69396.16,2,1,27.63260432,
485111,222202,23,9,202304,311,1,@2523,40.01,MTS,40.01,171918.17,48137.08,1,1,13.8163345,
485111,222202,23,9,202304,311,1,@2523,41.52,MTS,41.52,360056.46,100815.8,2,1,27.88385871,
485111,224159,23,9,202304,334,1,@2523,23.5,MTS,23.5,1118306.25,313125.75,9,2,142.4775449,
485111,233001,23,9,202305,338,1,@2523,34,MTS,34,554200,155176,3,2,48.22485207,
485111,263153,23,5,202304,724,2,@2523,62.9,MTS,62.9,1333480,373374.4,4,1,29.28176796,
485111,271001,23,9,202305,427,2,@2523,263.6,MTS,263.6,1021450,286006,1,1,9.074941452,
485111,275102,23,9,202304,422,2,@2523,489.2,MTS,489.2,5320050,1489614,2,1,25.77014218,
485111,277001,23,9,202305,430,1,@2523,21,MTS,21,109462.5,30649.5,1,1,12.12209302,
485111,470004,23,23,202305,322,1,@2523,35,MTS,35,1688400,0,9,1,149.8136646,
485111,803201,23,10,202304,550,1,@2523,42.14,MTS,42.14,172774,48376.72,1,1,7.454545455,
485111,821108,23,10,202305,375,1,@2523,28.86,MTS,28.86,184884.38,51767.62,1,1,17.0833338,
485111,821108,23,10,202305,375,1,@2523,29.9,MTS,29.9,191546.88,53633.12,1,1,17.08333378,
485111,821108,23,10,202304,375,1,@2523,42.7,MTS,42.7,273546.88,76593.12,1,1,17.08333365,
485111,824101,23,10,202304,420,1,@2523,28.96,MTS,28.96,185525,51947,1,1,15.25297619,
485111,846004,23,10,202304,632,2,@2523,430.3,MTS,430.3,1963243.75,549708.25,1,1,7.21914557,
485771,222165,23,9,202304,301,1,@2523,20,MTS,20,111875,31325,1,1,18.58388704,
485771,224153,23,9,202305,400,1,@2523,840,BAG,42,159465.6,44650.37,1,1,9.492,
485771,229301,23,9,202304,352,1,@2523,26.62,MTS,26.62,106479.6,29814.4,1,1,11.36359368,
485771,229301,23,9,202304,352,1,@2523,30.4,MTS,30.4,121600,34048,1,1,11.36363636,
485771,232104,23,9,202304,325,1,@2523,35.02,MTS,35.02,280159.2,78444.8,2,1,24.61531433,
485771,232104,23,9,202304,325,1,@2523,37.38,MTS,37.38,149520.4,41865.6,1,1,12.30772523,
485771,274304,23,9,202304,570,1,@2523,16.46,MTS,16.46,65839.8,18435.2,1,1,7.017522543,
485771,284501,23,9,202305,383,1,@2523,36,MTS,36,550868.64,154243.36,4,1,39.95275892,
485771,470113,23,23,202305,338,1,@2523,15,MTS,15,74765.62,20934.38,1,1,14.74667061,
485771,802222,23,10,202304,459,1,@2523,35,MTS,35,226953.12,63546.88,1,1,14.12717834,
485772,224122,23,9,202305,402,1,@2523,36,MTS,36,205312.68,57487.56,1,1,14.18689055,
485772,226009,23,9,202304,442,2,@2523,982.5,MTS,982.5,4982670.15,1395147.65,1,1,11.4738009,
485773,229001,23,9,202305,350,1,@2523,37.13,MTS,37.13,155837.99,43634.64,1,1,11.99168866,
485773,229001,23,9,202304,353,1,@2523,29.49,MTS,29.49,128437.66,35962.54,1,1,12.33794718,
485773,455118,23,23,202304,572,1,@2523,20,MTS,20,181250,50750,2,1,15.84353147,
485773,455459,23,23,202305,572,1,@2523,20,MTS,20,89062.5,24937.5,1,1,7.785183566,
485773,480441,23,23,202305,381,1,@2523,35,MTS,35,101125.85,0,1,1,7.583490814,
486450,208022,23,9,202305,485,1,@2523,33.97,MTS,33.97,192142.81,53799.99,1,1,11.66237098,
486450,209868,23,9,202305,538,1,@2523,33.21,MTS,33.21,187844.06,52596.34,1,1,10.5134757,
486450,226301,23,9,202304,553,1,@2523,40.25,MTS,40.25,177351.56,49658.44,1,1,7.967902238,
486450,271865,23,9,202305,714,2,@2523,790.8,MTS,790.8,8319184.37,2329371.63,2,1,14.73383754,
486450,273163,23,9,202304,516,1,@2523,29.75,MTS,29.75,141777.49,39697.7,1,1,9.235716891,
486450,277001,23,9,202304,409,1,@2523,34,MTS,34,597656.76,167343.9,3,1,42.97833741,
486450,487221,23,23,202305,332,1,@2523,29.89,MTS,29.89,151785.31,42499.9,1,1,15.29557272,
488001,487001,23,23,202305,359,1,@2523,7.5,MTS,7.5,129257.86,36192.24,3,1,48.00663324,
488441,209859,23,9,202305,317,1,@2523,39.81,TON,39.81,214600.78,60088.22,1,1,17.00512608,
488441,209859,23,9,202305,317,1,@2523,41.73,TON,41.73,218430.47,61160.53,1,1,16.51222407,
488441,221505,23,9,202304,339,1,@2523,42,TON,42,231656.25,64863.75,1,1,16.27028024,
488441,242221,23,9,202304,497,1,@2523,33.57,TON,33.57,190404.84,53313.36,1,1,11.41222312,
488441,466115,23,23,202304,401,1,@2523,44.88,TON,44.88,222296.24,62242.96,1,1,12.35193211,
488441,474001,23,23,202305,339,1,@2523,30,TON,30,157031.24,43968.76,1,1,15.44063324,
488441,476001,23,23,202305,397,1,@2523,42,TON,42,1406114.1,0,5,1,84.32974091,
490024,764044,22,21,202304,471,1,@2523,26,TON,26,129593.75,36286.25,1,1,10.58253715,
490024,822101,22,20,202305,558,1,@2523,30,TON,30,211548.15,59233.47,3,1,12.63728495,
490036,835217,20,20,202304,673,1,@2523,700,BAG,35,226953.1,63546.86,1,1,9.635028656,
490036,768203,21,21,202305,356,1,@2523,560,BAG,28,130000,36400,1,1,13.04173355,
490036,442919,22,27,202305,358,1,@2523,22.5,MTS,22.5,232382.81,65067.18,2,1,28.84951086,
490036,444702,22,27,202305,574,1,@2523,15,MTS,15,479296.85,134203.1,6,1,55.66746225,
490036,480441,22,27,202305,415,1,@2523,30,MTS,30,498750,139650,4,1,40.06024096,
490036,723147,22,19,202305,764,1,@2523,26.28,MTS,26.28,84753,23730.84,1,1,4.221204188,
490036,754295,22,21,202304,556,1,@2523,30.66,MTS,30.66,210017.32,58804.85,3,1,12.31992801,
490036,768200,22,21,202304,324,1,@2523,33.26,MTS,33.26,561263.88,157153.88,4,1,52.08346139,
490036,770031,22,21,202305,532,1,@2523,29.6,MTS,29.6,94128,26355.84,1,1,5.977443609,
490042,757086,21,21,202304,643,1,@2523,240,BAG,12,54374.4,15224.84,1,1,7.046967341,
491888,494001,22,22,202305,411,1,@2523,600,BAG,30,407812.5,114187.5,3,1,33.07481752,
492001,410218,22,27,202304,1138,1,@2523,600,BAG,30,355200,99456,2,1,10.40421793,
492001,443106,22,27,202305,674,1,@2523,605,BAG,30.25,1052700,294756,6,1,51.63204748,
492001,470775,22,23,202304,502,1,@2523,300,BAG,15,92812.5,25987.5,2,1,12.32569721,
492001,497001,22,22,202304,338,1,@2523,35,MTS,35,550156.25,154038,5,1,46.50517751,
493116,494001,22,22,202304,354,1,@2523,20,MTS,20,786250.4,220150.16,8,1,111.0523164,
493118,481001,22,23,202305,332,1,@2523,15,MTS,15,398906,111693.68,7,1,80.10160643,
493118,497223,22,22,202304,339,1,@2523,35,MTS,35,351640.75,98459.42,2,1,29.63680995,
493118,722122,22,19,202305,798,1,@2523,33.07,MTS,33.07,110784.5,31019.66,1,1,4.197994987,
493118,768212,22,21,202304,301,1,@2523,32.17,TON,32.17,123150.78,34482.22,1,1,12.71802313,
493118,824101,22,10,202305,544,1,@2523,30.49,MTS,30.49,228675,64029,3,1,13.78676471,
493118,824101,22,10,202305,544,1,@2523,32.71,MTS,32.71,81775,22897,1,1,4.595588235,
493118,824101,22,10,202305,544,1,@2523,34.35,MTS,34.35,171750,48090,2,1,9.191176471,
493118,824101,22,10,202305,544,1,@2523,36.16,MTS,36.16,90400,25312,1,1,4.595588235,
493118,824101,22,10,202305,544,1,@2523,36.2,MTS,36.2,362000,101360,4,1,18.38235294,
