start_pin,destination_pin,bharat_sir_eway_data_apr23_may23_020424.origin_from_state,bharat_sir_eway_data_apr23_may23_020424.destination_from_state,bharat_sir_eway_data_apr23_may23_020424.rtn_period,travel_distance,bharat_sir_eway_data_apr23_may23_020424.transport_mode,bharat_sir_eway_data_apr23_may23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_apr23_may23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_apr23_may23_020424.total_tax,bharat_sir_eway_data_apr23_may23_020424.ewbs_count,bharat_sir_eway_data_apr23_may23_020424.supplier_gstin_cnt,Cost pre Km per TON,Average(Cost/KM/TON)
516311,601201,37,33,202305,314,1,@2523,34.94,TON,34.94,180159,50445,1,1,16.42114416,
516311,605109,37,33,202304,454,1,@2523,25.18,TON,25.18,131802,36904,1,1,11.52949862,
516311,636015,37,33,202305,481,1,@2523,31,TON,31,731407,204793,4,1,49.0515056,
516311,636701,37,33,202304,409,1,@2523,35,TON,35,1853635,519017.8,11,1,129.4889976,
516311,636808,37,33,202305,404,1,@2523,34.38,TON,34.38,177272,49636,1,1,12.76300405,
516311,682036,37,32,202304,814,1,@2523,10,TON,10,62500,17500,1,1,7.678132678,
516311,691523,37,32,202305,928,1,@2523,30,TON,30,384376,107626,2,1,13.8066092,
516433,500075,37,36,202305,365,1,@2523,35.07,MTS,35.07,164390.62,46029.38,1,1,12.84246536,
516433,508116,37,36,202304,428,1,@2523,36,MTS,36,213750,59850,1,1,13.87266355,
516433,560001,37,29,202305,326,1,@2523,37.9,MTS,37.9,183578.12,51401.88,1,1,14.85812843,
516433,560049,37,29,202304,321,1,@2523,40.76,MTS,40.76,229275,64197,1,1,17.52336449,
516433,560074,37,29,202304,356,1,@2523,37.89,MTS,37.89,204250.78,57190.22,1,1,15.14220496,
516433,560099,37,29,202304,348,1,@2523,41.58,MTS,41.58,233887.5,65488.5,1,1,16.1637931,
516433,562123,37,29,202305,344,1,@2523,28,MTS,28,189109.51,52950.66,1,1,19.63346242,
516433,570016,37,29,202304,473,1,@2523,39.81,MTS,39.81,211490.62,59217.38,1,1,11.23150079,
516433,571301,37,29,202304,496,1,@2523,32,MTS,32,190000,53200,1,1,11.97076613,
516433,572107,37,29,202305,371,1,@2523,36.02,MTS,36.02,202612.5,56731.5,1,1,15.16172507,
516433,575011,37,29,202304,675,1,@2523,6,MTS,6,31875,8925,1,1,7.87037037,
517001,530040,37,37,202304,882,1,@2523,700,bag,35,399224,111782.72,2,1,12.9324263,
517501,639001,37,33,202304,428,1,@2523,35.38,TON,35.38,121618.75,34053.25,1,1,8.031542056,
518123,517416,37,37,202304,317,1,@2523,38.9,MTS,38.9,194500,54460,1,1,15.77287066,
518123,524126,37,37,202304,310,1,@2523,5,MTS,5,130937.51,36662.52,5,1,84.4758129,
518123,524126,37,37,202305,310,1,@2523,23.5,MTS,23.5,150914.06,42255.94,1,1,20.71572546,
518123,574253,37,29,202304,589,1,@2523,32,MTS,32,153600,43008,1,1,8.149405772,
518123,577533,37,29,202305,369,1,@2523,1,MTS,1,223300,62524,59,1,605.1490515,
518123,603107,37,33,202304,422,1,@2523,29.32,MTS,29.32,117280,32838.4,1,1,9.478672986,
518123,603107,37,33,202305,422,1,@2523,31.38,MTS,31.38,240057,67215.96,2,1,18.12796209,
518123,603107,37,33,202304,422,1,@2523,34.28,MTS,34.28,137120,38393.6,1,1,9.478672986,
518123,636115,37,33,202304,514,1,@2523,2.74,MTS,2.74,12056,3375.68,1,1,8.560311284,
518123,636115,37,33,202305,514,1,@2523,25.74,MTS,25.74,104247,29189.16,1,1,7.879377432,
518124,600026,33,33,202304,412,1,@2523,38.98,   ,,237534.38,66509.62,1,1,,
518124,502032,37,36,202304,310,1,@2523,20,MTS,20,80612.4,22571.47,1,1,13.002,
518124,517590,37,37,202304,335,1,@2523,5.14,MTS,5.14,24093.75,6746.26,1,1,13.99253731,
518124,517590,37,37,202304,335,1,@2523,29.94,MTS,29.94,140343.75,39296.26,1,1,13.99253731,
518124,560064,37,29,202305,320,1,@2523,10,MTS,10,88810.95,24867.07,2,1,27.75342188,
518124,560081,37,29,202304,370,1,@2523,21,MTS,21,275911.14,77255.13,3,1,35.50979923,
518124,562149,37,29,202304,316,1,@2523,40.12,MTS,40.12,156718.75,43881.25,1,1,12.36155063,
518124,580008,37,29,202304,404,1,@2523,30,MTS,30,187500,52500,1,1,15.47029703,
518124,605755,37,33,202304,457,1,@2523,35,MTS,35,171500.35,48020.1,1,1,10.72212254,
518124,606603,37,33,202305,416,1,@2523,20,MTS,20,113625,31815,1,1,13.65685096,
518124,632202,37,33,202305,329,1,@2523,30,MTS,30,216815.1,60708.22,2,1,21.96708207,
518124,635002,37,33,202305,417,1,@2523,3,MTS,3,13918.63,3897.22,1,1,11.1260032,
518124,641035,37,33,202305,690,1,@2523,33.42,MTS,33.42,127935.77,35822.02,1,1,5.547999983,
518206,603204,33,33,202305,473,1,@2523,38.76,   ,,218025,61047,1,1,,
518206,577001,37,29,202305,364,1,@2523,23,MTS,23,106015.62,29684.37,1,1,12.66311753,
518220,524121,37,37,202304,379,1,@2523,15,MTS,15,73828,20672,1,1,12.98645558,
518220,575001,37,29,202305,640,1,@2523,1,MTS,1,6094,1706,1,1,9.521875,
518220,580007,37,29,202305,378,1,@2523,36,MTS,36,370378,103706,3,1,27.21766608,
518220,604407,37,33,202305,412,1,@2523,9,MTS,9,48797,13663,1,1,13.15992449,
518220,635204,37,33,202304,417,1,@2523,36,MTS,36,195187,54653,1,1,13.00206501,
518220,636302,37,33,202304,511,1,@2523,36,MTS,36,412874,115606,2,1,22.44368341,
518220,670597,37,32,202305,645,1,@2523,36,MTS,36,202500,56700,1,1,8.720930233,
518220,671121,37,32,202304,669,1,@2523,36,MTS,36,202500,56700,1,1,8.408071749,
518508,517001,37,37,202305,317,1,@2523,30.14,MTS,30.14,141281.24,39558.76,1,1,14.7870652,
518508,517416,37,37,202304,344,1,@2523,31,MTS,31,186496,52218.88,1,1,17.48837209,
518508,524415,37,37,202305,333,1,@2523,32,MTS,32,135000,37800,1,1,12.66891892,
518508,534275,37,37,202305,443,1,@2523,30,MTS,30,178140,49879.2,1,1,13.40406321,
518508,572138,37,29,202304,389,1,@2523,39.38,MTS,39.38,203053.12,56854.88,1,1,13.25514106,
518508,577182,37,27,202305,470,1,@2523,35.36,MTS,35.36,190612.5,53371.5,1,1,11.46941489,
518508,582101,37,29,202304,384,1,@2523,30.36,MTS,30.36,156543.75,43832.25,1,1,13.42773438,
518508,605103,37,33,202305,504,1,@2523,5,MTS,5,32030,8968.4,1,1,12.71031746,
518508,605602,37,33,202304,497,1,@2523,36.1,MTS,36.1,188960.94,52909.06,1,1,10.53194179,
518508,678621,37,32,202304,794,1,@2523,30.88,MTS,30.88,111168,31127.04,1,1,4.534005038,
521175,505402,37,36,202304,337,1,@2523,35.22,MTS,35.22,187106.25,52389.75,1,1,15.76409496,
521175,530012,37,37,202304,455,1,@2523,41,MTS,41,6809774.05,0,37,1,365.0374725,
521175,530026,37,37,202304,456,1,@2523,29.78,MTS,29.78,172165.63,48206.38,1,1,12.67818019,
521175,530048,37,37,202305,487,1,@2523,29.88,MTS,29.88,150613.13,0,1,1,10.35030815,
521175,532222,37,37,202305,652,1,@2523,32,MTS,32,851000,238280,4,1,40.78796012,
521175,751019,37,21,202304,888,1,@2523,26,MTS,26,318900.4,89292.12,2,1,13.81238739,
521175,760002,37,21,202304,730,1,@2523,31,MTS,31,3681734.84,1030885.76,22,1,162.6926575,
521457,413512,27,27,202305,512,1,@2523,30,MTS,30,99375,27825,1,1,6.469726563,
521457,494001,37,22,202305,404,1,@2523,6,MTS,6,45937.5,12862.5,2,1,18.95111386,
521457,517416,37,37,202304,589,1,@2523,6,MTS,6,39376,11025,1,1,11.14204867,
521457,533408,37,37,202304,362,1,@2523,26,MTS,26,152344,42656,1,1,16.18614535,
521457,535501,37,37,202305,612,1,@2523,6,MTS,6,36094,10106,1,1,9.829520697,
521457,600019,37,33,202304,532,1,@2523,29.92,MTS,29.92,156564,43838,1,1,9.83600378,
521457,631004,37,33,202304,555,2,@2523,30.66,MTS,30.66,1208806.34,338464,7,1,71.03814225,
522414,501141,37,36,202304,329,1,@2523,27,TON,27,142593.75,39926.25,1,1,16.05243161,
522414,505327,37,36,202304,444,1,@2523,35.39,MTS,35.39,176950,49546,1,1,11.26126126,
522414,507136,37,36,202305,450,1,@2523,32,MTS,32,285000.32,79800.08,2,1,19.79168889,
522414,524131,37,37,202304,336,1,@2523,34.54,MTS,34.54,156509.38,43822.62,1,1,13.48586353,
522414,600014,37,33,202305,455,1,@2523,39.52,MTS,39.52,135850,38038,1,1,7.554945055,
522421,413531,37,27,202304,489,1,@2523,36,MTS,36,292500,81900,2,1,16.61554192,
522421,506142,37,36,202305,328,1,@2523,30.88,MTS,30.88,173700,48636,1,1,17.14939024,
522421,509219,37,36,202304,342,1,@2523,20,MTS,20,109375,30625,1,1,15.99049708,
522421,516101,37,37,202304,454,1,@2523,2,MTS,2,11093.76,3106.26,1,1,12.21779736,
522421,517520,37,37,202304,428,1,@2523,1,MTS,1,11250,3150,2,1,26.28504673,
522421,533401,37,37,202305,420,1,@2523,32,MTS,32,185000,51800,1,1,13.76488095,
522426,524137,37,37,202304,301,1,@2523,17,MTS,17,1132892,317211,11,1,221.397694,
522437,494111,37,22,202305,398,1,@2523,33,TON,33,105892.87,29650,1,1,8.062499619,
522437,516115,37,37,202304,377,1,@2523,10,TON,10,58593.75,16406.26,1,1,15.54210875,
522437,518134,37,37,202304,321,1,@2523,31,TON,31,181640.62,50859.38,1,1,18.25350417,
522437,530035,37,37,202305,504,1,@2523,36,TON,36,466875,130725,2,1,25.73164683,
522437,531031,37,37,202304,463,1,@2523,35.92,TON,35.92,736965.9,206350.44,5,1,44.31288994,
522437,533216,37,37,202305,315,1,@2523,16,TON,16,196250,54950,2,1,38.93849206,
522437,600052,37,33,202305,418,1,@2523,45.06,TON,45.06,225300,63084,1,1,11.96172249,
522437,600056,37,33,202304,440,1,@2523,44.3,TON,44.3,235343.75,65896.25,1,1,12.07386364,
522437,601102,37,33,202304,410,1,@2523,34.32,TON,34.32,171600,48048,1,1,12.19512195,
522437,764061,37,21,202305,543,1,@2523,35.38,TON,35.38,199012.5,55723.5,1,1,10.35911602,
522614,517214,37,37,202305,453,1,@2523,30,BAG,1.5,110156.24,30843.76,1,1,162.1136718,
522614,524126,37,37,202304,328,1,@2523,6,BAG,0.3,70312.5,19687.5,3,1,714.5579268,
522614,535240,37,37,202304,544,1,@2523,35.64,MTS,35.64,146124,0,1,1,7.536764706,
522614,600052,37,33,202304,418,1,@2523,6,BAG,0.3,27656.25,7743.75,1,1,220.5442584,
522614,631001,37,33,202304,455,1,@2523,25,BAG,1.25,123046.87,34453.13,1,1,216.3461451,
524126,531021,37,37,202304,718,1,@2523,640,BAG,32,200000,56000,1,1,8.704735376,
531055,760002,37,21,202304,324,1,@2523,31,MTS,31,280777.54,78617.72,2,1,27.95475309,
531055,762021,37,21,202305,378,1,@2523,5,MTS,5,49376,13825.28,2,1,26.12486772,
560029,500056,29,36,202304,591,1,@2523,980,BAG,49,281260,78752.8,1,1,9.712351946,
560043,577217,29,29,202304,316,1,@2523,31,MTS,31,169531.25,47468.76,1,1,17.30617089,
560068,560069,29,29,202305,1916,1,@2523,5,MTS,5,219492.18,61457.8,7,2,22.91150104,
561213,600044,29,33,202304,339,1,@2523,40.3,TON,40.3,190574.92,53360.98,1,1,13.94957582,
583115,576103,29,29,202304,416,1,@2523,16,MTS,16,91250,25550,1,1,13.7094351,
583115,670662,29,32,202304,640,2,@2523,128,TON,128,538161.54,150685.23,1,1,6.569354736,
583228,403503,29,30,202304,317,1,@2523,35.6,MTS,35.6,205812.5,57627.5,1,1,18.2373817,
583228,403601,29,30,202304,306,2,@2523,392.4,MTS,392.4,8162583.15,2285523.29,4,1,67.97937903,
583228,574106,29,29,202304,415,1,@2523,33,MTS,33,389812.5,109147.52,2,1,28.46385542,
583275,571606,29,29,202304,402,1,@2523,4,MTS,4,25312,7087.36,1,1,15.74129353,
583275,577125,29,29,202304,321,1,@2523,26,MTS,26,160472,44932.16,1,1,19.22741433,
583275,670701,29,32,202305,564,1,@2523,36,MTS,36,1112653.11,311542.89,6,1,54.79970006,
585211,410507,29,27,202304,474,1,@2523,28.7,MTS,28.7,336328.13,94171.88,2,1,24.72310163,
585211,410507,29,27,202304,474,1,@2523,34.1,MTS,34.1,202468.75,56691.25,1,1,12.52637131,
585211,411018,29,27,202304,474,1,@2523,34.86,MTS,34.86,206984.74,57955.73,1,1,12.52658252,
585211,414005,29,27,202304,444,2,@2523,1617.5,MTS,1617.5,12422400,3478272,2,1,17.2972973,
585211,415608,29,27,202305,503,1,@2523,30.26,MTS,30.26,177304.84,49645.36,1,1,11.64886688,
585211,415639,29,27,202305,478,1,@2523,34.7,MTS,34.7,208742.36,58447.86,1,1,12.58499994,
585211,416205,29,27,202305,374,1,@2523,33,MTS,33,211404.6,59193.29,1,1,17.12887701,
585211,416502,29,27,202304,437,1,@2523,26,MTS,26,99840,27955.2,1,1,8.787185355,
585211,422002,29,27,202304,582,1,@2523,29.6,MTS,29.6,342250,95830,2,1,19.86683849,
585211,431001,29,27,202304,459,1,@2523,31,MTS,31,326952.97,91546.83,2,1,22.97793028,
585211,431136,29,27,202304,478,1,@2523,31,MTS,31,167109.22,46790.58,1,1,11.2774477,
585222,401102,29,27,202304,683,1,@2523,34.82,MTS,34.82,240530.03,67348.41,1,1,10.11392747,
585222,410203,29,27,202304,526,1,@2523,34.93,MTS,34.93,237524,66506.72,1,1,12.92775665,
585222,410206,29,27,202305,559,1,@2523,35,MTS,35,473593.75,132606.25,4,1,24.20617174,
585222,410501,29,27,202305,478,1,@2523,29.76,MTS,29.76,179025,50127,1,1,12.58498954,
585222,410501,29,27,202305,478,1,@2523,29.89,MTS,29.89,352608.6,98730.41,2,1,24.67965525,
585222,410506,29,27,202304,485,1,@2523,34.89,MTS,34.89,207159.38,58004.63,1,1,12.24226834,
585222,411014,29,27,202304,444,1,@2523,34.84,MTS,34.84,413725,115843,2,1,26.7454955,
585222,411033,29,27,202305,465,1,@2523,34.92,MTS,34.92,834806.26,233745.76,4,1,51.41129094,
585222,411034,29,27,202305,455,1,@2523,29.86,MTS,29.86,174960.94,48989.06,1,1,12.87774744,
585222,411036,29,27,202305,441,1,@2523,35.03,MTS,35.03,415981.25,116474.75,2,1,26.92743764,
585222,411048,29,27,202304,448,1,@2523,34.94,MTS,34.94,207456.25,58087.75,1,1,13.25334821,
585222,411057,29,27,202305,464,1,@2523,29.15,MTS,29.15,175355.47,49099.53,1,1,12.96470914,
585222,412108,29,27,202305,458,1,@2523,35.05,MTS,35.05,418957.04,117307.97,2,1,26.09852675,
585222,412201,29,27,202305,427,1,@2523,30.64,MTS,30.64,71812.5,20107.5,1,1,5.488875878,
585222,412201,29,27,202304,427,1,@2523,35.02,MTS,35.02,82078.13,22981.88,1,1,5.488876213,
585222,412206,29,27,202304,500,1,@2523,34.73,MTS,34.73,236164,66125.92,1,1,13.6,
585222,412219,29,27,202305,380,1,@2523,10.08,MTS,10.08,176400,49392,7,1,46.05263158,
585222,412219,29,27,202304,380,1,@2523,10.3,MTS,10.3,25750,7210,1,1,6.578947368,
585222,412219,29,27,202305,380,1,@2523,25.04,MTS,25.04,125200,35056,2,1,13.15789474,
585222,412219,29,27,202304,380,1,@2523,25.38,MTS,25.38,126900,35532,2,1,13.15789474,
585222,412219,29,27,202305,380,1,@2523,25.49,MTS,25.49,63725,17843,1,1,6.578947368,
585222,412219,29,27,202304,380,1,@2523,26.07,MTS,26.07,65175,18249,1,1,6.578947368,
585222,412219,29,27,202305,380,1,@2523,29.79,MTS,29.79,74475,20853,1,1,6.578947368,
585222,412219,29,27,202305,380,1,@2523,30.17,MTS,30.17,75425,21119,1,1,6.578947368,
585222,412219,29,27,202305,380,1,@2523,34.82,MTS,34.82,87050,24374,1,1,6.578947368,
585222,412219,29,27,202304,380,1,@2523,40.83,MTS,40.83,102075,28581,1,1,6.578947368,
585222,412219,29,27,202304,380,1,@2523,41.29,MTS,41.29,206450,57806,2,1,13.15789474,
585222,412219,29,27,202305,380,1,@2523,44.08,MTS,44.08,110200,30856,1,1,6.578947368,
585222,412219,29,27,202304,380,1,@2523,50.2,MTS,50.2,502000,140560,4,1,26.31578947,
585222,412307,29,27,202304,433,1,@2523,29.71,MTS,29.71,176403.13,49392.88,1,1,13.71247152,
585222,413201,29,27,202304,370,1,@2523,34.9,MTS,34.9,583484.38,163375.62,3,1,45.1858112,
585222,414005,29,27,202305,433,1,@2523,29.99,MTS,29.99,166350.78,46578.22,1,1,12.81033478,
585222,415709,29,27,202304,618,1,@2523,5,MTS,5,31640.57,8859.36,1,1,10.23966667,
585222,416110,29,27,202304,419,1,@2523,31.41,MTS,31.41,152142.19,42599.81,1,1,11.56026272,
585222,416310,29,27,202305,395,2,@2523,392.4,MTS,392.4,2115281.25,592278.75,1,1,13.6471519,
585222,416313,29,27,202305,414,1,@2523,27.5,MTS,27.5,88000,24640,1,1,7.729468599,
585222,431001,29,27,202305,488,1,@2523,29.82,MTS,29.82,166339.69,46575.11,1,1,11.43058419,
585222,431509,29,27,202305,344,1,@2523,29.91,MTS,29.91,163570.31,45799.69,1,1,15.89752883,
585222,431802,29,27,202305,314,1,@2523,6,MTS,6,69937.5,19582.5,2,1,37.12181529,
585222,506001,29,36,202305,318,1,@2523,31,MTS,31,99200,27776,1,1,10.06289308,
585222,572102,29,29,202305,541,1,@2523,32,MTS,32,150000,0,1,1,8.664510166,
585222,573103,29,29,202304,559,1,@2523,31.12,MTS,31.12,177481.25,49694.76,1,1,10.2023703,
585222,577228,29,29,202305,526,1,@2523,31.9,MTS,31.9,511396.89,143191.14,3,1,30.47766249,
585222,577501,29,29,202304,408,1,@2523,10,MTS,10,92156,16843.68,2,1,22.5872549,
585222,577548,29,29,202305,528,1,@2523,30.83,MTS,30.83,164747.81,46129.38,1,1,10.12073848,
585222,582208,29,29,202304,351,1,@2523,30,MTS,30,267187.5,74812.52,2,1,25.37393162,
585222,590008,29,29,202305,413,1,@2523,32,MTS,32,170000,47600,1,1,12.86319613,
585225,410218,29,27,202304,542,2,@2523,1893.45,TON,1893.45,8746510.15,2449022.84,1,1,8.522787822,
585225,431515,29,27,202304,313,2,@2523,1111.3,TON,1111.3,4289487.59,1201056.53,1,1,12.33189345,
585292,400033,29,27,202305,594,2,@2523,349.25,MTS,349.25,1869067.26,523338.84,1,1,9.009528644,
585292,410218,29,27,202305,558,2,@2523,1973.58,MTS,1973.58,6858802.31,1920464.65,1,1,6.228154122,
585292,560048,29,29,202304,607,2,@2523,69.85,MTS,69.85,387098.22,0,1,1,9.129901094,
585305,431509,29,27,202305,340,1,@2523,25,TON,25,559275,156597,5,1,65.79705882,
585305,577001,29,29,202304,510,1,@2523,14,TON,14,76562.5,21437.5,1,1,10.72303922,
585305,577180,29,29,202304,531,1,@2523,30.58,MTS,30.58,157678.12,44149.88,1,1,9.710451669,
585305,591113,29,29,202305,534,1,@2523,30.7,TON,30.7,143906.25,40293.76,1,1,8.778089888,
585320,503217,29,36,202305,340,1,@2523,26,MTS,26,547034,153169,4,1,61.88167421,
585320,506002,29,36,202304,330,1,@2523,31,MTS,31,3289003.22,920920.9,31,1,321.5056911,
585320,590001,29,29,202304,419,1,@2523,35.22,MTS,35.22,198113,55472,1,1,13.42485488,
585320,591317,29,29,202304,347,1,@2523,5,MTS,5,29141,8160,1,1,16.79596542,
587122,412307,27,27,202305,446,1,@2523,520,BAG,26,262519.4,73505.44,2,1,22.63878924,
587122,411047,29,27,202304,454,1,@2523,26,TON,26,2874218.75,804781.25,20,1,243.4953194,
587122,412105,29,27,202304,469,1,@2523,25,TON,25,1232421.88,345078.13,9,1,105.1106081,
587122,416705,29,27,202304,342,1,@2523,15,TON,15,86718.75,24281.25,1,1,16.90423977,
587122,581306,29,29,202304,302,1,@2523,27,TON,27,143437.5,40162.5,1,1,17.5910596,
587122,581421,29,29,202304,352,1,@2523,11,TON,11,70468.75,19731.26,1,1,18.19957386,
591136,410401,29,27,202305,426,1,@2523,33.62,MTS,33.62,183859.37,51480.63,1,1,12.83744097,
591136,411044,29,27,202304,392,1,@2523,35,MTS,35,196875,55125,1,1,14.3494898,
591136,413102,29,27,202304,379,1,@2523,34.28,MTS,34.28,182112.5,50991.5,1,1,14.0171504,
591136,415521,29,27,202305,323,1,@2523,14.5,MTS,14.5,81562.5,22837.5,1,1,17.41486068,
591136,577224,29,29,202304,307,1,@2523,100,BAG,5,20313,5687.64,1,1,13.23322476,
591136,577414,29,29,202305,370,1,@2523,32,MTS,32,212500,59500,1,1,17.94763514,
606201,678508,33,32,202305,366,1,@2523,60,BAG,3,15843.75,4436.25,1,1,14.42964481,
609118,627423,33,33,202304,471,1,@2523,20,MTS,20,247406.26,69273.74,2,1,26.26393418,
620020,603103,33,33,202304,312,1,@2523,34.56,TON,34.56,189000,52920,1,1,17.52804487,
621112,627814,33,33,202304,316,1,@2523,320,BAG,16,78750,22050,1,1,15.5755538,
621651,602105,33,33,202304,302,1,@2523,30.84,MTS,30.84,154200,43176,1,1,16.55629139,
621651,602206,33,33,202305,351,1,@2523,39.84,MTS,39.84,242775,67977,1,1,17.36111111,
621651,627118,33,33,202304,382,1,@2523,25,MTS,25,621093.72,173906.28,4,1,65.03599162,
621651,627862,33,33,202305,313,1,@2523,20,MTS,20,121875,34125,1,1,19.46884984,
621651,629167,33,33,202304,430,2,@2523,25,MTS,25,347656.24,97343.76,2,1,32.34011535,
621651,670721,33,32,202305,442,1,@2523,26,MTS,26,215342.84,60296,2,1,18.73849983,
621651,695507,33,32,202304,468,1,@2523,12.5,MTS,12.5,89843.75,25156.25,1,1,15.35790598,
621704,627756,33,33,202304,346,1,@2523,25,MTS,25,160156.25,44843.76,1,1,18.51517341,
621704,631003,33,33,202304,333,1,@2523,26.7,MTS,26.7,72650.7,0,1,1,8.171171171,
621704,691015,33,32,202305,464,1,@2523,30,MTS,30,736518,206225.04,5,1,52.91077586,
621705,627357,33,33,202305,358,1,@2523,1,MTS,1,5561.2,0,1,1,15.53407821,
621705,629160,33,33,202305,490,1,@2523,5,MTS,5,60937.48,17062.52,2,1,24.87244082,
621707,572130,33,29,202305,483,1,@2523,5,TON,5,32812.5,9187.5,1,1,13.58695652,
621707,600001,33,33,202304,314,1,@2523,36,TON,36,199687.5,55912.5,1,1,17.66520701,
621707,683102,33,32,202304,410,1,@2523,25,TON,25,127047.85,35573.4,1,1,12.3949122,
621707,690548,33,32,202304,479,1,@2523,33.12,TON,33.12,196650,55062,1,1,12.39561587,
621713,560099,33,29,202305,371,1,@2523,3,MTS,3,357819,100189.32,26,1,321.490566,
621713,560099,33,29,202305,371,1,@2523,8,MTS,8,37284,10439.52,1,1,12.56199461,
621713,562112,33,29,202305,409,1,@2523,38.4,MTS,38.4,204000,57120,1,1,12.98899756,
621713,563101,33,29,202305,434,1,@2523,25,MTS,25,2469315,691408.2,20,1,227.5866359,
621713,601201,33,33,202305,330,1,@2523,39.12,MTS,39.12,213937.5,59902.5,1,1,16.5719697,
621713,601201,33,33,202305,330,1,@2523,39.14,MTS,39.14,214046.88,59933.12,1,1,16.57197008,
621713,629165,33,33,202305,478,1,@2523,28.8,MTS,28.8,175500,49140,1,1,12.74843096,
621713,629251,33,33,202304,474,1,@2523,4,MTS,4,23437.5,6562.5,1,1,12.36155063,
621713,643209,33,33,202304,364,1,@2523,23.82,MTS,23.82,495753.75,138811.08,3,1,57.1771978,
621713,643224,33,33,202304,388,1,@2523,18.46,MTS,18.46,122585.94,34324.06,1,1,17.11501324,
621713,670703,33,32,202304,569,1,@2523,29.5,MTS,29.5,184375,51625,1,1,10.98418278,
621713,683513,33,32,202305,441,1,@2523,25,MTS,25,175781.25,49218.75,1,1,15.94387755,
621713,686661,33,32,202304,452,1,@2523,30,MTS,30,160049.7,44813.92,1,1,11.80307522,
621713,695506,33,32,202304,497,1,@2523,29.32,MTS,29.32,152555.63,42715.58,1,1,10.46906473,
621730,560049,33,29,202304,373,1,@2523,4,MTS,4,58075.8,16261.23,3,1,38.92479893,
621730,560062,33,29,202304,365,1,@2523,8,MTS,8,77558.56,21716.4,2,1,26.56115068,
621730,628101,33,33,202305,377,1,@2523,5,MTS,5,31000,0,1,1,16.44562334,
621730,628601,33,33,202305,413,1,@2523,25,MTS,25,136718.75,38281.26,1,1,13.24152542,
621730,629160,33,33,202305,530,1,@2523,5,MTS,5,94140.63,26359.4,3,1,35.52476604,
621730,641105,33,33,202304,317,1,@2523,36,MTS,36,641250,179550,3,1,56.19085174,
621730,670307,33,32,202305,630,1,@2523,15,MTS,15,82090.35,22985.3,1,1,8.686809524,
621730,670644,33,32,202304,526,1,@2523,2,MTS,2,12812.5,3587.5,1,1,12.17918251,
621730,670721,33,32,202305,499,1,@2523,33.56,MTS,33.56,220237.5,61666.5,1,1,13.15130261,
621730,673001,33,32,202305,504,1,@2523,38.14,MTS,38.14,250293.75,70082.25,1,1,13.02083333,
621730,676101,33,32,202305,460,1,@2523,34.92,MTS,34.92,229162.5,64165.5,1,1,14.26630435,
621730,676306,33,32,202305,481,1,@2523,39.12,MTS,39.12,177262.5,49633.5,1,1,9.42047817,
621730,680308,33,32,202304,466,1,@2523,33.98,MTS,33.98,222993.75,62438.25,1,1,14.08261803,
621730,686533,33,32,202304,466,1,@2523,39.8,MTS,39.8,192781.25,53978.75,1,1,10.3943133,
621730,695024,33,32,202304,550,1,@2523,25,MTS,25,1931640.66,540859.41,11,1,140.4829571,
624703,575013,33,29,202305,593,1,@2523,6,TON,6,55620.48,15573.73,2,1,15.63251265,
624703,671314,33,32,202305,505,1,@2523,22,TON,22,102344.48,28656.45,1,1,9.211924392,
626204,609314,33,33,202304,342,1,@2523,11,MTS,11,70468.75,19731.26,1,1,18.73172515,
628002,683544,32,32,202304,346,1,@2523,300,BAG,15,79688,22312.64,1,1,15.35414258,
629165,641030,33,33,202304,437,1,@2523,260,BAG,13,50781.25,14218.76,1,1,8.938787185,
632401,641623,33,33,202304,390,1,@2523,34.56,   ,,136349.91,38177.98,1,1,,
636115,673591,33,32,202304,349,1,@2523,25,MTS,25,2760454.25,772927.19,23,1,316.3844413,
636115,679322,33,32,202304,306,1,@2523,35,MTS,35,719140.63,201359.38,3,1,67.14665079,
637303,686671,33,32,202305,315,1,@2523,25,MTS,25,332031.25,92968.75,2,1,42.16269841,
641105,600058,33,33,202305,512,1,@2523,500,BAG,25,158203.12,44296.88,1,1,12.35961875,
641202,670521,33,32,202304,331,1,@2523,150,BAG,7.5,59310,16606.8,2,1,23.89123867,
641654,605201,33,33,202304,328,1,@2523,7.5,MTS,7.5,46382.85,12987.2,1,1,18.85481707,
676121,691589,32,32,202304,315,1,@2523,200,BAG,10,63281.2,17718.74,1,1,20.08926984,
676506,636115,32,33,202305,327,1,@2523,2.45,MTS,2.45,9465.43,2650.32,1,1,11.81480372,
678581,671541,32,32,202304,320,1,@2523,500,   ,,160155,44843.4,1,1,,
700002,734103,19,19,202305,643,1,@2523,12,MTS,12,140062.48,39217.52,2,1,18.15221358,
711102,790001,19,12,202305,1326,1,@2523,35.5,MTS,35.5,230572.5,64560.3,1,1,4.898190045,
711205,791104,19,12,202304,1566,1,@2523,37.1,MTS,37.1,236141.5,66119.62,1,1,4.06449553,
713321,822113,19,20,202305,377,1,@2523,20,MTS,20,75000,21000,1,1,9.946949602,
721129,733134,19,19,202304,459,1,@2523,34,MTS,34,160650,0,1,1,10.29411765,
721129,742102,19,19,202305,333,1,@2523,1,MTS,1,4609.38,1290.62,1,1,13.84198198,
