start_pin,destination_pin,bharat_sir_eway_data_oct23_nov23_020424.origin_from_state,bharat_sir_eway_data_oct23_nov23_020424.destination_from_state,bharat_sir_eway_data_oct23_nov23_020424.rtn_period,travel_distance,bharat_sir_eway_data_oct23_nov23_020424.transport_mode,bharat_sir_eway_data_oct23_nov23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_oct23_nov23_020424.unit_quantity_code,Quantity (In TON),amount,bharat_sir_eway_data_oct23_nov23_020424.total_tax,bharat_sir_eway_data_oct23_nov23_020424.ewbs_count,bharat_sir_eway_data_oct23_nov23_020424.supplier_gstin_cnt,Cost pre Km per TON
768202,757033,21,21,202310,339,1,@2523,5,MTS,5,35468.75,9931.26,1,1,20.92551622
770017,754082,21,21,202310,349,1,@2523,29.75,MTS,29.75,88274.5,0,1,1,8.502034625
770018,755026,21,21,202311,341,1,@2523,29.96,MTS,29.96,1713712,479839.36,11,1,167.7419355
781001,787034,18,18,202310,403,1,@2523,2,BAG,0.1,1093.82,36056.68,1,1,27.14193548
781005,786171,18,18,202310,505,1,@2523,35,MTS,35,207812.5,58187.5,1,1,11.75742574
781023,786003,18,18,202310,432,1,@2523,0.15,MTS,0.15,1127.34,315.66,1,1,17.39722222
781023,787055,18,18,202311,368,1,@2523,35,MTS,35,276171.87,77328.12,1,1,21.44191537
781023,787057,18,18,202310,447,1,@2523,10,MTS,10,79218.75,22181.26,1,1,17.72231544
781330,734001,18,19,202310,362,1,@2523,480,BAG,24,371246.4,103948.98,3,1,42.73093923
782137,791102,18,12,202310,370,1,@2523,500,BAG,25,128906.25,36093.75,1,1,13.93581081
782140,786151,18,18,202311,379,1,@2523,7.5,MTS,7.5,58242.19,16307.82,1,1,20.48977661
782140,795002,18,14,202311,389,1,@2523,10,MTS,10,64062.5,17937.5,1,1,16.468509
782446,781318,18,18,202310,301,1,@2523,34.12,MTS,34.12,207918.74,58217.26,1,1,20.24501564
782446,783334,18,18,202310,479,1,@2523,28.48,MTS,28.48,186900,52332,1,1,13.70041754
782446,783380,18,18,202311,357,1,@2523,296,PAC,,106376.48,30981.04,1,1,#DIV/0!
782446,785673,18,18,202311,331,1,@2523,5,MTS,5,121406.24,33993.76,3,1,73.35724471
782446,786181,18,18,202311,458,1,@2523,10,MTS,10,82343.74,23056.26,1,1,17.97898253
783380,786192,18,18,202310,668,1,@2523,500,bag,25,589453.12,165046.88,3,1,35.29659401
784103,790104,18,12,202310,324,1,@2523,220,BAG,11,82500,23100,1,1,23.14814815
784154,790104,18,12,202311,330,1,@2523,170,BAG,8.5,64414.7,18036.12,1,1,22.96424242
785621,787031,18,18,202311,331,1,@2523,175,BAG,8.75,64940.75,18183.4,1,1,22.4223565
788001,796701,18,15,202311,397,1,@2523,500,BAG,25,222656.25,62343.75,1,1,22.43387909
788003,786003,18,18,202310,566,1,@2523,0.3,MTS,0.3,2254.69,631.32,1,1,13.27850412
793101,785690,17,18,202311,396,1,@2523,10,MTS,10,154062.5,43137.5,2,1,38.90467172
793101,786152,17,18,202310,526,1,@2523,35,TON,35,535937.5,150062.5,2,1,29.11121673
793200,796321,17,15,202310,472,1,@2523,30,MTS,30,808593.75,226406.25,3,1,57.10407839
793210,735102,17,19,202310,616,1,@2523,30.13,TON,30.13,1437824.7,402590.9,10,1,77.46866932
793210,735102,17,19,202311,616,1,@2523,34.52,TON,34.52,502637.79,140738.58,3,1,23.63761409
793210,786602,17,18,202310,660,1,@2523,35,TON,35,3230450.3,904526.04,11,1,139.8463333
793210,799143,17,16,202311,450,1,@2523,25,MTS,25,4276171.78,1197328.22,23,1,380.1041582
793210,799205,17,16,202311,311,1,@2523,26,TON,26,826312.5,231367.5,5,1,102.1905145
824101,272001,10,9,202311,357,1,@2523,42,MTS,42,168000,47040,1,1,11.20448179
824101,841428,10,10,202311,346,1,@2523,17,MTS,17,2584000,0,38,1,439.3063584
827014,261001,20,9,202311,912,2,@2523,1329.9,MTS,1329.9,34909875,9774765,6,1,28.78289474
827014,811212,20,10,202311,312,1,@2523,25,MTS,25,564843.75,158156.25,4,1,72.41586538
831010,822114,20,20,202310,349,1,@2523,750,BAG,37.5,232500,65100,1,1,17.76504298
833210,835212,20,20,202310,305,1,@2523,25,MTS,25,452733.14,126765.28,3,1,59.37483803
834001,800001,20,10,202311,330,2,@2523,253,TON,253,6537160.76,1830405.02,5,1,78.29872751
854316,824101,10,10,202311,431,1,@2523,8.15,MTS,8.15,32600,0,1,1,9.280742459
999999,232101,99,9,202311,350,1,@2523,42.84,MTS,42.84,481950,0,3,1,32.14285714
110006,781025,7,18,202311,1872,1,@2523,340,BAG,17,110500,30940,1,1,3.472222222
110006,781025,7,18,202311,1872,1,@2523,580,BAG,29,754000,211120,4,1,13.88888889
110035,400101,7,27,202311,1427,1,@2523,280,bag,14,341600,95648,4,1,17.09880869
121004,600019,6,33,202311,2135,1,@2523,555,BAG,27.75,144300,40404,1,1,2.43559719
124106,141401,6,3,202310,328,1,@2523,42,TON,42,595166.24,166646.56,4,1,43.20312427
124106,143001,6,3,202311,501,1,@2523,38.42,MTS,38.42,228118.75,63873.25,1,1,11.85129741
124106,144208,6,3,202311,434,1,@2523,5,TON,5,58525.77,16387.23,3,1,26.97040092
124146,140306,6,3,202311,306,1,@2523,35.14,MTS,35.14,203153,56882.88,1,1,18.89296223
124146,143401,6,3,202310,519,1,@2523,2,MTS,2,9686,2712.06,1,1,9.331406551
124146,151203,6,3,202310,415,1,@2523,35,MTS,35,493827,138271.83,3,1,33.99841652
140113,203207,3,9,202311,336,1,@2523,43.03,TON,43.03,217546.25,60912.95,1,1,15.04669016
140113,246194,3,5,202310,367,1,@2523,26.14,TON,26.14,140910.94,39455.06,1,1,14.68835176
141008,440025,3,27,202311,1380,1,@2523,1000,   ,,260000,72800,1,1,#DIV/0!
142038,247121,3,9,202311,302,1,@2523,700,BAG,35,303906,85093.68,2,1,28.75175024
146001,194103,3,38,202310,698,1,@2523,20,TON,20,429375,120225,3,1,30.75752149
146111,182146,3,1,202311,374,1,@2523,18,TON,18,365343.75,102296.25,3,1,54.26971925
151111,184121,3,1,202311,349,1,@2523,58.1,MTS,58.1,331351.85,92778.52,1,1,16.34134656
171102,151002,2,3,202311,349,1,@2523,12,TON,12,110162.18,30845.42,2,1,26.30424546
171102,151002,2,3,202311,349,1,@2523,24.09,TON,24.09,3515514.24,984344,32,1,418.1447366
181133,191202,1,1,202310,414,1,@2523,500,Bag,25,1771875,496125.06,11,1,171.1956522
181133,194102,1,1,202310,432,1,@2523,485,BAG,24.25,198850,0,1,1,18.98148148
192301,194101,1,38,202310,701,1,@2523,495,Bag,24.75,200316.6,56088.65,1,1,11.54579173
203205,271801,9,9,202311,665,1,@2523,10,MTS,10,53000,14840,1,1,7.969924812
210341,221716,9,9,202311,543,1,@2523,2.5,TON,2.5,36250,10150,2,1,26.70349908
210341,224001,9,9,202311,303,1,@2523,26,TON,26,353437.5,98962.5,3,1,44.86386139
210341,262723,9,9,202311,371,1,@2523,10,TON,10,243750,68250,4,1,65.70080863
221110,210001,9,9,202310,334,1,@2523,250,BAG,12.5,43945.31,12304.68,1,1,10.52582275
224238,242406,9,9,202310,348,1,@2523,16,MTS,16,101750.08,28490.04,1,1,18.27408046
224238,242407,9,9,202311,375,1,@2523,5,MTS,5,94609.4,26490.66,3,1,50.45834667
227409,206001,9,9,202311,307,1,@2523,17,TON,17,614490.58,0,11,1,117.7410577
227409,207502,9,9,202311,342,1,@2523,15,TON,15,193125,54075,2,1,37.64619883
227409,274802,9,9,202311,352,1,@2523,14,TON,14,282187.5,79012.5,3,1,57.26207386
229206,276201,9,9,202311,333,1,@2523,1.5,MTS,1.5,11109.38,3110.64,1,1,22.241001
229303,207001,9,9,202310,363,1,@2523,10,MTS,10,29921.4,0,1,1,8.242809917
229303,244302,9,9,202311,418,1,@2523,36,MTS,36,460125,128835,2,1,30.57715311
229303,274304,9,9,202310,403,1,@2523,4,MTS,4,35905.68,0,3,1,22.27399504
229303,283135,9,9,202311,317,1,@2523,30,MTS,30,180903,0,2,1,19.02239748
229303,284003,9,9,202310,372,1,@2523,5,MTS,5,29921.4,0,2,1,16.08677419
231311,209731,9,9,202311,477,1,@2523,6,MTS,6,67500,0,2,1,23.58490566
232101,828109,9,20,202311,398,1,@2523,30.15,MTS,30.15,120901.5,33852.42,1,1,10.07537688
273155,303326,9,8,202311,778,1,@2523,230,BAG,11.5,82800,23184,1,1,9.254498715
273308,229301,9,9,202311,360,1,@2523,43.46,MTS,43.46,169494,47458.32,1,1,10.83333333
273308,734005,9,19,202310,741,1,@2523,32,MTS,32,128320,35929.6,1,1,5.411605938
282006,244242,9,9,202310,325,1,@2523,500,bag,25,136718.75,38281.26,1,1,16.82692308
284121,132103,9,6,202310,579,2,@2523,650,TON,650,5890626,1649376,2,1,15.65198884
284121,243638,9,9,202310,442,2,@2523,260.6,TON,260.6,2280250,638472,2,1,19.79638009
284121,244001,9,9,202310,597,2,@2523,131.8,TON,131.8,5686642.8,0,8,1,72.27135678
301701,246726,8,9,202311,360,1,@2523,18,MTS,18,108000,30240,1,1,16.66666667
301701,247671,8,5,202310,374,1,@2523,42,MTS,42,232968.75,65231.25,1,1,14.83121658
303108,160055,8,3,202311,407,1,@2523,40.66,MTS,40.66,710370.85,198903.85,3,1,42.92628932
303108,246761,8,9,202311,408,1,@2523,11,MTS,11,80093.75,22426.25,1,1,17.84620098
305901,360002,24,24,202311,750,1,@2523,840,BAG,42,226406,63393.68,1,1,7.187492063
305901,360025,24,24,202311,729,1,@2523,260,BAG,13,74141,20759.48,1,1,7.823256305
305901,263153,8,5,202311,679,2,@2523,65.9,MTS,65.9,626050,175294,2,1,13.99116348
305901,301707,8,8,202311,388,1,@2523,44.56,MTS,44.56,311920,0,2,1,18.04123711
305901,325215,8,8,202310,373,1,@2523,6,MTS,6,39375,11025,1,1,17.59383378
305901,383001,8,24,202311,387,1,@2523,7,MTS,7,133000,37240,4,1,49.09560724
305901,465441,8,23,202310,424,1,@2523,45,MTS,45,471094,131906.32,2,1,24.69046122
306101,121002,6,6,202310,518,1,@2523,900,BAG,45,253125,70875,1,1,10.85907336
306101,132107,8,6,202310,539,1,@2523,41,MTS,41,237030.76,66368.61,1,1,10.72585909
306101,136027,8,6,202310,613,1,@2523,40,MTS,40,190000,53200,1,1,7.748776509
306101,390001,8,24,202310,633,1,@2523,42,MTS,42,399000,111720,2,1,15.00789889
306107,122103,8,8,202311,439,1,@2523,42,MTS,42,199500,55860,1,1,10.82004556
306107,122104,8,8,202311,390,1,@2523,42,MTS,42,598500,167580,3,1,36.53846154
306107,125005,8,6,202310,430,1,@2523,33,MTS,33,156750,43890,1,1,11.04651163
306107,125133,8,6,202311,516,1,@2523,20,MTS,20,270624,75774.72,2,1,26.22325581
306107,126116,8,6,202310,539,1,@2523,42,MTS,42,236250,66150,1,1,10.43599258
306107,132041,8,6,202310,597,1,@2523,41.58,MTS,41.58,233887.72,65488.56,1,1,9.422119415
306107,132105,8,6,202311,541,1,@2523,45.25,MTS,45.25,1135491.74,317937.68,6,1,46.38399281
306107,132105,8,6,202310,552,1,@2523,45.4,MTS,45.4,158900,44492,1,1,6.34057971
306107,136156,8,6,202310,630,1,@2523,30,MTS,30,211875,59325,1,1,11.21031746
306107,144001,8,3,202310,713,1,@2523,43,MTS,43,241875,67725,1,1,7.889200561
306107,203205,8,9,202311,528,1,@2523,43.58,MTS,43.58,457590,128125.2,3,1,19.88636364
306107,203205,8,9,202311,528,1,@2523,47.16,MTS,47.16,330120,92433.6,2,1,13.25757576
306107,301707,8,8,202310,386,1,@2523,46.57,MTS,46.57,814975,0,5,1,45.33678756
306107,325205,8,8,202310,316,1,@2523,6,MTS,6,78750,22050,2,1,41.53481013
306107,331023,8,8,202311,358,1,@2523,5,MTS,5,31172,8728.16,1,1,17.41452514
306107,333516,8,8,202310,356,1,@2523,25,MTS,25,340624,95374.72,2,1,38.27235955
306107,343032,8,8,202310,320,1,@2523,30,MTS,30,203437.5,56962.5,1,1,21.19140625
306107,380001,8,24,202310,502,1,@2523,35.75,MTS,35.75,198300.48,55524.13,1,1,11.04953501
306107,380001,8,24,202311,502,1,@2523,41.35,MTS,41.35,678398.43,189951.57,3,1,32.68177255
306107,393001,8,24,202310,647,1,@2523,42,MTS,42,1396500,391020,7,1,51.39103555
306308,127306,8,6,202311,471,1,@2523,40.73,MTS,40.73,123133.67,34477.33,1,1,6.418617659
306308,321201,8,8,202310,447,1,@2523,25,MTS,25,158984.88,44515.62,1,1,14.2268349
306709,301019,8,8,202310,437,1,@2523,41.48,MTS,41.48,203500.88,0,1,1,11.22654462
306709,301404,8,8,202310,406,1,@2523,42,TON,42,1299375,363825,6,1,76.20073892
306709,307512,8,8,202311,319,1,@2523,14,TON,14,88156.24,24683.76,1,1,19.73941782
306709,321023,8,8,202310,439,1,@2523,43,TON,43,274125,76755,1,1,14.52164009
306709,321609,8,8,202311,356,1,@2523,25,MTS,25,1230469.5,344531.46,7,1,138.255
306709,327801,8,8,202310,460,1,@2523,24,TON,24,150000,42000,1,1,13.58695652
306709,335062,8,8,202310,516,1,@2523,42,MTS,42,1548750,433650,6,1,71.46317829
306709,383245,8,24,202311,442,1,@2523,20,TON,20,276562.5,77437.5,2,1,31.28535068
307019,305624,8,8,202310,343,1,@2523,42,MTS,42,834089.76,0,7,1,57.89877551
307019,312605,8,8,202311,317,1,@2523,25,MTS,25,150781.24,42218.74,1,1,19.02602397
307019,332317,8,8,202311,493,1,@2523,35,MTS,35,237343.74,66456.24,1,1,13.75507041
307019,365440,8,24,202310,574,1,@2523,35,MTS,35,207812.5,58187.5,1,1,10.34407666
307019,395003,8,24,202310,498,1,@2523,34.92,MTS,34.92,246552.66,69034.74,3,1,14.17771084
307019,395003,8,24,202310,498,1,@2523,40.66,MTS,40.66,478466.55,133970.65,5,1,23.62951807
307022,345031,8,8,202310,419,1,@2523,7.5,MTS,7.5,54257.85,15192.2,1,1,17.26582339
307031,388245,8,24,202311,354,1,@2523,34.88,MTS,34.88,76054.79,21295.35,1,1,6.159519482
312021,127021,8,6,202311,564,1,@2523,17.5,TON,17.5,101445.31,28404.69,1,1,10.27814691
312021,331403,8,8,202310,545,1,@2523,6,TON,6,68762.52,0,3,1,21.02829358
312021,331803,8,8,202310,555,1,@2523,14,TON,14,184187.48,51572.52,2,1,23.70495238
312021,335512,8,8,202311,696,1,@2523,32,TON,32,194112.64,0,2,1,8.715545977
312021,335523,8,8,202310,562,1,@2523,23,TON,23,149500,41860,1,1,11.5658363
312021,341316,8,8,202310,364,1,@2523,12,TON,12,72562.5,20317.5,1,1,16.61229396
312021,385535,8,24,202310,346,1,@2523,42,TON,42,251934.38,70541.62,1,1,17.33652491
312021,394125,8,24,202311,571,1,@2523,42.67,TON,42.67,480037.5,134410.5,2,1,19.70227671
312601,110044,8,7,202311,615,1,@2523,44.52,MTS,44.52,772143,216200.25,3,1,28.20119212
312601,110044,8,7,202310,615,1,@2523,45.33,MTS,45.33,527670,147747.47,2,1,18.92786234
312601,152001,8,3,202311,1042,1,@2523,42.5,MTS,42.5,517968,145031.26,2,1,11.69624026
312601,281005,8,9,202311,598,1,@2523,43,MTS,43,1437141,402399.39,6,1,55.88943766
312601,301001,8,8,202310,494,1,@2523,39.81,MTS,39.81,217711,60959.06,1,1,11.07034731
312601,301402,8,8,202311,468,1,@2523,4,MTS,4,18438,5162.5,1,1,9.849358974
312601,302001,8,8,202310,349,1,@2523,44.61,MTS,44.61,236991,66357.38,1,1,15.22208712
312601,302026,8,8,202310,333,1,@2523,39.34,MTS,39.34,173342,48535.72,1,1,13.23199152
312601,341502,8,8,202311,319,1,@2523,15,MTS,15,380859,106640.62,4,1,79.59435737
312601,344704,8,8,202311,472,1,@2523,10,MTS,10,479066,134137.5,7,1,101.4970339
312601,382110,8,24,202311,416,1,@2523,44.33,MTS,44.33,259746,72728.91,1,1,14.08503097
312601,382110,8,24,202310,416,1,@2523,45.67,MTS,45.67,271166,75926.38,1,1,14.27285628
312601,382355,8,24,202310,366,1,@2523,44.87,MTS,44.87,187297,52443.23,1,1,11.40495737
312601,382355,8,24,202310,366,1,@2523,45.7,MTS,45.7,2105840,589635.42,11,1,125.9006828
312601,382440,8,24,202311,397,1,@2523,45.78,MTS,45.78,1001436,280402.52,4,1,55.10067314
312601,382870,8,24,202310,336,1,@2523,42,MTS,42,252656,70743.75,1,1,17.90362812
312601,384001,8,24,202310,396,1,@2523,41.96,MTS,41.96,242581,67922.75,1,1,14.59910112
312601,388710,8,24,202311,416,1,@2523,41.15,MTS,41.15,716010,200482.8,6,1,41.82692308
312601,388710,8,24,202310,416,1,@2523,42.44,MTS,42.44,369228,103383.84,3,1,20.91346154
312601,390001,8,24,202310,487,1,@2523,45.28,MTS,45.28,277340,77655.2,1,1,12.57700205
312601,394516,8,24,202310,655,1,@2523,39.14,MTS,39.14,235452,65926.44,1,1,9.184177371
312601,396421,8,24,202311,664,1,@2523,44.41,MTS,44.41,534308,149606.18,2,1,18.11935877
312601,452002,8,23,202310,302,1,@2523,39.55,MTS,39.55,188480,52774.53,1,1,15.78017599
312601,452002,8,23,202311,302,1,@2523,45.37,MTS,45.37,701817,196508.82,3,1,51.22101281
312617,281004,8,9,202310,570,1,@2523,42,TON,42,150281.25,42078.75,1,1,6.277412281
312617,301026,8,8,202310,509,1,@2523,15,TON,15,101015.63,28284.38,1,1,13.23059987
312617,302029,8,8,202311,341,1,@2523,39.57,TON,39.57,194758.6,54532.4,1,1,14.43365149
312617,332311,8,8,202311,480,1,@2523,41.5,TON,41.5,1783695.92,52653.12,11,1,89.54296787
312617,342001,8,8,202310,402,1,@2523,20,TON,20,1844062.5,516337.5,14,1,229.3610075
312617,342007,8,8,202311,346,1,@2523,35,TON,35,311718.74,87281.26,2,1,25.74060611
312617,342302,8,8,202310,440,1,@2523,9,TON,9,61734.38,17285.62,1,1,15.5894899
312617,344044,8,8,202311,427,1,@2523,35,TON,35,221484.38,62015.62,1,1,14.81996521
312617,344706,8,8,202311,500,1,@2523,34,TON,34,175312.5,49087.5,1,1,10.3125
312617,396001,8,24,202310,707,1,@2523,41.75,TON,41.75,153300.78,42924.22,1,1,5.193599675
312620,124507,6,6,202310,606,1,@2523,870,BAG,43.5,248085.94,69464.06,1,1,9.411097455
312620,124106,8,6,202310,600,2,@2523,3879.5,MTS,3879.5,9589309.31,2685006.61,1,1,4.119650002
312620,126102,8,6,202310,669,1,@2523,42.8,TON,42.8,237406.25,66473.75,1,1,8.291292975
312620,202127,8,9,202310,776,2,@2523,3906.1,MTS,3906.1,9655058.92,2703416.5,1,1,3.185296392
312620,207123,8,9,202310,699,1,@2523,10,TON,10,68593.75,19206.25,1,1,9.813125894
312620,244504,8,9,202310,825,1,@2523,40.28,TON,40.28,226575,63441,1,1,6.818181818
312620,301411,8,8,202311,569,1,@2523,12.5,MTS,12.5,79297.38,22203.12,1,1,11.14901652
312620,380060,8,24,202310,399,1,@2523,38.92,MTS,38.92,225006.24,63001.75,1,1,14.48934773
312620,382330,8,24,202310,377,1,@2523,39.22,TON,39.22,223676.56,62629.44,1,1,15.12765235
312620,387620,8,24,202310,357,1,@2523,39.3,TON,39.3,221062.5,61897.5,1,1,15.75630252
312620,390022,8,24,202310,485,1,@2523,39.23,MTS,39.23,149662.45,41905.49,1,1,7.865979381
312620,394185,8,24,202311,623,1,@2523,42,MTS,42,797343.75,223256.25,3,1,30.47251204
312620,394327,8,24,202311,634,1,@2523,39.73,MTS,39.73,122567.05,34318.77,1,1,4.865930599
312620,457661,8,23,202311,392,1,@2523,35,TON,35,1443750,404250,8,1,105.2295918
312620,803201,8,10,202310,1340,2,@2523,319.5,MTS,319.5,11132578.1,3117121.85,6,1,26.00279845
312622,201008,8,9,202310,669,1,@2523,1025.6,MTS,1025.6,104672736,29308366.08,36,1,152.5560538
312622,248001,8,5,202310,904,1,@2523,25,MTS,25,457031.25,127968.75,3,1,20.22262168
312622,249201,8,5,202310,877,2,@2523,50,MTS,50,609375,170625,2,1,13.8968073
312622,281001,8,9,202310,553,2,@2523,910.6,MTS,910.6,9233392.94,2585350.04,2,1,18.33616637
312622,302001,8,8,202310,330,1,@2523,39.5,MTS,39.5,209843.75,58756.26,1,1,16.09848485
312622,388245,8,24,202311,402,1,@2523,41.67,MTS,41.67,1366109.28,382510.68,12,1,81.55223881
312622,474001,8,23,202310,597,1,@2523,41,MTS,41,492000,137760,2,1,20.10050251
313022,151401,8,3,202310,931,1,@2523,41.52,MTS,41.52,178536,49990.08,1,1,4.618689581
313201,335526,8,8,202311,779,1,@2523,7,MTS,7,130593.72,36566.22,3,1,23.94896754
313201,335805,8,8,202310,807,1,@2523,17,MTS,17,112359.36,31460.62,1,1,8.190054669
313201,342312,8,8,202311,357,1,@2523,4.5,MTS,4.5,28898.44,8091.56,1,1,17.98844693
322001,313031,8,8,202311,470,1,@2523,5,MTS,5,33593.5,9406.18,1,1,14.29510638
323603,452001,8,23,202310,398,1,@2523,43,TON,43,475223.1,133062.47,2,1,27.76809045
323603,456006,8,23,202311,335,1,@2523,2,TON,2,10617.2,2972.82,1,1,15.84656716
327025,325004,8,8,202310,473,1,@2523,7,MTS,7,40285,11279.8,1,1,12.16701903
327025,392012,8,24,202310,340,1,@2523,48.47,MTS,48.47,502876.26,140805.36,2,1,30.51470649
327025,392012,8,24,202310,340,1,@2523,48.53,MTS,48.53,503498.76,140979.66,2,1,30.51470649
327025,395003,8,24,202310,410,1,@2523,34.62,MTS,34.62,197442.19,55283.81,1,1,13.91006115
335804,140103,8,3,202310,383,1,@2523,51.56,MTS,51.56,294052.68,82334.75,1,1,14.89064326
335804,141015,8,3,202310,304,1,@2523,51.65,MTS,51.65,290531.25,81348.75,1,1,18.50328947
335804,144001,8,3,202310,313,1,@2523,26,MTS,26,130650,36582,1,1,16.0543131
335804,144224,8,3,202311,422,1,@2523,39,MTS,39,391950,109746,2,1,23.81516588
335804,144601,8,3,202311,327,1,@2523,2.5,MTS,2.5,17695.31,4954.69,1,1,21.64563914
335804,144601,8,3,202311,327,1,@2523,25,MTS,25,361718,101281.04,2,1,44.24685015
335804,144601,8,3,202310,327,1,@2523,49.82,MTS,49.82,291913.94,81735.9,1,1,17.91857046
335804,144624,8,3,202310,349,1,@2523,25,MTS,25,503515.5,140984.34,3,1,57.70951289
341026,110077,8,7,202311,510,1,@2523,39.78,TON,39.78,226870.31,63523.69,1,1,11.18259792
341026,144625,8,3,202310,633,1,@2523,42.52,TON,42.52,242496.87,67899.13,1,1,9.00967596
341026,322201,8,8,202310,404,1,@2523,23,TON,23,146625,41055,1,1,15.77970297
341026,327023,8,8,202310,497,1,@2523,12,TON,12,75000,21000,1,1,12.57545272
341026,335511,8,8,202310,347,1,@2523,2.5,TON,2.5,15859.38,4440.62,1,1,18.28170605
341026,335511,8,8,202310,347,1,@2523,25,TON,25,158593.74,44406.26,1,1,18.28169914
341026,344701,8,8,202311,406,1,@2523,34,TON,34,1668125,467075,11,1,120.8435961
342606,142038,8,3,202311,625,1,@2523,5,MTS,5,120219.7,33661.52,2,1,38.470304
342606,180010,8,1,202311,929,1,@2523,15,MTS,15,410036.55,294528.14,2,1,29.4249408
342606,248001,8,5,202310,811,2,@2523,12.7,MTS,12.7,349739.72,97927.14,2,1,33.95630164
342606,273007,8,9,202311,1191,1,@2523,25.4,MTS,25.4,683285.4,191319.92,2,1,22.58690176
342606,483773,8,23,202311,1078,1,@2523,35,MTS,35,456470,127811.6,2,1,12.09833024
342606,515004,8,37,202311,1916,2,@2523,15,MTS,15,511380,143186.4,2,1,17.79331942
342606,834003,8,20,202310,1576,2,@2523,7,MTS,7,1419152.16,397362.72,16,1,128.6396084
342902,208020,8,9,202310,779,2,@2523,13.5,TON,13.5,959850,545118,8,1,91.27086008
342902,324005,8,8,202310,390,1,@2523,3,TON,3,275700,0,12,1,235.6410256
342902,465001,8,23,202310,634,1,@2523,16.5,TON,16.5,117150,55398,1,1,11.19873817
342902,502325,8,36,202310,1796,1,@2523,28,TON,28,4816000,1348480,20,1,95.76837416
360070,394510,24,24,202310,499,1,@2523,35,TON,35,144921.7,40578.08,1,1,8.297835671
360311,344032,24,8,202310,627,1,@2523,45.4,MTS,45.4,273109.38,76470.62,1,1,9.594298421
360311,391740,24,24,202310,315,1,@2523,35.06,MTS,35.06,194473.44,54452.56,1,1,17.60912721
360560,380058,24,24,202310,383,1,@2523,29.85,MTS,29.85,181898.44,50931.56,1,1,15.91057463
360560,391350,24,24,202311,442,1,@2523,35,MTS,35,244999.8,0,2,1,15.83709114
361345,370425,24,24,202311,437,1,@2523,10,TON,10,278125,77875,5,1,63.64416476
362275,382210,24,24,202311,417,1,@2523,29.24,MTS,29.24,173612.5,48611.5,1,1,14.23860911
362715,380006,24,24,202311,442,1,@2523,30.04,TON,30.04,347337.5,97254.5,2,1,26.15950226
362715,382250,24,24,202310,350,1,@2523,10,TON,10,63281.24,17718.76,1,1,18.08035429
362715,382481,24,24,202310,449,1,@2523,30,TON,30,353906.24,99093.76,2,1,26.27366295
362715,395007,24,24,202310,692,4,@2523,32.26,TON,32.26,888481.44,0,8,1,39.79952625
362715,395007,24,24,202310,692,4,@2523,33.8,TON,33.8,2443599.27,0,21,1,104.473752
362715,410206,24,27,202311,962,4,@2523,33.7,TON,33.7,2878484,805975.53,28,1,88.78893502
365560,380059,24,24,202310,311,1,@2523,29.42,MTS,29.42,179278.13,50197.88,1,1,19.59405199
370511,361002,24,24,202311,424,1,@2523,35.71,MTS,35.71,200868.75,56243.26,1,1,13.26650943
370511,363641,24,24,202310,321,1,@2523,9,MTS,9,98014,27444,2,1,33.92661821
370511,380060,24,24,202311,486,1,@2523,35.61,MTS,35.61,623175,174489.04,3,1,36.00823045
370511,382110,24,24,202310,461,1,@2523,36.77,MTS,36.77,212576,59522,1,1,12.54063927
370511,382330,24,24,202311,505,1,@2523,35.68,MTS,35.68,211850,59318,1,1,11.75742574
370511,382330,24,24,202310,505,1,@2523,35.92,MTS,35.92,218887.5,61288.5,1,1,12.06683168
370511,382421,24,24,202310,475,1,@2523,35.76,MTS,35.76,217912.5,61015.5,1,1,12.82894737
370511,383325,24,24,202310,594,1,@2523,35,MTS,35,1853907.3,519094.1,9,1,89.1730303
370511,390021,24,24,202311,601,1,@2523,0.5,MTS,0.5,2827.32,0,1,1,9.408718802
395004,389170,24,24,202310,309,1,@2523,160,BAG,8,48750,13650,1,1,19.72087379
395007,389260,24,24,202311,320,1,@2523,15,TON,15,96093.74,26906.26,1,1,20.01952917
413228,410206,27,27,202310,388,1,@2523,34.75,TON,34.75,627933,63245,3,2,46.57220203
413228,410501,27,27,202310,306,1,@2523,29.9,MTS,29.9,178932.96,50101.22,1,1,19.55679717
413228,416210,27,27,202310,325,1,@2523,10,TON,10,48906,13694,1,1,15.048
413228,590015,27,29,202310,357,1,@2523,32.24,TON,32.24,186388,52189,1,1,16.19402103
415605,585222,27,29,202310,558,1,@2523,20,MTS,20,123750,34650,1,1,11.08870968
440002,400703,27,27,202310,842,1,@2523,625,BAG,31.25,170625,47775,1,1,6.48456057
440002,425412,27,27,202311,630,1,@2523,615,BAG,30.75,362850,101598,2,1,18.73015873
440028,250110,27,9,202310,1500,1,@2523,2,MTS,2,300000,276358.8,6,1,100
442502,431001,27,27,202311,642,1,@2523,32,TON,32,319701.88,0,4,1,15.56181269
442908,424206,27,27,202311,579,1,@2523,30.03,TON,30.03,166572.66,46640.34,1,1,9.580095207
442908,431001,27,27,202311,569,1,@2523,33.77,TON,33.77,184679.68,51710.32,1,1,9.611159539
442908,431001,27,27,202310,569,1,@2523,34,TON,34,414375,116025,2,1,21.41915641
