start_pin,destination_pin,bharat_sir_eway_data_oct23_nov23_020424.origin_from_state,bharat_sir_eway_data_oct23_nov23_020424.destination_from_state,bharat_sir_eway_data_oct23_nov23_020424.rtn_period,travel_distance,bharat_sir_eway_data_oct23_nov23_020424.transport_mode,bharat_sir_eway_data_oct23_nov23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_oct23_nov23_020424.unit_quantity_code,Quantity (In TON),amount,bharat_sir_eway_data_oct23_nov23_020424.total_tax,bharat_sir_eway_data_oct23_nov23_020424.ewbs_count,bharat_sir_eway_data_oct23_nov23_020424.supplier_gstin_cnt,Cost pre Km per TON
425406,421402,27,27,202310,309,1,@2523,39.08,MTS,39.08,222878.32,62405.94,1,1,18.45673136
442908,400708,27,27,202310,867,1,@2523,32,TON,32,192500,53900,1,1,6.93843714
442908,431121,27,27,202311,541,1,@2523,32,TON,32,585000,163800,3,1,33.79158965
442908,508213,27,36,202311,511,1,@2523,5,TON,5,32812.5,9187.5,1,1,12.84246575
442916,444203,27,27,202311,452,1,@2523,4,MTS,4,18750,5250,1,1,10.37057522
445304,500018,27,36,202310,403,2,@2523,263.6,MTS,263.6,1237306.77,346445.9,1,1,11.64734493
454446,394115,23,24,202310,320,1,@2523,41.6,MTS,41.6,715650.63,200382.18,3,1,53.75981295
454446,462046,23,23,202311,349,1,@2523,35,MTS,35,1104687.5,309312.52,6,1,90.43696275
454446,466115,23,23,202311,302,1,@2523,25,MTS,25,142578.12,39921.88,1,1,18.88451921
454446,466651,23,23,202311,303,1,@2523,30,MTS,30,135000,37800,1,1,14.85148515
454446,473287,23,23,202310,360,1,@2523,36,MTS,36,1547438.76,433282.92,7,1,119.4011389
454446,396580,24,24,202310,406,1,@2523,700,BAG,35,196875,55125,1,1,13.8546798
458441,457887,23,23,202311,324,1,@2523,30,TON,30,140625,39375,1,1,14.46759259
458470,453111,23,23,202310,302,1,@2523,28.76,MTS,28.76,157281.25,44038.76,1,1,18.10844371
458470,465669,23,23,202310,321,1,@2523,18,MTS,18,107718.84,30161.28,1,1,18.64292835
470661,273004,23,9,202310,886,2,@2523,495.2,TON,495.2,4930212,1380459.14,2,1,11.23702214
483880,203207,23,9,202311,793,1,@2523,754.94,TON,754.94,55035126,15409835.2,20,1,91.92938209
483880,227409,23,9,202310,359,2,@2523,799.28,TON,799.28,4581271.56,1282756.04,2,1,15.96587193
483880,227409,23,9,202311,359,2,@2523,799.4,TON,799.4,7918280.84,2217118.64,4,1,27.59130922
483880,227409,23,9,202310,381,2,@2523,818.61,TON,818.61,4692066.24,1313778.54,2,1,15.04395804
483880,461661,23,23,202310,369,1,@2523,25,TON,25,146093.74,40906.26,1,1,15.83671978
483880,462010,23,23,202310,367,2,@2523,723,TON,723,4162345.7,0,2,1,15.68677928
483880,472442,23,23,202311,307,1,@2523,16,TON,16,1104000,309120,12,1,224.7557003
484774,273411,23,9,202311,464,1,@2523,700,BAG,35,162422,45478.16,1,1,10.00135468
485111,209859,23,9,202310,318,1,@2523,40.87,MTS,40.87,164118.39,45953.14,1,1,12.6277359
485111,223222,23,9,202310,319,2,@2523,197.7,MTS,197.7,2130217.5,596460.9,2,1,33.77742947
485111,224120,23,9,202310,375,1,@2523,36.81,MTS,36.81,377670.6,105747.76,2,1,27.36
485111,224120,23,9,202311,375,1,@2523,43.82,MTS,43.82,224796.6,62943.04,1,1,13.68
485111,224181,23,9,202310,394,1,@2523,17,MTS,17,101468.75,28411.25,1,1,15.14911168
485111,226002,23,9,202310,383,1,@2523,41.71,MTS,41.71,169446.88,47445.12,1,1,10.60704992
485111,273303,23,9,202311,490,1,@2523,33.64,MTS,33.64,136662.5,38265.5,1,1,8.290816327
485111,285001,23,9,202310,330,1,@2523,14,MTS,14,61250,17150,1,1,13.25757576
485111,821109,23,10,202310,328,2,@2523,69.9,MTS,69.9,1658377.5,464345.7,5,2,72.33231707
485771,221003,23,9,202310,306,1,@2523,5,MTS,5,128550.32,35993.68,6,1,84.01981699
485771,232101,23,9,202310,316,1,@2523,41.84,MTS,41.84,156900,43932,1,1,11.86708861
485771,232118,23,9,202310,352,1,@2523,43.24,MTS,43.24,324300,90804,2,1,21.30681818
485771,462026,23,23,202311,461,1,@2523,25,MTS,25,2358185.92,660292.08,24,1,204.6148304
485773,450117,23,23,202310,571,1,@2523,30,MTS,30,393750,110250,3,1,22.98598949
486450,208021,23,9,202310,484,1,@2523,30,MTS,30,161718.9,45281.3,1,1,11.13766529
486450,209825,23,9,202310,473,1,@2523,18,MTS,18,95625,26775,1,1,11.23150106
486450,229402,23,9,202310,386,1,@2523,29.79,MTS,29.79,164310.62,46006.98,1,1,14.28919709
486450,242127,23,9,202311,678,1,@2523,41.31,MTS,41.31,697106.25,195189.75,3,1,24.88938053
486450,273413,23,9,202311,404,1,@2523,40.99,MTS,40.99,182533.8,51109.47,1,1,11.02259909
486450,285204,23,9,202311,550,1,@2523,35,MTS,35,202890.62,56809.38,1,1,10.53977247
486776,477441,23,23,202311,668,1,@2523,35,MTS,35,208906.25,58493.76,1,1,8.935254491
488441,209722,23,9,202310,406,1,@2523,41.64,TON,41.64,227718.75,63761.25,1,1,13.46982759
488441,224122,23,9,202310,445,1,@2523,30,TON,30,166406.25,46593.75,1,1,12.46488764
488441,226102,23,9,202311,399,1,@2523,39.77,TON,39.77,217492.19,60897.81,1,1,13.70614051
488441,231216,23,9,202310,403,1,@2523,31,TON,31,697500,195300,4,1,55.83126551
490024,762014,22,21,202311,410,1,@2523,37.28,TON,37.28,722300,202244,4,1,47.25609756
490036,480106,22,23,202311,337,1,@2523,30,MTS,30,778125,217875,6,1,76.96587537
490036,480888,22,23,202311,465,1,@2523,30,MTS,30,908437.5,254362.5,6,1,65.12096774
490036,497778,22,22,202311,460,1,@2523,31,MTS,31,335187.48,93852.48,2,1,23.50543338
490036,754295,22,21,202310,556,1,@2523,37.38,MTS,37.38,80015.25,22404.27,1,1,3.849981812
490036,800007,22,10,202311,773,1,@2523,30,MTS,30,1700625,476175,10,1,73.33441138
491107,764043,22,21,202311,431,1,@2523,31,MTS,31,363281.25,101718.75,3,1,27.18967517
492001,227405,22,9,202310,831,2,@2523,3866.02,MTS,3866.02,19543335.16,5472133.84,1,1,6.083220516
492099,121010,22,6,202311,1323,1,@2523,500,BAG,25,585937.5,164062.5,5,1,17.7154195
493118,480661,22,23,202310,473,1,@2523,10,MTS,10,48281.33,13518.77,1,1,10.20746934
493118,754029,22,21,202310,529,1,@2523,29.99,MTS,29.99,74975,20993,1,1,4.725897921
493118,754029,22,21,202310,529,1,@2523,31.14,MTS,31.14,155700,43596,2,1,9.451795841
493118,754029,22,21,202311,529,1,@2523,35.66,MTS,35.66,178300,49924,2,1,9.451795841
493118,767030,22,21,202310,339,1,@2523,30,MTS,30,4880150.5,1366442.14,27,1,479.857473
493118,770015,22,21,202311,323,1,@2523,21,MTS,21,116484.48,32615.65,1,1,17.1730031
493195,754027,22,21,202310,571,1,@2523,33.65,MTS,33.65,95397.75,26711.37,1,1,4.96497373
493195,764058,22,21,202311,380,1,@2523,25,MTS,25,157812.5,44187.5,1,1,16.61184211
493196,754027,22,21,202311,546,1,@2523,24.3,MTS,24.3,66387.6,18588.53,1,1,5.003663004
493196,754027,22,21,202311,546,1,@2523,29.2,MTS,29.2,79774.4,22336.84,1,1,5.003663004
493196,754027,22,21,202310,546,1,@2523,30.03,MTS,30.03,340540.2,95351.28,4,1,20.76923077
493196,754027,22,21,202311,546,1,@2523,30.1,MTS,30.1,328932.8,92101.2,4,1,20.01465201
493196,754027,22,21,202310,546,1,@2523,30.75,MTS,30.75,348705,97637.4,4,1,20.76923077
493196,754027,22,21,202310,546,1,@2523,34.38,MTS,34.38,682271.1,191035.95,7,1,36.34615385
493196,754027,22,21,202311,546,1,@2523,38.62,MTS,38.62,316529.52,88628.28,3,1,15.01098901
493331,497220,22,22,202311,440,1,@2523,35,TON,35,381718.76,106881.24,2,1,24.78693247
493331,851101,22,10,202310,855,2,@2523,309.5,TON,309.5,731882.39,204927.07,1,1,2.765760243
493332,441905,22,27,202311,322,1,@2523,31,MTS,31,319687.5,89512.5,2,1,32.02639752
493332,496331,22,22,202311,372,1,@2523,15,MTS,15,83437.5,23362.5,1,1,14.95295699
493332,755026,22,21,202310,574,1,@2523,38.9,MTS,38.9,138517.07,38784.78,1,1,6.203571652
493332,757043,22,21,202311,576,1,@2523,28,MTS,28,175000,49000,1,1,10.85069444
493332,759126,22,21,202310,354,1,@2523,35,MTS,35,448437.5,125562.5,2,1,36.19350282
493332,761015,22,21,202311,585,1,@2523,32,MTS,32,397000.32,111160.1,2,1,21.20728205
493332,764058,22,21,202311,411,1,@2523,33.07,MTS,33.07,196352.79,54978.88,1,1,14.44644737
493332,812001,22,10,202310,886,1,@2523,30,MTS,30,206250,57750,1,1,7.759593679
496001,834005,22,20,202310,350,1,@2523,30,TON,30,147654,41343,1,1,14.06228571
501158,414101,27,27,202311,434,1,@2523,33.96,MTS,33.96,204290.63,57201.38,1,1,13.86088744
501158,410218,36,27,202311,650,1,@2523,50.98,MTS,50.98,215071.88,60220.13,1,1,6.490384766
501158,412201,36,27,202310,490,1,@2523,41.58,MTS,41.58,175415.63,49116.38,1,1,8.609694123
501158,412201,36,27,202310,490,1,@2523,50.64,MTS,50.64,427275,119637,2,1,17.21938776
501158,412208,36,27,202311,469,1,@2523,30.5,MTS,30.5,744200,208376,4,1,52.02558635
501158,431001,36,27,202310,485,1,@2523,51.1,MTS,51.1,203601.56,57008.44,1,1,8.215206085
501158,583222,36,29,202310,336,1,@2523,10,MTS,10,52031.25,14568.75,1,1,15.48549107
504218,431401,36,27,202311,358,1,@2523,38.58,MTS,38.58,220026.37,61607.38,1,1,15.93050282
504218,431602,36,27,202310,337,1,@2523,31.24,MTS,31.24,316792.97,88702.03,2,1,30.09086065
504218,431742,36,27,202311,320,1,@2523,25,MTS,25,150390,42109.2,1,1,18.79875
504218,440025,36,27,202311,301,1,@2523,30,MTS,30,140625,39375,1,1,15.5730897
504218,444504,36,27,202311,488,1,@2523,10,MTS,10,60468,16931.04,1,1,12.39098361
504218,444705,36,27,202311,509,1,@2523,30,MTS,30,176718,49481.04,1,1,11.57288802
504218,500032,36,36,202310,312,1,@2523,29.54,MTS,29.54,341556.26,95635.76,2,1,37.05929596
504218,500075,36,36,202311,313,1,@2523,29.84,MTS,29.84,181837.5,50914.5,1,1,19.46884984
504218,501203,36,36,202311,311,1,@2523,31.01,MTS,31.01,358553.12,100394.88,2,1,37.17845607
507101,500072,36,36,202310,310,1,@2523,520,BAG,26,125938.8,35262.86,1,1,15.62516129
508204,502113,36,36,202310,304,1,@2523,30.48,TON,30.48,147637.5,41338.5,1,1,15.93338816
508204,503112,36,36,202311,305,1,@2523,22,TON,22,132343.75,37056.24,1,1,19.72336066
508204,503187,36,36,202310,366,1,@2523,32,MTS,32,555000,155400,3,1,47.38729508
508204,516434,36,37,202310,564,1,@2523,31,TON,31,188906.25,52893.75,1,1,10.80452128
508204,523116,36,37,202310,327,1,@2523,12,TON,12,144000,40320,2,1,36.69724771
508204,524344,36,37,202310,408,1,@2523,34.53,TON,34.53,134882.81,37767.18,1,1,9.574141979
508204,533401,36,37,202310,400,1,@2523,26.5,TON,26.5,142851.56,39998.43,1,1,13.47656226
508204,533432,36,37,202310,355,1,@2523,13,TON,13,89240.79,24987.42,1,1,19.33711593
508204,572228,36,29,202311,792,1,@2523,31.5,TON,31.5,177054.96,49575.38,1,1,7.096960077
508204,585402,36,29,202311,364,1,@2523,8,MTS,8,35625,9975,1,1,12.23385989
508204,764036,36,21,202311,663,1,@2523,32,TON,32,179500,50260,1,1,8.460595777
508204,764047,36,21,202311,383,1,@2523,32,TON,32,648000,181440,4,1,52.87206266
508218,560049,36,29,202311,725,1,@2523,3,MTS,3,18900,5292,1,1,8.689655172
508218,632007,36,33,202311,553,1,@2523,36,MTS,36,211860,59320.8,1,1,10.64195298
508246,502310,36,36,202310,316,1,@2523,4.4,TON,4.4,23375,6545,1,1,16.81170886
508246,505214,36,36,202311,311,1,@2523,35,TON,35,500390.61,140109.36,3,1,45.97065779
508246,505331,36,36,202310,436,1,@2523,6.5,MTS,6.5,40116.7,11232.68,1,1,14.15550459
508246,505331,36,36,202310,436,1,@2523,30,TON,30,133125,37275,1,1,10.17775229
508246,505402,36,36,202310,334,1,@2523,43.18,MTS,43.18,229393.75,64230.26,1,1,15.90568862
508246,517325,36,37,202311,637,1,@2523,31,TON,31,159843,44756.04,1,1,8.094546007
508246,531028,36,37,202310,460,1,@2523,36,MTS,36,435374,121906,2,1,26.29070048
508246,531031,36,37,202311,464,1,@2523,35.66,TON,35.66,144423,40438.44,1,1,8.728448276
508246,531031,36,37,202310,464,1,@2523,36.08,TON,36.08,730620,204573.6,5,1,43.64224138
515408,637301,33,33,202311,520,1,@2523,40.04,MTS,40.04,237737.5,66566.5,1,1,11.41826923
515408,560102,37,29,202310,308,1,@2523,15,MTS,15,55185,15451.8,1,1,11.94480519
515408,562108,37,29,202310,392,1,@2523,5,MTS,5,55468.76,15531.26,2,1,28.30038776
515408,562159,37,29,202310,343,1,@2523,37,mts,37,158984.37,44515.62,1,1,12.52733197
515408,600004,37,33,202310,434,1,@2523,27.24,MTS,27.24,161737.5,45286.5,1,1,13.68087558
515408,613203,37,33,202310,708,1,@2523,40.18,MTS,40.18,238568.75,66799.25,1,1,8.386299435
515408,635115,37,33,202311,360,1,@2523,16,MTS,16,92500,25900,1,1,16.05902778
515408,635653,37,33,202311,432,1,@2523,11,MTS,11,123750,34650,2,1,26.04166667
515415,577139,37,29,202311,601,1,@2523,31,MTS,31,358437.5,100362.5,2,1,19.23876872
515415,600056,37,33,202311,413,1,@2523,40.02,MTS,40.02,237618.75,66533.25,1,1,14.37651332
515415,631501,37,33,202310,364,1,@2523,44.94,MTS,44.94,266831.25,74712.75,1,1,16.31181319
515415,641402,37,33,202311,626,1,@2523,39.74,MTS,39.74,235798.48,66023.58,1,1,9.47848234
515415,671316,37,32,202311,647,1,@2523,39.38,MTS,39.38,270737.5,75806.5,1,1,10.625966
516289,572107,37,29,202310,350,1,@2523,35.22,MTS,35.22,176100,49308,1,1,14.28571429
516289,572201,37,29,202310,418,1,@2523,7,MTS,7,27365.52,7662.35,1,1,9.352535885
516289,573201,37,29,202310,454,1,@2523,31.04,MTS,31.04,111744,31288.32,1,1,7.929515419
516289,600118,37,33,202311,333,2,@2523,130,MTS,130,2775552,777154.56,4,1,64.11531532
516289,670504,37,32,202310,599,1,@2523,39.94,MTS,39.94,262106,73390,1,1,10.95574915
516309,744101,37,35,202310,1766,4,@2523,30,MTS,30,4350000,1218000,24,1,82.10645527
516310,572114,37,29,202310,423,1,@2523,18,MTS,18,117337.5,32854.5,1,1,15.4107565
516311,560004,37,29,202311,330,1,@2523,31.98,TON,31.98,458304,128325.51,3,1,43.42714196
516311,560097,37,29,202310,322,1,@2523,31.88,TON,31.88,179325,50211,1,1,17.4689441
516311,673014,37,32,202311,686,2,@2523,63.9,TON,63.9,645990,180876,2,1,14.73671964
516433,522004,37,37,202310,436,1,@2523,32,MTS,32,161641.97,0,1,1,11.58557698
516433,560049,37,29,202311,321,1,@2523,34.83,MTS,34.83,219320.36,61409.64,1,1,19.61645125
516433,562112,37,29,202310,364,1,@2523,36,MTS,36,213750,59850,1,1,16.31181319
516433,571232,37,29,202311,557,1,@2523,36,MTS,36,1808855.1,506479.43,8,1,90.20821364
516433,575001,37,29,202311,663,1,@2523,12,MTS,12,67500,18900,1,1,8.484162896
516433,581108,37,29,202311,365,2,@2523,25,MTS,25,148437.5,41562.5,1,1,16.26712329
516433,591136,37,29,202310,461,1,@2523,30.73,MTS,30.73,123780.44,34658.52,2,1,8.737527115
516433,591136,37,29,202310,461,1,@2523,35.08,MTS,35.08,70651.12,19782.31,1,1,4.368763557
516433,591136,37,29,202310,461,1,@2523,35.29,MTS,35.29,355370.3,99503.7,5,1,21.84381779
517503,462039,37,23,202310,1439,1,@2523,170,BAG,8.5,47148.43,13201.56,1,1,3.854672771
518003,563134,37,29,202311,377,1,@2523,300,BAG,15,86718.75,24281.25,1,1,15.33488064
518123,570015,37,29,202310,428,1,@2523,26,MTS,26,121688.84,34072.88,1,1,10.93537383
518123,575015,37,29,202311,627,1,@2523,10,MTS,10,68437.5,19162.5,1,1,10.91507177
518123,577533,37,29,202311,369,1,@2523,7.48,MTS,7.48,26778.4,7497.95,1,1,9.701897019
518123,577533,37,29,202311,369,1,@2523,10.28,MTS,10.28,36802.4,10304.67,1,1,9.701897019
518123,581204,37,29,202310,375,1,@2523,40.86,MTS,40.86,236221.88,66142.13,1,1,15.41666699
518123,603107,37,33,202311,422,1,@2523,34.68,MTS,34.68,125715,35200.2,1,1,8.590047393
518123,636115,37,33,202311,514,1,@2523,25.7,MTS,25.7,523637.5,146618.5,5,1,39.64007782
518124,563114,37,29,202311,379,1,@2523,29.64,MTS,29.64,175987.5,49276.5,1,1,15.66622691
518124,581320,37,29,202310,605,1,@2523,32,MTS,32,180000,50400,1,1,9.297520661
518124,606806,37,33,202311,436,1,@2523,25,MTS,25,151797,42503.16,1,1,13.92633028
518124,639117,37,33,202311,617,1,@2523,10,MTS,10,124562.5,34877.5,2,1,20.18841167
518206,560053,37,29,202310,351,1,@2523,35,MTS,35,172265.62,48234.37,1,1,14.02243549
518206,590006,37,29,202310,486,1,@2523,35.35,MTS,35.35,109585,30683.8,1,1,6.378600823
518206,688538,37,32,202310,924,1,@2523,39.33,MTS,39.33,136733.1,38285.27,1,1,3.76251069
518206,688538,37,32,202310,924,1,@2523,39.66,MTS,39.66,137880.37,38606.5,1,1,3.762510833
518220,570017,37,29,202310,460,1,@2523,36,MTS,36,7615980,2132487,54,1,459.9021739
518220,577427,37,29,202310,390,1,@2523,1,MTS,1,5578,1562,1,1,14.3025641
518220,600055,37,33,202311,420,1,@2523,27.5,MTS,27.5,156836,43914,1,1,13.57887446
518220,635103,37,33,202310,337,1,@2523,1,MTS,1,11265,3155,2,1,33.4272997
518220,641664,37,33,202310,650,1,@2523,1,MTS,1,6156,1724,1,1,9.470769231
518220,670011,37,32,202310,632,1,@2523,15,MTS,15,84844,23756,1,1,8.94978903
518508,508213,37,36,202310,401,1,@2523,30,MTS,30,548460,153568.8,3,1,45.59102244
518508,517503,37,37,202311,322,1,@2523,26,MTS,26,130000,0,1,1,15.52795031
518508,517589,37,37,202310,379,1,@2523,35.72,MTS,35.72,206506.24,57821.76,1,1,15.25395704
518508,534198,37,37,202311,412,1,@2523,6,MTS,6,37500,10500,1,1,15.16990291
518508,534447,37,37,202310,410,1,@2523,10,MTS,10,62500,17500,1,1,15.24390244
518508,562101,37,29,202311,346,1,@2523,38,MTS,38,165656.25,46383.75,1,1,12.59934971
518508,563116,37,29,202310,390,1,@2523,40.36,MTS,40.36,208106.25,58269.75,1,1,13.22115385
518508,583135,37,29,202311,310,1,@2523,33.9,MTS,33.9,195984.37,54875.63,1,1,18.64919307
518508,587101,37,29,202311,369,1,@2523,34,MTS,34,414375,116025,2,1,33.02845528
518508,591237,37,29,202310,608,1,@2523,39.24,MTS,39.24,441450,123606,2,1,18.50328947
518508,632506,37,33,202310,386,1,@2523,35.29,MTS,35.29,209534.37,58669.63,1,1,15.38212399
518508,642126,37,33,202310,826,1,@2523,35,MTS,35,273437.5,76562.5,2,1,9.458232446
521175,533408,37,37,202311,362,1,@2523,300,NOS,,79687.5,22312.5,1,1,#DIV/0!
521175,635110,37,33,202311,801,2,@2523,69.85,MTS,69.85,425385.8,119108.03,1,1,7.602983743
521457,414001,37,27,202310,751,1,@2523,18.75,MTS,18.75,97853,27399,1,1,6.949169996
521457,431401,37,27,202311,606,1,@2523,36,MTS,36,157500,44100,1,1,7.219471947
521457,517416,37,37,202310,589,1,@2523,5,MTS,5,56250,15750,2,1,19.10016978
521457,523230,37,37,202311,310,1,@2523,27,MTS,27,270000,75600,2,1,32.25806452
521457,531118,37,37,202310,458,1,@2523,31,MTS,31,184066,51538,1,1,12.96422031
521457,603107,37,33,202311,594,1,@2523,14,MTS,14,58100,16268,1,1,6.986531987
521457,603305,37,33,202310,609,1,@2523,22,MTS,22,566554,158635,5,1,42.28646067
521457,635301,37,33,202310,850,1,@2523,16,MTS,16,110000,30800,1,1,8.088235294
522414,494001,22,22,202310,496,1,@2523,31,MTS,31,323562.65,90597.54,3,1,21.04335653
522414,507136,37,36,202311,450,1,@2523,11,TON,11,1172359.31,328260.56,16,1,236.8402646
522414,517501,37,37,202310,409,1,@2523,35.77,MTS,35.77,116252.5,32550.7,1,1,7.946210269
522414,531031,37,37,202311,472,1,@2523,35.26,MTS,35.26,449565,125878.2,4,2,27.01271186
522421,517640,37,37,202311,401,1,@2523,12,MTS,12,70312.56,19687.52,1,1,14.6119202
522437,494001,37,22,202311,505,1,@2523,2,TON,2,6321.5,1770.02,1,1,6.258910891
522437,516630,37,37,202311,380,1,@2523,15,TON,15,92578.12,25921.88,1,1,16.24177544
522437,533001,37,37,202310,341,1,@2523,29.52,TON,29.52,170662.5,47785.5,1,1,16.95381232
522437,764061,37,21,202311,543,1,@2523,34.84,TON,34.84,604256.25,169191.75,3,1,31.94060773
522614,516259,37,37,202311,349,1,@2523,26.5,BAG,1.325,113867.18,31882.82,1,1,246.2392388
522614,524302,37,37,202311,330,1,@2523,36,BAG,1.8,281250,78750,2,1,473.4848485
522614,535240,37,37,202311,544,1,@2523,35.4,MTS,35.4,145140,0,1,1,7.536764706
524402,635751,37,33,202311,315,1,@2523,500,BAG,25,187500,52500,2,1,23.80952381
531055,761015,37,21,202311,338,1,@2523,11,MTS,11,275515.64,77144.39,4,1,74.10318451
531055,764056,6,21,202310,301,1,@2523,20,TON,20,131250,36750,1,1,21.80232558
532201,508206,37,36,202310,676,1,@2523,720,BAG,36,149061.6,41737.25,1,1,6.125147929
533101,522647,37,37,202311,312,1,@2523,720,BAG,36,191250,53550,1,1,17.02724359
560043,582102,29,29,202311,429,1,@2523,1187,KGS,1.187,300251.65,84070.46,1,1,589.6270396
561203,574240,29,29,202310,303,1,@2523,33.73,MTS,33.73,200271.88,56076.14,1,1,19.59571006
561213,600056,29,33,202310,341,1,@2523,43.71,TON,43.71,196421.81,54998.11,1,1,13.17815232
577201,591201,29,29,202311,375,1,@2523,400,bag,20,98437.5,27562.5,1,1,13.125
583101,413001,29,27,202311,363,1,@2523,400,BAG,20,229200,64176,2,1,31.57024793
583115,581320,29,29,202311,433,1,@2523,17,TON,17,220468.76,61731.24,2,1,29.95092515
583115,581343,29,29,202310,377,1,@2523,17,TON,17,541875,151725,5,1,84.54907162
583222,573102,29,29,202311,403,1,@2523,500,BAG,25,296880,83126.4,2,1,29.46699752
583228,577101,29,29,202310,304,1,@2523,33,MTS,33,206250,57750,1,1,20.55921053
583228,581350,29,29,202311,350,1,@2523,25,MTS,25,164062.5,45937.5,1,1,18.75
583275,403803,29,37,202310,383,1,@2523,35.64,MTS,35.64,189337.5,53014.5,1,1,13.87075718
583275,562114,29,29,202310,350,1,@2523,6,MTS,6,38436,10762.08,1,1,18.30285714
583275,563114,29,29,202311,404,1,@2523,15,MTS,15,91410,25594.8,1,1,15.08415842
583275,577424,29,29,202311,315,1,@2523,10,MTS,10,58590,16405.2,1,1,18.6
583275,683101,29,32,202311,855,1,@2523,1437.8,MTS,1437.8,552223034.6,154622450.2,72,1,449.210526
585211,410218,29,27,202310,550,1,@2523,29.48,MTS,29.48,248221.6,69502.04,2,1,15.30909091
585211,411041,29,27,202310,440,1,@2523,34.36,MTS,34.36,144655.6,40503.57,1,1,9.568181818
585211,412105,29,27,202310,441,1,@2523,29.24,MTS,29.24,178364,49941.92,1,1,13.83219955
585211,412207,29,27,202310,441,1,@2523,34.4,MTS,34.4,419680,117510.4,2,1,27.66439909
585211,412219,29,27,202310,371,2,@2523,4107.42,MTS,4107.42,10268550,2875194,1,1,6.738544474
585211,416006,29,27,202310,348,1,@2523,30.16,MTS,30.16,172006.4,48161.79,1,1,16.38830452
585211,515321,29,37,202310,522,1,@2523,26,MTS,26,140966.8,39470.7,1,1,10.38659004
585211,580025,29,29,202311,369,1,@2523,35.12,MTS,35.12,203037.5,56850.5,1,1,15.66734417
585222,402304,29,27,202310,604,1,@2523,31.97,MTS,31.97,189821.88,53150.13,1,1,9.830298272
585222,410206,29,27,202310,559,1,@2523,34.96,MTS,34.96,1311000,367080,16,1,67.08407871
585222,410401,29,27,202311,497,2,@2523,128.8,MTS,128.8,784875,219765,1,1,12.2610664
585222,410506,29,27,202311,485,1,@2523,34.73,MTS,34.73,211853,59318.84,1,1,12.57731959
585222,410507,29,27,202311,485,1,@2523,34.76,MTS,34.76,212036,59370.08,1,1,12.57731959
585222,411046,29,27,202311,454,1,@2523,34.85,MTS,34.85,212585,59523.8,1,1,13.43612335
585222,412101,29,27,202310,471,1,@2523,30.16,MTS,30.16,183976,51513.28,1,1,12.95116773
585222,412201,29,27,202310,427,1,@2523,35.19,MTS,35.19,82476.56,23093.44,1,1,5.488875712
585222,412207,29,27,202311,434,1,@2523,30.37,MTS,30.37,185257,51871.96,1,1,14.05529954
585222,412219,29,27,202310,380,1,@2523,16.38,MTS,16.38,40950,11466,1,1,6.578947368
585222,412219,29,27,202311,380,1,@2523,30.49,MTS,30.49,152450,42686,2,1,13.15789474
585222,412219,29,27,202310,380,1,@2523,33.78,MTS,33.78,84450,23646,1,1,6.578947368
585222,412219,29,27,202310,380,1,@2523,43.49,MTS,43.49,108725,30443,1,1,6.578947368
585222,415304,29,27,202310,400,1,@2523,19,MTS,19,110140.15,30839.24,1,1,14.492125
585222,416102,29,27,202310,397,1,@2523,34.96,MTS,34.96,199381.25,55826.75,1,1,14.36555416
585222,431005,29,27,202310,482,1,@2523,32.62,MTS,32.62,186035.95,52090.06,1,1,11.83221034
585222,431721,29,27,202310,388,1,@2523,10,MTS,10,57500,16100,1,1,14.81958763
585222,503224,29,36,202310,344,1,@2523,10,MTS,10,259374.73,72624.92,4,1,75.39963081
585222,515871,29,37,202310,335,1,@2523,5,MTS,5,32031.25,8968.75,1,1,19.12313433
585222,516001,29,37,202311,433,1,@2523,1,MTS,1,3200,896,1,1,7.390300231
585222,517247,29,37,202310,571,1,@2523,4,MTS,4,22812.5,6387.5,1,1,9.98795972
585222,522437,29,37,202311,365,1,@2523,6.44,MTS,6.44,20608,5770.24,1,1,8.767123288
585222,522437,29,37,202311,365,1,@2523,35.59,MTS,35.59,113888,31888.64,1,1,8.767123288
585222,577301,29,29,202310,507,1,@2523,35,MTS,35,442968.25,124031.12,2,1,24.96298957
585222,583137,29,29,202311,381,1,@2523,5,MTS,5,30859.38,8640.62,1,1,16.19914961
585222,591124,29,29,202311,392,1,@2523,31,MTS,31,353593.76,99006.24,2,1,29.09757735
585222,591201,29,29,202310,348,1,@2523,16,MTS,16,153600,0,3,1,27.5862069
585222,591317,29,29,202310,332,1,@2523,21,MTS,21,607031.25,169968.8,5,1,87.06701807
585225,403001,29,30,202311,521,1,@2523,25.94,TON,25.94,117508.2,32902.3,1,1,8.694817658
585225,403001,29,30,202311,521,1,@2523,32.76,TON,32.76,148402.8,41552.78,1,1,8.694817658
585225,590003,29,29,202311,372,1,@2523,12,TON,12,70312.5,19687.5,1,1,15.75100806
585292,410218,29,27,202310,558,2,@2523,1910.55,MTS,1910.55,6639753.52,1859130.99,1,1,6.228154121
585292,413105,29,27,202311,325,2,@2523,392.4,MTS,392.4,3877747.81,1085769.4,2,1,30.40655383
585292,416220,29,27,202311,482,1,@2523,30,MTS,30,4533947.4,1269505.37,32,1,313.5509959
585305,396230,29,26,202310,759,1,@2523,24.5,TON,24.5,160781.24,45018.74,2,1,8.646244522
