start_pin,destination_pin,bharat_sir_eway_data_jun23_jul23_020424.origin_from_state,bharat_sir_eway_data_jun23_jul23_020424.destination_from_state,bharat_sir_eway_data_jun23_jul23_020424.rtn_period,travel_distance,bharat_sir_eway_data_jun23_jul23_020424.transport_mode,bharat_sir_eway_data_jun23_jul23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_jun23_jul23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_jun23_jul23_020424.total_tax,bharat_sir_eway_data_jun23_jul23_020424.ewbs_count,bharat_sir_eway_data_jun23_jul23_020424.supplier_gstin_cnt,Cost pre Km per TON
508204,431601,36,27,202306,530,1,@2523,32,MTS,32,115000,32200,1,1,6.780660377
508204,431601,36,27,202307,530,1,@2523,35,MTS,35,503125,140875,4,1,27.12264151
508204,441002,36,27,202307,723,1,@2523,20,MTS,20,151562.4,42437.47,2,1,10.48149378
508204,505301,36,36,202306,318,1,@2523,12.5,MTS,12.5,77148.44,21601.56,1,1,19.40841258
508204,516227,36,37,202306,339,1,@2523,15,TON,15,79218.75,22181.25,1,1,15.57890855
508204,517644,36,37,202306,483,1,@2523,10,TON,10,48437.5,13562.5,1,1,10.02846791
508204,518221,36,37,202307,474,1,@2523,1,TON,1,5125,1435,1,1,10.81223629
508204,518395,36,37,202307,493,1,@2523,2,TON,2,10468.75,2931.25,1,1,10.61739351
508204,518467,36,37,202306,409,1,@2523,2,TON,2,10062.5,2817.5,1,1,12.30134474
508204,524129,36,37,202306,469,1,@2523,29.79,TON,29.79,144295.31,40402.68,1,1,10.32782498
508204,532456,36,37,202306,729,1,@2523,12,TON,12,152437.5,42682.5,2,1,17.42541152
508204,533244,36,37,202307,301,1,@2523,25.5,TON,25.5,139054.68,38935.31,1,1,18.11669338
508204,535204,36,37,202307,564,1,@2523,38.26,TON,38.26,185321.87,51890.12,1,1,8.588208988
508204,535591,36,37,202307,612,1,@2523,14.5,TON,14.5,173329.9,48532.37,2,1,19.5323304
508204,560076,36,29,202306,765,1,@2523,25,TON,25,135937.5,38062.5,1,1,7.107843137
508204,572116,36,29,202306,679,1,@2523,15,TON,15,74296.87,20803.12,1,1,7.294734413
508204,583227,36,29,202306,529,1,@2523,30,TON,30,136875,38325,1,1,8.624763705
508204,602024,36,33,202307,568,1,@2523,26,TON,26,139343.75,39016.25,1,1,9.435519366
508204,606803,36,33,202307,733,1,@2523,6,TON,6,32156.25,9003.75,1,1,7.311562074
508218,533262,36,37,202307,333,1,@2523,11.5,MTS,11.5,136835.62,38313.98,2,1,35.73198068
508218,571401,36,29,202307,835,1,@2523,31,MTS,31,360840,101035.2,2,1,13.94011976
508246,440033,27,27,202307,694,1,@2523,560,BAG,28,109177.6,30569.72,1,1,5.618443804
508246,410505,36,27,202306,848,1,@2523,35.5,MTS,35.5,399374,111826,2,1,13.26647622
508246,503302,36,36,202307,353,1,@2523,40.19,MTS,40.19,155516.41,43544.6,1,1,10.96184131
508246,504201,36,36,202307,345,1,@2523,32,MTS,32,354995.2,99398.64,2,1,32.15536232
508246,505301,36,36,202306,323,1,@2523,4,TON,4,106125,29715,6,2,82.14009288
508246,505302,36,36,202306,336,1,@2523,6,MTS,6,33280.8,9318.62,1,1,16.50833333
508246,505402,36,36,202306,334,1,@2523,33.82,MTS,33.82,163815.29,45868.28,1,1,14.50221585
508246,516115,36,37,202307,506,1,@2523,11,TON,11,116875,32725,2,1,20.99802372
508246,530003,36,37,202307,511,1,@2523,35,TON,35,169531.25,47468.75,1,1,9.478962818
508246,533436,36,37,202306,398,1,@2523,34.1,MTS,34.1,170500,47740,1,1,12.56281407
508246,584123,36,29,202306,442,1,@2523,30,TON,30,149062.5,41737.5,1,1,11.24151584
508246,764039,36,21,202306,657,1,@2523,35.23,MTS,35.23,124956.23,34987.74,1,1,5.398584471
508355,524344,36,37,202306,313,1,@2523,36.8,MTS,36.8,107237.5,30026.5,1,1,9.310103834
508355,532401,36,37,202306,642,1,@2523,36,MTS,36,154687.5,43312.5,1,1,6.692951713
515408,620006,33,33,202307,614,1,@2523,40.24,TON,40.24,150900,42252,1,1,6.107491857
515408,637301,33,33,202307,520,1,@2523,39.92,MTS,39.92,142215,39820.2,1,1,6.850961538
515408,563101,37,29,202307,327,1,@2523,31,MTS,31,515859.36,144440.61,3,1,50.88875999
515408,563113,37,29,202307,337,1,@2523,32,MTS,32,160000,44800,1,1,14.83679525
515408,572201,37,29,202306,402,1,@2523,32,MTS,32,175500,49140,1,1,13.64272388
515408,577301,37,29,202307,336,1,@2523,32,MTS,32,302500,84700,2,1,28.1343006
515408,600063,37,33,202306,421,1,@2523,40.2,MTS,40.2,155461.04,43529.09,1,1,9.185724584
515408,614616,37,33,202306,705,1,@2523,23,MTS,23,73671.76,20628.09,1,1,4.543432624
515408,636008,37,33,202306,501,1,@2523,31,MTS,31,159843.75,44756.25,1,1,10.29191617
515408,690106,37,32,202307,932,1,@2523,188.7,MTS,188.7,810820.31,227029.69,1,1,4.610380887
515411,520003,37,37,202307,425,1,@2523,650,BAG,32.5,3656250,1023750,20,1,264.7058824
515415,517590,37,37,202306,313,1,@2523,21,MTS,21,121406.25,33993.76,1,1,18.47044728
515415,524121,37,37,202306,341,1,@2523,34,MTS,34,2855469.6,799531.5,15,1,246.288563
515415,562107,37,29,202307,301,1,@2523,31,MTS,31,152578.28,42721.92,1,1,16.3517608
515415,571104,37,29,202307,508,1,@2523,30.32,MTS,30.32,118437.5,33162.5,1,1,7.689468504
515415,600117,37,33,202306,391,1,@2523,26,MTS,26,111718.75,31281.25,1,1,10.98945013
515415,631501,37,33,202306,364,1,@2523,44.8,MTS,44.8,448000,125440,2,1,27.47252747
515415,641001,37,33,202307,633,1,@2523,35.12,MTS,35.12,184632.86,51697.21,1,1,8.30521309
515415,641001,37,33,202306,633,1,@2523,40.76,MTS,40.76,483701.36,135436.4,2,1,18.74732996
515415,641001,37,33,202307,633,1,@2523,45.68,MTS,45.68,271043.65,75892.23,1,1,9.373665073
515415,680001,37,32,202307,739,1,@2523,44.28,MTS,44.28,227005.85,63561.64,1,1,6.93721251
515415,682003,37,32,202306,816,1,@2523,39.88,MTS,39.88,252871.1,70803.91,1,1,7.770588112
516289,562159,37,29,202306,319,1,@2523,35,MTS,35,2997982.8,839435.39,22,1,268.5161487
516289,573220,37,29,202306,452,1,@2523,37.12,MTS,37.12,197200,55216,1,1,11.75331858
516289,575011,37,29,202306,633,1,@2523,38.16,MTS,38.16,220613,61772,1,1,9.133117066
516289,600015,37,33,202306,345,1,@2523,29.72,MTS,29.72,148600,41608,1,1,14.49275362
516289,600077,37,33,202307,319,1,@2523,26.32,MTS,26.32,168592.23,47205.82,2,1,20.07987418
516289,600077,37,33,202306,319,1,@2523,30.72,MTS,30.72,302789.84,84781.15,3,1,30.89793136
516289,600077,37,33,202307,319,1,@2523,35.46,MTS,35.46,574324.34,160810.81,5,1,50.77241344
516289,600077,37,33,202307,319,1,@2523,40.98,MTS,40.98,132976.82,37233.51,1,1,10.17216289
516289,600077,37,33,202307,319,1,@2523,42.9,MTS,42.9,1105208.67,309458.44,8,1,80.75999956
516289,601206,37,33,202306,326,1,@2523,29.32,MTS,29.32,148891,41689,1,1,15.57710978
516289,638056,37,33,202307,543,1,@2523,29.2,MTS,29.2,152844,42796,1,1,9.639748732
516289,639002,37,33,202306,555,1,@2523,21,MTS,21,78160.32,21884.89,1,1,6.706162162
516289,641103,37,33,202306,603,2,@2523,489.9,MTS,489.9,4105989.08,1149676.94,2,1,13.89930351
516289,670009,37,32,202306,589,1,@2523,35,MTS,35,656250,183750,5,1,31.8336163
516289,670010,37,32,202307,586,1,@2523,17.5,MTS,17.5,67988,19037,1,1,6.629741589
516309,577548,37,29,202307,515,1,@2523,2,MTS,2,55000,15400,5,1,53.39805825
516309,581350,37,29,202306,592,1,@2523,3,MTS,3,70256.25,19671.75,4,1,39.55869932
516309,581401,37,29,202307,484,1,@2523,1,MTS,1,16187.51,4532.51,3,1,33.4452686
516310,560064,37,29,202306,330,1,@2523,39.13,MTS,39.13,207878.13,58205.88,1,1,16.09848524
516310,562157,37,29,202306,330,1,@2523,32.08,MTS,32.08,155387.5,43508.5,1,1,14.6780303
516310,562157,37,29,202306,330,1,@2523,32.5,MTS,32.5,157421.88,44078.13,1,1,14.67803077
516310,577001,37,29,202306,383,1,@2523,5,MTS,5,24218.75,6781.25,1,1,12.64686684
516310,600120,37,33,202307,342,2,@2523,693.67,MTS,693.67,4293080.62,1202062.38,2,1,18.09630993
516310,600120,37,33,202306,342,2,@2523,695.2,MTS,695.2,8605099.4,2409427.52,4,1,36.1926199
516311,637301,33,33,202307,509,1,@2523,29.68,   ,,108350.4,30338.12,1,1,#DIV/0!
516311,670353,33,32,202306,669,1,@2523,39.8,   ,,156401.26,43792.35,1,1,#DIV/0!
516311,562114,37,29,202307,319,1,@2523,39.8,TON,39.8,203856,57079.57,1,1,16.05645784
516311,562114,37,29,202306,319,1,@2523,40.26,TON,40.26,618635.72,173217.84,3,1,48.1693226
516311,562114,37,29,202307,319,1,@2523,41.7,TON,41.7,213587,59804.47,1,1,16.05639626
516311,570015,37,29,202307,470,1,@2523,42,TON,42,223125,62475,1,1,11.30319149
516311,601203,37,33,202306,343,1,@2523,40.1,TON,40.1,209898,58772,1,1,15.2605367
516311,638458,37,33,202306,589,1,@2523,39.82,TON,39.82,217766,60974,1,1,9.284820743
516433,410208,37,27,202307,1031,2,@2523,74,MTS,74,315656.25,88383.75,1,1,4.137366634
516433,500075,37,36,202307,365,1,@2523,30.1,MTS,30.1,134039.06,37530.94,1,1,12.20034224
516433,500085,37,36,202307,377,1,@2523,4,MTS,4,23750,6650,1,1,15.74933687
516433,517425,37,37,202307,337,1,@2523,26,MTS,26,735312.5,205887.5,6,1,83.92062315
516433,533435,37,37,202306,701,1,@2523,22,MTS,22,130625,36575,1,1,8.470042796
516433,560068,37,29,202306,351,1,@2523,36,MTS,36,894375,250425,5,1,70.77991453
516433,560074,37,29,202307,356,1,@2523,38.02,MTS,38.02,178218.75,49901.25,1,1,13.16713483
516433,570007,37,29,202307,470,1,@2523,29.77,MTS,29.77,130243.75,36468.25,1,1,9.308510638
516433,570015,37,29,202306,469,1,@2523,35,MTS,35,1155948.55,323665.59,5,1,70.42025891
516433,591123,37,29,202306,430,2,@2523,25,MTS,25,277343.74,77656.26,2,1,25.79941767
516433,621705,37,33,202307,566,1,@2523,36.42,MTS,36.42,110279.76,30878.33,1,1,5.349823322
516433,621705,37,33,202307,566,1,@2523,37.55,MTS,37.55,113701.4,31836.39,1,1,5.349823322
516433,621705,37,33,202307,566,1,@2523,45.14,MTS,45.14,136683.92,38271.5,1,1,5.349823322
516433,621705,37,33,202307,566,1,@2523,49.92,MTS,49.92,151157.76,42324.17,1,1,5.349823322
518123,517590,37,37,202307,337,1,@2523,16,MTS,16,92500,25900,1,1,17.15504451
518123,560099,37,29,202306,306,1,@2523,7,MTS,7,60652.76,16982.78,2,1,28.31594771
518123,580020,37,29,202307,349,1,@2523,33.68,MTS,33.68,171031.25,47888.75,1,1,14.55050143
518123,636115,37,33,202307,514,1,@2523,1.12,MTS,1.12,4592,1285.76,1,1,7.976653696
518124,600122,33,33,202307,421,1,@2523,34,MTS,34,176640.64,57343.78,1,1,12.34041079
518124,517644,37,37,202306,330,1,@2523,25.04,MTS,25.04,121287.25,33960.44,1,1,14.67800005
518124,562129,37,29,202307,309,1,@2523,11,MTS,11,102987.2,28836.42,2,1,30.29926449
518124,600017,37,33,202306,415,1,@2523,39.72,MTS,39.72,152052.93,42574.82,1,1,9.224385761
518124,600119,37,33,202306,435,1,@2523,25,MTS,25,123000,34440,1,1,11.31034483
518124,606108,37,33,202306,545,1,@2523,31,MTS,31,156743.75,43888.25,1,1,9.277522936
518124,606202,37,33,202306,478,1,@2523,20,MTS,20,80691.7,22593.68,1,1,8.440554393
518124,678651,37,32,202306,741,1,@2523,40.1,MTS,40.1,153507.61,42982.13,1,1,5.166153779
518220,517127,37,37,202306,325,1,@2523,30,MTS,30,154688,43312,1,1,15.8654359
518220,560062,37,29,202306,333,1,@2523,1,MTS,1,59510,16663,15,1,178.7087087
518220,563101,37,29,202307,315,1,@2523,12,MTS,12,72562,20318,1,1,19.1962963
518220,577217,37,29,202307,373,1,@2523,6,MTS,6,31969,8951,1,1,14.28462913
518220,600052,37,33,202307,411,1,@2523,18.5,MTS,18.5,393124,110076,4,1,51.7030315
518220,600056,37,33,202306,426,1,@2523,1,MTS,1,5312,1488,1,1,12.46948357
518220,602108,37,33,202307,466,1,@2523,1,MTS,1,5781,1619,1,1,12.4055794
518220,606710,37,33,202306,512,1,@2523,1,MTS,1,5422,1518,1,1,10.58984375
518220,632104,37,33,202306,385,1,@2523,36,MTS,36,212062,59378,1,1,15.3002886
518220,632311,37,33,202306,389,1,@2523,30,MTS,30,487968,136632,3,1,41.81388175
518220,636807,37,33,202306,461,1,@2523,36,MTS,36,602436,168684,3,1,36.30007231
518220,638656,37,33,202306,647,1,@2523,1,MTS,1,17672,4948,3,1,27.3137558
518220,670511,37,32,202306,683,1,@2523,18.5,MTS,18.5,104062,29138,1,1,8.235685173
518220,683572,37,32,202306,811,1,@2523,21,MTS,21,76781,21499,1,1,4.508308379
518508,500083,37,36,202306,320,1,@2523,21,MTS,21,519881.22,145566.78,7,1,77.36327679
518508,501301,37,36,202306,312,1,@2523,30.4,MTS,30.4,273125,76475,2,1,28.79607372
518508,507101,37,36,202306,454,1,@2523,20,MTS,20,112500,31500,1,1,12.38986784
518508,517640,37,37,202307,359,1,@2523,29.62,MTS,29.62,134215.62,37580.38,1,1,12.62186583
518508,521344,37,37,202307,406,1,@2523,10,MTS,10,106260,29752.8,2,1,26.17241379
518508,560066,37,29,202306,405,1,@2523,0.1,MTS,0.1,625,175,1,1,15.43209877
518508,560068,37,27,202307,429,1,@2523,32,MTS,32,162500,45500,1,1,11.83712121
518508,572138,37,29,202307,389,1,@2523,38.98,MTS,38.98,383709.38,107438.62,2,1,25.30527025
518508,572214,37,29,202306,506,1,@2523,32,MTS,32,167500,46900,1,1,10.34461462
518508,575011,37,29,202306,752,1,@2523,39.38,MTS,39.38,230742.19,64607.81,1,1,7.791722159
518508,606207,37,33,202307,515,1,@2523,20,MTS,20,120320,33689.6,1,1,11.6815534
518508,632001,37,33,202307,355,1,@2523,36.44,MTS,36.44,525248.43,147069.57,3,1,40.60299238
521175,530048,37,37,202306,487,1,@2523,29.94,MTS,29.94,143125.18,0,1,1,9.816016701
521175,533001,37,37,202306,306,1,@2523,13.5,MTS,13.5,74882.88,20967.22,1,1,18.12705882
521175,535273,37,37,202307,552,1,@2523,36,MTS,36,151875,42525,1,1,7.642663043
521175,535591,37,37,202307,578,1,@2523,29.38,MTS,29.38,144604.83,40489.36,1,1,8.515363063
521175,638001,37,33,202307,920,2,@2523,139.7,MTS,139.7,801525.96,224427.27,1,1,6.236391335
521228,535502,37,37,202306,554,1,@2523,32,TON,32,1163520,0,6,1,65.63176895
521457,431709,27,27,202306,452,1,@2523,34,MTS,34,111562.5,31237.5,1,1,7.259402655
521457,494001,37,22,202306,404,1,@2523,5,MTS,5,55468.76,15531.26,3,1,27.45978218
521457,535216,37,37,202307,523,1,@2523,31,MTS,31,512952,143625,3,1,31.63831493
521457,535501,37,37,202306,612,1,@2523,5,MTS,5,110703,30997,4,1,36.17745098
521457,631004,37,33,202307,555,1,@2523,34.18,MTS,34.18,385024.72,107806,2,1,20.29661306
521457,631004,37,33,202306,555,1,@2523,34.81,MTS,34.81,196060.71,54897,1,1,10.14830625
521457,636005,37,33,202306,869,1,@2523,36,MTS,36,324164,90766,2,1,10.36197417
521457,761200,37,21,202307,646,1,@2523,36,MTS,36,3409060,954546,23,1,146.5884073
521457,781315,37,18,202306,2222,2,@2523,124.8,MTS,124.8,676650,189462,1,1,2.440087759
522421,505001,37,36,202306,364,1,@2523,30,MTS,30,154687.5,43312.5,1,1,14.16552198
522421,533437,37,37,202306,358,1,@2523,25,MTS,25,112343.75,31456.26,1,1,12.5523743
522421,636005,37,33,202306,824,1,@2523,39.44,MTS,39.44,154062.5,43137.5,1,1,4.74059466
522426,524412,37,37,202306,334,1,@2523,2.5,MTS,2.5,13672,3828,1,1,16.37365269
522437,413215,37,27,202307,535,2,@2523,4049.75,MTS,4049.75,16559213.11,4636579.67,1,1,7.642891587
522437,503111,37,36,202306,315,1,@2523,3,TON,3,19687.5,5512.5,1,1,20.83333333
522437,506343,37,36,202306,368,1,@2523,32,TON,32,210000,58800,1,1,17.83288043
522437,516269,37,37,202306,378,1,@2523,31,TON,31,339062.5,94937.52,2,1,28.93518519
522437,531031,37,37,202307,463,1,@2523,31.68,TON,31.68,409807.44,114746.1,3,1,27.93918123
522437,531031,37,37,202306,463,1,@2523,32,TON,32,140000,39200,1,1,9.44924406
522437,531031,37,37,202307,463,1,@2523,35,TON,35,603672.56,169028.32,4,1,37.25224067
522437,600044,37,33,202307,454,1,@2523,39.38,TON,39.38,209206.25,58577.75,1,1,11.70154185
522437,600052,37,33,202307,418,1,@2523,34.94,TON,34.94,169240.62,47387.37,1,1,11.58791832
522437,602105,37,33,202306,461,1,@2523,34.6,TON,34.6,173000,48440,1,1,10.84598698
522437,603103,37,33,202306,472,1,@2523,34.76,TON,34.76,124918.75,34977.25,1,1,7.613877119
522437,603209,37,33,202307,470,1,@2523,38.24,TON,38.24,188212.5,52699.5,1,1,10.47207447
522614,516434,37,37,202306,310,1,@2523,36,BAG,1.8,407812.5,114187.5,3,1,730.8467742
530040,502319,37,36,202307,727,1,@2523,1745,BAG,87.25,610750,171010,1,1,9.628610729
531031,759019,37,21,202307,550,1,@2523,34,MTS,34,425000,119000,2,1,22.72727273
531055,752011,37,21,202306,553,1,@2523,13,MTS,13,70486,19736.08,1,1,9.804701627
531055,762021,37,21,202306,378,1,@2523,10,MTS,10,50000,14000,1,1,13.22751323
531055,764047,37,21,202306,421,1,@2523,10,MTS,10,56718.75,15881.25,1,1,13.47238717
531055,764059,37,21,202307,322,1,@2523,34.32,MTS,34.32,155512.5,43543.5,1,1,14.07220497
531055,766012,37,21,202307,475,1,@2523,31,MTS,31,2132606.72,597129.9,14,2,144.8289793
531055,766012,37,21,202307,475,2,@2523,2465.1,MTS,2465.1,9142069.86,2559779.56,1,1,7.807578947
560032,508207,29,36,202307,707,1,@2523,810,BAG,40.5,252720,70761.6,1,1,8.82602546
560068,508207,29,36,202306,737,1,@2523,962,BAG,48.1,300144,84040.32,1,1,8.466757123
561213,576102,29,29,202306,416,1,@2523,28.17,TON,28.17,114440.62,32043.38,1,1,9.765624573
561213,576102,29,29,202307,416,1,@2523,29.73,TON,29.73,116132.82,32517.18,1,1,9.390024645
561213,600056,29,33,202307,341,1,@2523,43.23,TON,43.23,169542.66,47471.94,1,1,11.50109996
574212,560063,29,29,202306,326,1,@2523,240,BAG,12,74236.8,20786.3,1,1,18.97668712
575013,587101,29,29,202306,499,1,@2523,0.1,TON,0.1,679.68,190.32,1,1,13.62084168
583102,585103,29,29,202306,321,1,@2523,12,MTS,12,292500,81900,4,1,75.93457944
583115,577432,29,29,202306,327,1,@2523,31,TON,31,222812.5,62387.5,1,1,21.98012232
583115,581342,29,29,202306,402,1,@2523,32,TON,32,205000,57400,1,1,15.93594527
583228,574227,29,29,202307,416,1,@2523,40,MTS,40,253125.2,70875.06,1,1,15.21185096
583228,575011,29,29,202307,449,1,@2523,39,MTS,39,193772.28,0,1,1,11.0657461
583275,560064,29,29,202307,334,1,@2523,36,MTS,36,355536,0,2,1,29.56886228
583275,571422,29,29,202306,359,1,@2523,31,MTS,31,213125,59675,1,1,19.15041783
583275,625018,29,33,202306,760,2,@2523,600,MTS,600,2167968.75,607031.25,1,1,4.754317434
583275,673315,29,32,202306,613,1,@2523,25,MTS,25,2504275,701197,16,1,163.411093
583275,673525,29,32,202306,623,1,@2523,35,MTS,35,180304.69,50485.31,1,1,8.268960789
585104,508202,29,29,202307,400,1,@2523,200,BAG,10,53126,32725.62,1,1,13.2815
585211,410218,29,27,202306,550,1,@2523,35.02,MTS,35.02,737171,206407.9,5,1,38.27272727
585211,411007,29,27,202307,433,1,@2523,30,MTS,30,166406.1,46593.71,1,1,12.81032333
585211,411037,29,27,202307,415,1,@2523,29.58,MTS,29.58,373595.4,104606.7,3,1,30.43373494
585211,411041,29,27,202306,440,1,@2523,35.22,MTS,35.22,296552.4,83034.68,2,1,19.13636364
585211,412207,29,27,202306,424,1,@2523,28.16,MTS,28.16,162800,45584,1,1,13.63502358
585211,412207,29,27,202306,424,1,@2523,35.26,MTS,35.26,206601.39,57848.39,1,1,13.81926912
585211,412803,29,27,202307,415,1,@2523,30.4,MTS,30.4,175750,49210,1,1,13.93072289
585211,416006,29,27,202307,348,1,@2523,31,MTS,31,261562.5,73237.5,2,1,24.24568966
585211,422007,29,27,202306,557,1,@2523,20,MTS,20,218750,61250,2,1,19.63644524
585211,431131,29,27,202307,389,1,@2523,16,MTS,16,380000,106400.01,4,1,61.05398458
585211,581118,29,29,202307,389,1,@2523,5,MTS,5,32266,9034.48,1,1,16.58920308
585222,400093,29,27,202306,601,2,@2523,1962,MTS,1962,4598437.5,1287562.5,1,1,3.899750416
585222,410501,29,27,202306,478,1,@2523,30.06,MTS,30.06,178481.25,49974.75,1,1,12.42154812
585222,410501,29,27,202307,478,1,@2523,31.94,MTS,31.94,187148.44,52401.56,1,1,12.25810686
585222,410506,29,27,202306,485,1,@2523,30.58,MTS,30.58,181568.75,50839.25,1,1,12.24226804
585222,411014,29,27,202307,444,1,@2523,34.79,MTS,34.79,815390.64,228309.36,4,1,52.78716313
585222,411024,29,27,202306,458,1,@2523,35.11,MTS,35.11,208465.63,58370.38,1,1,12.96397411
585222,411033,29,27,202306,465,1,@2523,34.77,MTS,34.77,817638.29,228938.72,4,1,50.5712371
585222,411044,29,27,202307,465,1,@2523,34.85,MTS,34.85,201476.56,56413.44,1,1,12.43279554
585222,411046,29,27,202307,454,1,@2523,0.08,MTS,0.08,1412.5,395.5,3,1,38.8904185
585222,411048,29,27,202307,448,1,@2523,34.78,MTS,34.78,203789.06,57060.94,1,1,13.07896189
585222,411060,29,27,202307,442,1,@2523,30.53,MTS,30.53,178886.72,50088.28,1,1,13.25650462
585222,412201,29,27,202307,427,1,@2523,33.74,MTS,33.74,79078.13,22141.88,1,1,5.488876225
585222,412207,29,27,202306,434,1,@2523,0.07,MTS,0.07,840.33,235.3,2,1,27.66063199
585222,412219,29,27,202307,380,1,@2523,14.96,MTS,14.96,37400,10472,1,1,6.578947368
585222,412219,29,27,202306,380,1,@2523,25.85,MTS,25.85,64625,18095,1,1,6.578947368
585222,412219,29,27,202306,380,1,@2523,30.33,MTS,30.33,151650,42462,2,1,13.15789474
585222,412219,29,27,202307,380,1,@2523,30.59,MTS,30.59,76475,21413,1,1,6.578947368
585222,412219,29,27,202307,380,1,@2523,38.81,MTS,38.81,97025,27167,1,1,6.578947368
585222,412219,29,27,202306,380,1,@2523,41.05,MTS,41.05,307875,86205,3,1,19.73684211
585222,412219,29,27,202307,380,1,@2523,41.76,MTS,41.76,104400,29232,1,1,6.578947368
585222,413130,29,27,202307,346,1,@2523,30.31,MTS,30.31,177597.66,49727.34,1,1,16.93461018
585222,415612,29,27,202306,559,1,@2523,20,MTS,20,256000,71680,4,1,22.8980322
585222,416216,29,27,202306,440,1,@2523,29.87,MTS,29.87,144682.81,40511.19,1,1,11.00852254
585222,425001,29,27,202306,740,1,@2523,31,MTS,31,217968.75,61031.25,3,1,9.501689189
585222,431513,29,27,202306,352,1,@2523,12,MTS,12,38400,10752,1,1,9.090909091
585222,431804,29,27,202306,471,1,@2523,35,MTS,35,383359.25,107340.59,2,1,23.25503488
585222,503001,29,36,202306,342,1,@2523,42,MTS,42,940800,263424,7,1,65.49707602
585222,516001,29,37,202306,433,1,@2523,24.76,MTS,24.76,116062,32497.36,1,1,10.82558847
585222,517501,29,37,202306,595,1,@2523,5,MTS,5,31640.63,8859.38,1,1,10.63550588
585222,571475,29,29,202307,690,1,@2523,25,MTS,25,167969,47031.32,1,1,9.737333333
585222,577511,29,29,202306,456,1,@2523,20,MTS,20,125000,35000,1,1,13.70614035
585222,577542,29,29,202306,496,1,@2523,10,MTS,10,66406,18593.68,1,1,13.38830645
585222,577548,29,29,202307,528,1,@2523,30.07,MTS,30.07,155048.44,43413.56,1,1,9.765625157
585222,582207,29,29,202306,331,1,@2523,2,MTS,2,11250,3150,1,1,16.9939577
585222,583131,29,29,202306,372,1,@2523,15,MTS,15,83203,23296.84,1,1,14.9109319
585222,591213,29,29,202306,332,1,@2523,31,MTS,31,324531.26,90868.76,2,1,31.53238049
585225,400001,29,27,202306,548,2,@2523,35,TON,35,433125,121275,2,1,22.58211679
585225,403001,29,30,202306,521,1,@2523,31.13,TON,31.13,131679.9,36870.37,1,1,8.119001919
585225,415003,29,27,202306,400,2,@2523,131.8,TON,131.8,1104747.6,309329.33,1,1,20.955
585225,673018,29,32,202306,980,2,@2523,1208.1,TON,1208.1,3684017.59,1031524.93,1,1,3.111664285
585292,413105,29,27,202307,325,2,@2523,326.5,MTS,326.5,1479446.6,414245.05,1,1,13.9422462
585292,561203,29,29,202306,584,2,@2523,1710.4,MTS,1710.4,8630507.36,0,1,1,8.640239726
585292,591225,29,29,202306,467,1,@2523,29.22,MTS,29.22,146100,40908,1,1,10.70663812
585292,591237,29,29,202306,452,1,@2523,15,MTS,15,91406.25,25593.76,1,1,13.48174779
585305,577005,29,29,202306,512,1,@2523,30.34,TON,30.34,156440.62,43803.38,1,1,10.07080046
585305,577522,29,29,202307,460,1,@2523,36,TON,36,191250,53550,1,1,11.54891304
585320,410208,29,27,202306,606,1,@2523,29.06,MTS,29.06,101892.5,28529.9,1,1,5.785940776
585320,580026,29,29,202306,406,1,@2523,34.96,MTS,34.96,169338,47414,1,1,11.93045395
587122,402109,29,27,202307,589,1,@2523,10,TON,10,61562.5,17237.5,1,1,10.45203735
587122,411014,29,27,202307,447,1,@2523,25.5,TON,25.5,290859.38,81440.62,2,1,25.51733825
587122,411014,29,27,202306,447,1,@2523,26,TON,26,146250,40950,1,1,12.58389262
587122,577204,29,29,202306,346,1,@2523,300,NOS,,58593.75,16406.26,1,1,#DIV/0!
587122,577218,29,29,202306,314,1,@2523,20,TON,20,126562.5,35437.5,1,1,20.15326433
587122,577501,29,29,202306,307,1,@2523,36,TON,36,436066.88,0,4,1,39.45592472
591136,410506,29,27,202306,398,1,@2523,29.51,MTS,29.51,177521.09,49705.91,1,1,15.11463536
591136,415722,29,27,202307,306,1,@2523,29.79,MTS,29.79,162914.06,45615.94,1,1,17.87173175
591136,577216,29,29,202306,318,1,@2523,29.05,MTS,29.05,127093.74,35586.26,1,1,13.75786055
600020,501141,33,36,202306,696,1,@2523,31.83,MTS,31.83,149203.13,41776.88,1,1,6.734914019
600092,560094,33,29,202306,331,1,@2523,3090,BAG,154.5,942450,263886,1,1,18.42900302
602001,614205,33,33,202307,304,1,@2523,0.7,MTS,0.7,4138.31,1158.72,1,1,19.44694549
602001,614205,33,33,202307,304,1,@2523,1.25,MTS,1.25,7389.84,2069.16,1,1,19.44694737
620020,627116,33,33,202307,354,1,@2523,40,TON,40,196875,55125,1,1,13.90360169
621112,686512,33,32,202307,313,1,@2523,40,BAG,2,6562.5,1837.5,1,1,10.48322684
621651,600008,33,33,202307,323,1,@2523,39.94,TON,39.94,201260.16,56352.84,1,1,15.60081298
621651,600039,33,33,202307,331,1,@2523,41.54,MTS,41.54,207700,58156,1,1,15.10574018
621651,627109,33,33,202306,389,1,@2523,24.78,MTS,24.78,449137.52,125758.48,4,1,46.59383241
