start_pin,destination_pin,bharat_sir_eway_data_aug23_sep23_020424.origin_from_state,bharat_sir_eway_data_aug23_sep23_020424.destination_from_state,bharat_sir_eway_data_aug23_sep23_020424.rtn_period,travel_distance,bharat_sir_eway_data_aug23_sep23_020424.transport_mode,bharat_sir_eway_data_aug23_sep23_020424.hsn_code_4d,quantity,bharat_sir_eway_data_aug23_sep23_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_aug23_sep23_020424.total_tax,bharat_sir_eway_data_aug23_sep23_020424.ewbs_count,bharat_sir_eway_data_aug23_sep23_020424.supplier_gstin_cnt,Cost pre Km per TON
518124,562114,37,29,202309,325,1,@2523,40.8,MTS,40.8,143437.3,40162.44,1,1,10.81729261
518124,563114,37,29,202308,379,1,@2523,34.44,MTS,34.44,172200,48216,1,1,13.19261214
518124,563130,37,29,202308,343,1,@2523,43.04,MTS,43.04,218562.28,61197.44,1,1,14.80501425
518124,573211,37,29,202309,490,1,@2523,22,MTS,22,123750,34650,1,1,11.47959184
518124,602117,37,33,202308,418,1,@2523,30,MTS,30,147600,41328,1,1,11.77033493
518124,638052,37,33,202308,609,1,@2523,40.18,MTS,40.18,226213.4,63339.75,1,1,9.244663383
518206,630302,33,33,202309,781,1,@2523,41.25,   ,,129872.74,36364.36,1,1,#DIV/0!
518206,637301,37,33,202308,575,1,@2523,12.57,MTS,12.57,39281.25,10998.75,1,1,5.434782609
518206,637301,37,33,202308,575,1,@2523,39.18,MTS,39.18,122437.5,34282.5,1,1,5.434782609
518220,524403,37,37,202308,389,1,@2523,10,MTS,10,55468,15532,1,1,14.25912596
518220,562119,37,29,202308,396,1,@2523,18.5,MTS,18.5,103195,28895,1,1,14.08613159
518220,570017,37,29,202309,460,1,@2523,1,MTS,1,380846,106654,101,1,827.926087
518220,577120,37,29,202308,467,1,@2523,1,MTS,1,5578,1562,1,1,11.94432548
518220,582206,37,29,202309,333,1,@2523,4,MTS,4,42624,11936,2,1,32
518220,600124,37,33,202308,417,1,@2523,1,MTS,1,37184,10416,7,1,89.17026379
518220,632403,37,33,202309,374,1,@2523,36,MTS,36,195187,54653,1,1,14.49695484
518220,638183,37,33,202309,558,1,@2523,10,MTS,10,60469,16931,1,1,10.83673835
518508,577001,37,29,202308,424,1,@2523,34.84,MTS,34.84,160590.62,44965.38,1,1,10.87116711
518508,608001,37,33,202308,582,1,@2523,10,MTS,10,120320,33689.6,2,1,20.67353952
518508,632014,37,33,202309,351,1,@2523,26,MTS,26,195528.12,54747.88,2,1,21.42539119
521175,523373,37,37,202308,334,1,@2523,17,MTS,17,100140.71,28039.4,1,1,17.63661677
521175,530012,37,37,202308,455,1,@2523,30.62,MTS,30.62,144263.07,0,1,1,10.35472542
521175,531027,37,37,202309,467,1,@2523,31,MTS,31,2276564.36,637438.04,12,1,157.2538758
521175,531061,37,37,202309,428,1,@2523,29.88,MTS,29.88,144731.25,40524.76,1,1,11.3171729
521175,531061,37,37,202308,428,1,@2523,32.06,MTS,32.06,155290.63,43481.38,1,1,11.31717326
521175,532440,37,37,202308,607,1,@2523,31,MTS,31,312422.03,87478.18,2,1,16.60317957
521175,533001,37,37,202309,306,1,@2523,26,MTS,26,148281.38,41518.8,1,1,18.63767974
521175,535128,37,37,202309,552,1,@2523,35,MTS,35,147656.25,41343.76,1,1,7.642663043
521228,517214,37,37,202308,492,1,@2523,18,TON,18,104625,29295,1,1,11.81402439
521457,431506,27,27,202309,652,1,@2523,700,BAG,35,103906.25,29093.76,1,1,4.553297546
521457,431601,37,27,202308,497,1,@2523,1,MTS,1,7578.13,2121.88,2,1,15.24774648
521457,517432,37,37,202308,624,1,@2523,15,MTS,15,90234,25266,1,1,9.640384615
521457,517501,37,37,202309,489,1,@2523,10,MTS,10,101250,0,2,1,20.70552147
521457,532001,37,37,202309,590,1,@2523,10,MTS,10,169842,47556,3,1,28.78677966
521457,572216,37,29,202308,824,1,@2523,11,MTS,11,58782,16459,1,1,6.48521624
521457,603107,37,33,202309,594,1,@2523,1.2,MTS,1.2,5010,1402.8,1,1,7.028619529
521457,603107,37,33,202309,594,1,@2523,1.56,MTS,1.56,6474,1812.72,1,1,6.986531987
521457,603107,37,33,202308,594,1,@2523,2.04,MTS,2.04,8568,2399.04,1,1,7.070707071
521457,603107,37,33,202309,594,1,@2523,12,MTS,12,49800,13944,1,1,6.986531987
521457,781315,37,18,202309,2222,2,@2523,447.3,MTS,447.3,2306390.63,645789.38,1,1,2.320544559
522414,517641,37,37,202308,376,1,@2523,35.39,MTS,35.39,107939.5,30223.06,1,1,8.111702128
522414,531031,37,37,202309,472,1,@2523,41.04,MTS,41.04,238032,66648.96,2,1,12.28813559
522421,502220,37,36,202308,336,1,@2523,42.77,MTS,42.77,167070.31,46779.69,1,1,11.62574387
522437,515001,37,37,202308,431,1,@2523,36,TON,36,150406.24,0,1,1,9.693622068
522437,517001,37,37,202308,462,1,@2523,34.84,TON,34.84,631475,176813.04,4,1,39.23160173
522437,531031,37,37,202308,462,1,@2523,35.42,TON,35.42,152729.16,42764.16,1,1,9.333218447
522437,600130,37,33,202308,463,1,@2523,38.84,TON,38.84,185096.87,51827.12,1,1,10.29292629
522437,631605,37,33,202309,490,1,@2523,34.94,TON,34.94,163781.25,45858.75,1,1,9.566326531
523301,515411,37,37,202309,376,1,@2523,750,   ,,206250,57750,1,1,#DIV/0!
531055,754200,37,21,202308,531,1,@2523,16.5,MTS,16.5,84707.7,23718.16,1,1,9.668173258
531055,762104,37,21,202308,438,1,@2523,31,MTS,31,640828.14,179431.89,4,1,47.19606275
531055,764073,37,21,202308,384,1,@2523,16,MTS,16,76684.8,21471.74,1,1,12.48125
531055,764075,37,21,202309,346,1,@2523,31,MTS,31,333734.38,93445.63,2,1,31.11452359
560060,306401,29,8,202308,1886,1,@2523,915,BAG,45.75,355020,99405.6,1,1,4.114528102
570015,580024,29,29,202309,488,1,@2523,5,MTS,5,87250,0,1,1,35.75819672
583115,562125,29,29,202309,380,2,@2523,36,TON,36,216562.5,60637.5,1,1,15.83059211
583228,581343,29,29,202309,305,1,@2523,5,MTS,5,56250,15750.02,2,1,36.8852459
583275,415101,29,27,202308,444,1,@2523,25,MTS,25,136325,38171,1,1,12.28153153
583275,415105,29,27,202309,469,2,@2523,411,MTS,411,1485058.59,415816.41,1,1,7.704224394
583275,571434,29,29,202309,399,1,@2523,26,MTS,26,493584,138203.52,3,1,47.57894737
583275,585328,29,29,202309,504,1,@2523,18,MTS,18,97038,27170.64,1,1,10.69642857
583275,591201,29,29,202308,356,1,@2523,11,MTS,11,49500,0,1,1,12.64044944
583275,670006,29,32,202308,571,1,@2523,36,MTS,36,202500,56700,1,1,9.851138354
583275,670721,29,32,202308,557,1,@2523,30,MTS,30,3018456.94,845168.06,23,1,180.6377582
585211,410218,29,27,202308,550,1,@2523,34.06,MTS,34.06,1147140.8,321199.44,8,1,61.23636364
585211,410507,29,27,202308,474,1,@2523,30.12,MTS,30.12,174131.25,48756.75,1,1,12.19672996
585211,411037,29,27,202309,415,1,@2523,29.6,MTS,29.6,249232,69784.96,2,1,20.28915663
585211,411037,29,27,202309,415,1,@2523,30.08,MTS,30.08,126636.8,35458.3,1,1,10.14457831
585211,411041,29,27,202309,440,1,@2523,34.26,MTS,34.26,144234.6,40385.69,1,1,9.568181818
585211,412207,29,27,202308,424,1,@2523,29,MTS,29,167656.25,46943.75,1,1,13.63502358
585211,412207,29,27,202309,424,1,@2523,34.16,MTS,34.16,200156.42,56043.8,1,1,13.8192924
585211,416122,29,27,202309,348,1,@2523,18.5,MTS,18.5,71040,19891.2,1,1,11.03448276
585211,422002,29,27,202308,582,1,@2523,34.08,MTS,34.08,197025,55167,1,1,9.933419244
585222,410206,29,27,202309,559,1,@2523,34.97,MTS,34.97,1185264.46,331874.02,11,1,60.63282763
585222,412115,29,27,202309,467,1,@2523,25,MTS,25,407812.5,114187.5,3,1,34.93040685
585222,412209,29,27,202309,436,1,@2523,34.91,MTS,34.91,201823.44,56510.56,1,1,13.25974787
585222,412219,29,27,202309,380,1,@2523,11.89,MTS,11.89,29725,8323,1,1,6.578947368
585222,412219,29,27,202308,380,1,@2523,40.48,MTS,40.48,101200,28336,1,1,6.578947368
585222,412219,29,27,202309,380,1,@2523,42.68,MTS,42.68,106700,29876,1,1,6.578947368
585222,412308,29,27,202309,434,2,@2523,2659.9,MTS,2659.9,6234140.63,1745559.38,1,1,5.400345626
585222,412802,29,27,202309,426,1,@2523,26,MTS,26,152343.75,42656.25,1,1,13.75440141
585222,415004,29,27,202308,440,1,@2523,31,MTS,31,799218.75,223781.25,11,1,58.59375
585222,416109,29,29,202308,420,1,@2523,34.79,MTS,34.79,190257.81,53272.18,1,1,13.02083316
585222,416206,29,27,202308,455,1,@2523,25,MTS,25,240000,67200,3,1,21.0989011
585222,416312,29,27,202308,377,1,@2523,31.81,MTS,31.81,347921.88,97418.12,2,1,29.01193676
585222,416436,29,27,202308,377,1,@2523,35,MTS,35,984375,275625,12,1,74.60212202
585222,416507,29,27,202309,426,1,@2523,31,MTS,31,653906.25,183093.75,9,1,49.51584507
585222,577401,29,29,202309,609,1,@2523,30,MTS,30,154687.71,43312.56,1,1,8.466760263
585222,581110,29,29,202309,466,1,@2523,10,MTS,10,662282.34,122719.04,14,1,142.1206738
585222,591242,29,29,202308,323,1,@2523,20,MTS,20,118750,33250,1,1,18.38235294
585222,591243,29,29,202309,429,1,@2523,29.94,MTS,29.94,295657.5,82784.12,2,1,23.01864802
585222,591316,29,29,202308,312,1,@2523,32,MTS,32,165000,46200,1,1,16.52644231
585225,400705,29,27,202308,542,2,@2523,260.6,TON,260.6,6553047.6,1834853.34,3,1,46.39483395
585292,412303,29,27,202308,436,1,@2523,33,MTS,33,160650.93,44982.27,1,1,11.16561927
585292,413105,29,27,202309,325,2,@2523,419.1,MTS,419.1,1882102.66,526988.75,1,1,13.81790768
585305,396230,29,26,202309,759,1,@2523,19,TON,19,910218.74,254861.24,15,1,63.11758824
585305,416436,29,27,202309,389,1,@2523,28.3,TON,28.3,97281.25,27238.75,1,1,8.836760925
585320,403115,29,30,202309,556,1,@2523,34.87,MTS,34.87,190695,53395,1,1,9.835865177
585320,403726,29,30,202309,570,1,@2523,37.34,MTS,37.34,215872,60444,1,1,10.14254973
585320,412201,29,27,202308,461,1,@2523,30.12,MTS,30.12,105891.08,29649.5,1,1,7.626117367
587111,581320,29,29,202308,359,1,@2523,12,MTS,12,373500,104580,6,1,86.69916435
587122,415207,29,27,202309,332,1,@2523,30,TON,30,175781.25,49218.75,1,1,17.64871988
587122,500039,29,36,202309,453,1,@2523,400,NOS,,225000,63000,3,1,#DIV/0!
591136,415614,29,27,202308,304,1,@2523,34.16,MTS,34.16,186812.5,52307.5,1,1,17.98930921
591136,576213,29,29,202308,436,1,@2523,36,MTS,36,229780.91,0,1,1,14.63945655
600020,501401,33,36,202308,675,1,@2523,34.76,MTS,34.76,143927.95,40299.83,1,1,6.134251801
601101,394101,33,24,202308,1656,1,@2523,651,BAG,32.55,390600,109368,2,1,7.246376812
601101,394101,33,24,202309,1656,1,@2523,750,BAG,37.5,420000,117600,2,1,6.763285024
613303,600127,33,33,202309,346,1,@2523,16,NOS,,176000,8800,1,1,#DIV/0!
621651,562107,33,29,202309,340,1,@2523,40.1,MTS,40.1,565482.18,158335.02,2,1,41.47588235
621651,600123,33,33,202308,313,1,@2523,39.78,MTS,39.78,211331.24,59172.76,1,1,16.97284265
621651,627106,33,33,202308,421,1,@2523,38.36,MTS,38.36,209781.24,58738.76,1,1,12.98990437
621651,627352,33,33,202308,313,1,@2523,40.12,MTS,40.12,210003.12,58800.88,1,1,16.72324241
621705,626205,33,33,202309,316,1,@2523,40.18,MTS,40.18,720242.16,201667.84,4,1,56.72591692
621705,635109,33,33,202308,352,1,@2523,500,BAG,25,132812,37187.36,1,1,15.09227273
621705,744101,33,35,202308,1728,4,@2523,8,MTS,8,86250,24150,2,1,6.239149306
621707,601201,33,33,202309,347,1,@2523,30,TON,30,1237500,346500.06,7,1,118.8760807
621707,635101,33,33,202309,306,1,@2523,25,TON,25,162890.62,45609.38,1,1,21.2928915
621707,695104,33,32,202309,527,1,@2523,48.54,TON,48.54,200985.94,56276.06,1,1,7.856973532
621713,560022,33,29,202308,396,1,@2523,30,MTS,30,867461.4,242889.18,6,1,73.01863636
621713,572105,33,29,202309,420,1,@2523,30,MTS,30,147969.6,41431.49,1,1,11.74361905
621713,600060,33,33,202308,302,1,@2523,15,MTS,15,200927.7,0,3,1,44.35490066
621713,629173,33,33,202309,489,1,@2523,10,MTS,10,53125,14875,1,1,10.86400818
621713,679321,33,32,202308,403,1,@2523,33.88,MTS,33.88,312331.26,87452.76,2,1,22.87531091
621713,686670,33,32,202308,468,1,@2523,31,MTS,31,2179687.5,610312.5,10,1,150.2403846
621729,626127,33,33,202309,317,1,@2523,44.98,MTS,44.98,172966.09,0,1,1,12.13059923
621730,560002,33,29,202309,364,1,@2523,43.82,MTS,43.82,232793.75,65182.25,1,1,14.59478022
621730,562101,33,29,202309,419,1,@2523,25,MTS,25,629938.75,176382.85,5,1,60.13735084
621730,562159,33,29,202308,403,1,@2523,3,MTS,3,59502,16660.56,4,1,49.21588089
621730,635117,33,33,202308,302,1,@2523,38.94,MTS,38.94,188615.63,52812.38,1,1,16.03890771
621730,676302,33,32,202309,485,1,@2523,30,MTS,30,825000,231000,4,1,56.70103093
621730,676501,33,32,202309,449,1,@2523,39.2,MTS,39.2,257250,72030,1,1,14.61581292
621730,676510,33,32,202309,474,1,@2523,39.64,MTS,39.64,356140.63,99719.38,2,1,18.9543779
621730,682035,33,32,202308,495,1,@2523,34.62,MTS,34.62,227193.75,63614.25,1,1,13.25757576
621730,691583,33,32,202308,514,1,@2523,8,MTS,8,50625,14175,1,1,12.31152724
624703,560081,33,29,202308,319,1,@2523,39.74,mts,39.74,184979.03,51794.13,1,1,14.59163481
624703,570016,33,29,202309,476,1,@2523,39.86,TON,39.86,591671.86,165668.11,3,1,31.18434795
624703,689581,33,32,202308,307,1,@2523,34.1,TON,34.1,199804.69,55945.31,1,1,19.08591229
631003,627352,33,33,202309,634,1,@2523,39.01,MTS,39.01,219431.25,61440.76,1,1,8.872239748
631003,638052,33,33,202308,408,1,@2523,39.01,MTS,39.01,207240.63,58027.38,1,1,13.02083365
638401,614203,33,33,202308,331,1,@2523,140,BAG,7,32813.2,36312.98,1,1,14.16193353
641202,691004,33,32,202309,330,1,@2523,600,bag,30,138300,38724,1,1,13.96969697
713148,800001,19,10,202309,432,2,@2523,636,MTS,636,6198456,1735567.68,2,1,22.56018519
713166,110092,19,7,202309,1394,1,@2523,2470,BAG,123.5,778050,217854,1,1,4.519368723
721147,824101,19,10,202308,450,2,@2523,263.6,MTS,263.6,1001474.06,280412.74,1,1,8.442708312
722183,783380,19,18,202309,759,2,@2523,508.2,MTS,508.2,5193168.74,1454087.26,2,1,13.46343871
742227,799045,19,16,202308,1299,2,@2523,952.5,MTS,952.5,6161227.2,1725143.62,1,1,4.979584296
755024,769041,21,21,202308,341,1,@2523,24,MTS,24,118642.32,0,1,1,14.49686217
755024,787059,21,18,202309,1835,2,@2523,127.8,MTS,127.8,2336343.76,654176.26,3,1,9.962534103
762001,700124,21,19,202309,664,1,@2523,140,BAG,7,48125,13475,1,1,10.35391566
768038,756019,21,21,202309,470,2,@2523,198,TON,198,734970.46,0,1,1,7.897812809
768202,822101,21,20,202308,396,2,@2523,1120,MTS,1120,5423924.8,1518698.95,1,1,12.22926768
769004,735221,21,19,202308,1002,1,@2523,500,BAG,25,197465,55290.2,1,1,7.882834331
770017,762103,21,21,202308,334,1,@2523,10,MTS,10,55859.38,15640.62,1,1,16.72436527
770018,755026,21,21,202309,341,1,@2523,34.03,MTS,34.03,353912,99095.36,2,1,30.49853372
781022,784164,18,18,202309,332,1,@2523,12,TON,12,90562.56,25357.52,1,1,22.73156627
781022,787054,18,18,202309,358,1,@2523,6.5,TON,6.5,100140.7,28039.4,2,1,43.03425011
781023,782470,18,18,202309,307,1,@2523,23.4,MTS,23.4,189759.38,68118.74,1,1,26.41490298
781023,791111,18,12,202309,333,1,@2523,30,TON,30,178125,49875,1,1,17.83033033
781031,792103,18,12,202308,576,1,@2523,30,MTS,30,224531.25,62868.75,1,1,12.9937066
781101,785001,18,18,202308,329,1,@2523,300,BAG,15,96093.5,26906.18,1,1,19.47183384
782402,785673,18,18,202309,364,1,@2523,35,TON,35,263046.87,73653.12,1,1,20.64732104
782402,785690,18,18,202309,377,1,@2523,15,TON,15,115078.12,32221.88,1,1,20.34980018
782446,785689,18,18,202308,335,1,@2523,12,MTS,12,90187.5,25252.5,1,1,22.43470149
782446,785690,18,18,202308,350,1,@2523,300,BAG,15,76875,21525,1,1,14.64285714
782446,786611,18,18,202308,366,1,@2523,20,MTS,20,296875,83125,2,1,40.55669399
784505,790104,18,12,202308,321,1,@2523,315,BAG,15.75,457734.36,128165.64,4,1,90.53738021
788006,796321,18,15,202308,353,1,@2523,1,BAG,0.05,1450,9508.6,2,1,82.1529745
793101,787001,17,18,202308,382,1,@2523,40,TON,40,305000,85400,1,1,19.96073298
793101,787060,17,18,202308,533,1,@2523,15,MTS,15,116015.63,32484.38,1,1,14.51102314
793200,781313,17,18,202308,317,1,@2523,25.8,MTS,25.8,122550,34314,1,1,14.98422713
793200,783324,17,18,202308,482,1,@2523,25,MTS,25,2219140.56,621359.44,13,1,184.1610423
793200,783384,17,18,202309,374,1,@2523,25,MTS,25,1781250,498750,11,2,190.5080214
793200,786184,17,18,202309,622,1,@2523,30,TON,30,689062.5,192937.5,3,1,36.9272508
793200,791111,17,12,202308,498,1,@2523,35,MTS,35,1654296.85,463203.1,6,1,94.91089214
793200,799101,17,16,202308,380,1,@2523,24,MTS,24,161250,45150,1,1,17.68092105
793200,799201,17,16,202309,362,1,@2523,12.5,MTS,12.5,881835.93,246914.07,9,1,194.8808685
793200,799211,17,16,202309,382,1,@2523,12.5,MTS,12.5,777343.76,217656.24,8,1,162.7945047
793210,735102,17,19,202308,616,1,@2523,24.59,TON,24.59,118999.37,33319.82,1,1,7.856071389
793210,735102,17,19,202309,616,1,@2523,28.04,TON,28.04,135749.49,38009.86,1,1,7.85922071
793210,799120,17,16,202309,392,1,@2523,34.5,MTS,34.5,265757.81,74412.19,1,1,19.6508289
821105,226016,10,9,202308,461,1,@2523,600,BAG,30,249217,69780.76,2,1,18.02002892
821303,813209,10,20,202308,442,1,@2523,35,MTS,35,153125,42875,1,1,9.898190045
827014,841301,20,10,202308,396,1,@2523,35,MTS,35,792968.75,222031.25,5,1,57.21275253
828124,842001,20,10,202309,373,2,@2523,186,TON,186,1196881.36,335126.78,2,1,17.25159791
828124,842001,20,10,202308,373,2,@2523,310,TON,310,2747546.12,769312.92,2,1,23.76153351
831016,822112,20,20,202309,406,1,@2523,40.5,MTS,40.5,289828.12,81151.88,1,1,17.62623122
833210,842001,20,10,202308,513,2,@2523,247.6,MTS,247.6,990400,277312,1,1,7.797270955
833210,852113,20,10,202308,522,2,@2523,260.6,MTS,260.6,3127200,875616,3,1,22.98850575
854318,841406,10,10,202309,341,1,@2523,930,BAG,46.5,279744,78328.32,1,1,17.64222874
855133,854105,10,10,202308,500,1,@2523,16,MTS,16,97750,27370,1,1,12.21875
110051,413710,7,27,202309,1288,1,@2523,550,BAG,27.5,394350,110418,2,1,11.13354037
123305,142003,6,3,202309,342,1,@2523,23,MTS,23,83791.53,23461.63,1,1,10.65236842
124106,144522,6,3,202309,337,1,@2523,9,TON,9,168468.76,47171.26,3,1,55.54525552
124106,173001,6,2,202309,301,1,@2523,40,MTS,40,753125.2,210875.06,4,1,62.55192691
124146,145001,6,3,202308,544,1,@2523,8,MTS,8,37575,10521.01,1,1,8.633961397
124146,242221,6,9,202308,491,1,@2523,43.93,MTS,43.93,271130,75916.53,1,1,12.56998845
124146,249403,6,5,202309,324,1,@2523,25,MTS,25,173438,48562.5,1,1,21.41209877
140113,180010,3,1,202309,326,2,@2523,125.8,TON,125.8,436150.23,122122.06,1,1,10.63500907
140113,182204,3,1,202309,617,1,@2523,32.79,TON,32.79,374010.94,104723.06,2,1,18.48662897
140113,182204,3,1,202309,617,1,@2523,33.76,TON,33.76,195175,54649,1,1,9.36993517
140113,246444,3,5,202309,470,1,@2523,23.95,TON,23.95,130976.56,36673.44,1,1,11.63563808
140113,249192,3,5,202309,311,1,@2523,30.32,TON,30.32,165812.5,46427.5,1,1,17.58440514
146001,185152,3,1,202308,301,1,@2523,10,TON,10,69218.75,19381.25,1,1,22.99626246
175018,194103,2,38,202308,888,1,@2523,10,MTS,10,60781.3,17018.77,1,1,6.844740991
180010,194103,1,38,202308,504,1,@2523,0.5,TON,0.5,3085.94,864.06,1,1,12.24579365
181132,182204,1,1,202309,324,1,@2523,235,BAG,11.75,78027.34,21847.66,1,1,20.49575519
181133,191111,1,1,202308,309,1,@2523,380,BAG,19,760000,0,5,1,129.4498382
181133,194105,38,38,202309,503,1,@2523,360,BAG,18,332100,56700,3,1,36.67992048
182101,194101,1,38,202309,868,1,@2523,22.3,TON,22.3,161326.56,45171.44,1,1,8.334533281
190017,194301,1,38,202308,305,1,@2523,200,BAG,10,147276,41237.28,2,1,48.28721311
191101,194101,1,38,202308,681,1,@2523,185,BAG,9.25,62160,17404.8,1,1,9.86784141
201010,221104,9,9,202309,797,1,@2523,14.5,MTS,14.5,97195.32,27214.68,1,1,8.410446069
201310,226018,9,9,202309,497,1,@2523,1,BAG,0.05,874.99,490,2,1,35.21086519
202127,246149,9,5,202308,315,1,@2523,42,TON,42,259875,72765,1,1,19.64285714
202127,262309,9,5,202308,305,1,@2523,42,TON,42,4926416.16,1379396.64,22,1,384.5758126
202143,209206,9,9,202308,417,1,@2523,25,MTS,25,424609,118890.62,3,1,40.7298801
202143,262202,9,9,202309,336,1,@2523,6,MTS,6,36750,10290,1,1,18.22916667
210341,207505,9,9,202308,338,1,@2523,10,TON,10,58437.5,16362.5,1,1,17.28920118
210341,212305,9,9,202309,307,1,@2523,15,TON,15,180468.76,50531.24,2,1,39.18974159
210341,271215,9,9,202308,386,1,@2523,10,TON,10,65000,18200,1,1,16.83937824
210341,271602,9,9,202309,314,1,@2523,42,TON,42,189656.24,53103.76,1,1,14.38097058
212107,206252,9,9,202309,417,1,@2523,20,MTS,20,245000,68600,2,1,29.3764988
221401,226012,9,9,202308,370,1,@2523,15.75,MTS,15.75,57487.5,16096.5,1,1,9.864864865
224120,274302,9,9,202308,301,1,@2523,18,MTS,18,109687.5,30712.5,1,1,20.24501661
224238,262701,9,9,202309,302,1,@2523,20,MTS,20,257812.6,72187.54,2,1,42.6842053
227409,221709,9,9,202309,368,1,@2523,10,TON,10,73593.74,20606.26,1,1,19.99829891
227409,231216,9,9,202309,328,1,@2523,40,TON,40,171083.88,0,1,1,13.03992988
229206,276203,9,9,202309,338,1,@2523,7.5,MTS,7.5,555000.15,155400.1,11,1,218.9349704
229301,272202,9,9,202308,350,1,@2523,150,BAG,7.5,43359.45,12140.64,1,1,16.51788571
229303,207001,9,9,202308,372,1,@2523,10,mts,10,62678.4,0,2,1,16.84903226
229303,207123,9,9,202308,342,1,@2523,32,MTS,32,360000,100800,2,1,32.89473684
229303,273003,9,9,202309,336,1,@2523,16,MTS,16,104250,29190,1,1,19.39174107
229303,273202,9,9,202308,347,1,@2523,15,MTS,15,47008.8,0,1,1,9.031469741
229303,274802,9,9,202308,430,1,@2523,15,MTS,15,94218.74,26381.26,1,1,14.60755659
231311,210129,9,9,202309,336,1,@2523,35,MTS,35,411250,115150,2,1,34.9702381
231311,263153,9,5,202308,785,2,@2523,131.8,MTS,131.8,1631025,456687,2,1,15.76433121
232101,244001,9,9,202309,791,1,@2523,30.42,MTS,30.42,112554,31515.12,1,1,4.677623262
232101,244001,9,9,202309,791,1,@2523,41.54,MTS,41.54,162006,45361.68,1,1,4.930467762
232101,829117,9,20,202309,352,1,@2523,31.38,MTS,31.38,116106,32509.68,1,1,10.51136364
262309,262545,5,5,202309,305,1,@2523,15,BAG,0.75,8477.4,13815.3,2,2,37.05967213
263139,135001,5,6,202308,344,1,@2523,210,BAG,10.5,62580,17522.4,1,1,17.3255814
273308,229301,9,9,202308,360,1,@2523,42.66,MTS,42.66,173839.5,48675.06,1,1,11.31944444
282006,244001,9,9,202308,353,1,@2523,500,BAG,25,119140.63,33359.38,1,1,13.50035467
284121,201001,9,9,202308,457,2,@2523,131.8,TON,131.8,2306500,645824,4,1,38.29321663
284121,202001,9,9,202308,347,2,@2523,263.6,TON,263.6,4784867.2,0,4,1,52.31123919
284121,226020,9,9,202309,302,1,@2523,2.5,TON,2.5,12555,0,1,1,16.62913907
284121,281004,9,9,202309,305,2,@2523,131.8,TON,131.8,3385614,947976,6,1,84.22134879
301701,246734,8,9,202308,340,1,@2523,20,MTS,20,120000,33600,1,1,17.64705882
301707,207250,8,9,202308,403,1,@2523,15,MTS,15,87187,24412.36,1,1,14.42299421
303108,140507,8,3,202308,383,1,@2523,40.58,MTS,40.58,240152.44,67242.69,1,1,15.45169713
303108,249201,8,5,202308,444,1,@2523,23,MTS,23,140156.25,39243.75,1,1,13.72466216
303108,249407,8,5,202309,414,1,@2523,7,MTS,7,85312.5,23887.5,2,1,29.4384058
303108,328029,8,8,202309,349,1,@2523,20,MTS,20,138750,38850,1,1,19.8782235
305901,454774,23,23,202309,487,1,@2523,240,Bag,12,60937.51,17062.5,1,1,10.42736311
305901,314001,8,8,202308,316,1,@2523,17,MTS,17,83300,23324,1,1,15.50632911
305901,325208,8,8,202309,304,1,@2523,3,MTS,3,18046.88,5053.12,1,1,19.78824561
305901,325215,8,8,202309,373,1,@2523,18,MTS,18,99281,27798.68,1,1,14.78716116
305901,325219,8,8,202308,374,1,@2523,9,MTS,9,54844,15356.32,1,1,16.29352347
305901,326001,8,8,202309,362,1,@2523,16,MTS,16,88250,24710,1,1,15.23653315
306101,125113,8,6,202309,600,1,@2523,42,MTS,42,682499,191099.72,3,1,27.08329365
306107,121001,8,6,202309,495,1,@2523,29,MTS,29,156328.13,43771.88,1,1,10.89015186
306107,122051,8,6,202308,408,1,@2523,42,MTS,42,472500,132300,2,1,27.57352941
306107,132105,8,6,202308,552,1,@2523,45.6,MTS,45.6,159600,44688,1,1,6.34057971
306107,147105,8,3,202308,558,1,@2523,25,MTS,25,166797,46703.16,1,1,11.95677419
306107,147105,8,3,202309,558,1,@2523,38,MTS,38,253530.93,70988.66,1,1,11.95675014
306107,147105,8,3,202309,558,1,@2523,45,MTS,45,5746635,1609057.8,19,1,228.8584229
306107,147301,8,3,202308,666,1,@2523,45.98,MTS,45.98,358644,100420.32,2,1,11.71171171
306107,148029,8,3,202309,570,1,@2523,15,MTS,15,101250,28350,1,1,11.84210526
306107,151504,8,3,202308,550,1,@2523,41,MTS,41,1082014.59,302964.09,4,1,47.98290865
306107,203205,8,9,202309,528,1,@2523,45.69,MTS,45.69,1439235,402985.8,9,1,59.65909091
306107,247663,8,5,202308,521,2,@2523,1545,MTS,1545,5407500,1514100,1,1,6.717850288
306107,301707,8,8,202308,386,1,@2523,46.07,MTS,46.07,1289960,0,8,1,72.5388601
306107,328001,8,8,202309,450,1,@2523,25,MTS,25,237500,66500,2,1,21.11111111
306107,331403,8,8,202309,336,1,@2523,20,MTS,20,115312,32287.36,1,1,17.15952381
306107,334023,8,8,202308,385,1,@2523,15,MTS,15,85547,23953.16,1,1,14.81333333
306107,335804,8,8,202308,418,1,@2523,43.66,MTS,43.66,764050,0,5,1,41.86602871
306107,335804,8,8,202308,418,1,@2523,45.25,MTS,45.25,2692375,0,17,1,142.3444976
306107,335804,8,8,202309,418,1,@2523,46.1,MTS,46.1,2742950,0,17,1,142.3444976
