start_pin,destination_pin,bharat_sir_eway_data_dec23_feb24_020424.origin_from_state,bharat_sir_eway_data_dec23_feb24_020424.destination_from_state,bharat_sir_eway_data_dec23_feb24_020424.rtn_period,travel_distance,bharat_sir_eway_data_dec23_feb24_020424.transport_mode,bharat_sir_eway_data_dec23_feb24_020424.hsn_code_4d,quantity,bharat_sir_eway_data_dec23_feb24_020424.unit_quantity_code,Quantity (in TON),amount,bharat_sir_eway_data_dec23_feb24_020424.total_tax,bharat_sir_eway_data_dec23_feb24_020424.ewbs_count,bharat_sir_eway_data_dec23_feb24_020424.supplier_gstin_cnt,Cost pre Km per TON
585222,431005,29,27,202312,482,1,@2523,30,MTS,30,1300781.19,364218.73,8,1,89.95720539
585222,431114,29,27,202312,515,1,@2523,25,MTS,25,150781.25,42218.75,1,1,11.71116505
585222,431114,29,27,202312,515,1,@2523,34.79,MTS,34.79,198411.72,55555.28,1,1,11.0740292
585222,431805,29,27,202312,502,1,@2523,15,MTS,15,257578.5,72121.98,3,1,34.20697211
585222,444101,29,27,202312,522,1,@2523,29.76,MTS,29.76,151590,42445.2,1,1,9.758141762
585222,503114,29,36,202402,314,1,@2523,50,MTS,50,281250,78750,1,1,17.91401274
585222,515001,29,37,202402,376,1,@2523,26,MTS,26,249600,69888,3,1,25.53191489
585222,515531,29,37,202312,503,1,@2523,10,MTS,10,64062.5,17937.5,1,1,12.7360835
585222,517425,29,37,202312,674,1,@2523,10,MTS,10,66406,18593.68,1,1,9.852522255
585222,523240,29,37,202312,440,1,@2523,26,MTS,26,341250,95550,2,1,29.82954545
585222,523316,29,37,202312,394,1,@2523,26,MTS,26,166562.5,46637.5,1,1,16.25951777
585222,560066,29,29,202312,588,2,@2523,1045.4,MTS,1045.4,9800625,0,2,1,15.94387755
585222,577001,29,29,202312,466,1,@2523,15,MTS,15,576000,0,12,1,82.40343348
585222,577205,29,29,202312,532,1,@2523,21,MTS,21,67200,0,1,1,6.015037594
585222,577416,29,29,202312,546,1,@2523,5,MTS,5,92578,25921.84,3,1,33.91135531
585222,581113,29,29,202312,366,1,@2523,35,MTS,35,205078,57421.84,1,1,16.00921155
585222,581115,29,29,202312,499,1,@2523,33,MTS,33,342890.63,96009.38,2,1,20.8228961
585222,582101,29,29,202312,302,1,@2523,35,MTS,35,896000,0,8,1,84.76821192
585222,591136,29,29,202312,322,1,@2523,30,MTS,30,379687.55,106312.52,3,1,39.3051294
585225,400067,29,27,202402,600,2,@2523,70,TON,70,2242187.5,627812.5,5,1,53.38541667
585225,403001,29,30,202402,521,1,@2523,36.01,TON,36.01,163125.3,45675.08,1,1,8.694817658
585225,416416,29,27,202402,373,1,@2523,36,TON,36,206437.5,57802.5,1,1,15.37365952
585225,521325,29,37,202312,615,1,@2523,8,TON,8,50625,14175,1,1,10.28963415
585225,581315,29,29,202402,488,1,@2523,34.55,TON,34.55,178148.44,49881.56,1,1,10.56608621
585292,413105,29,27,202312,325,2,@2523,1566.6,MTS,1566.6,7806931.78,2185940.9,1,1,15.33341539
585292,413801,29,27,202312,371,1,@2523,20,MTS,20,110000,30800,1,1,14.82479784
585292,416003,29,27,202402,427,2,@2523,2321.55,MTS,2321.55,10447741.11,2925367.52,1,1,10.53941452
585305,396195,26,24,202402,769,1,@2523,300,BAG,15,112031.26,31368.76,2,1,9.712289554
585305,395003,29,24,202402,887,1,@2523,30,TON,30,513750,143850,5,1,19.30665163
585305,401208,29,27,202312,645,1,@2523,31.38,TON,31.38,136208.81,38138.47,1,1,6.729651039
585305,431508,29,27,202312,326,1,@2523,25,TON,25,148437.5,41562.5,1,1,18.21319018
585305,581348,29,29,202312,628,1,@2523,15,TON,15,176953.12,49546.88,2,1,18.78483227
585305,587201,29,29,202402,322,1,@2523,29.98,TON,29.98,138189.06,38692.94,1,1,14.31482893
585307,395010,24,24,202312,869,1,@2523,600,BAG,30,100312.5,28087.5,1,1,3.847813579
585320,412201,29,27,202312,461,1,@2523,34.39,MTS,34.39,501670.32,140467.68,4,1,31.64355779
585320,412202,29,27,202402,449,1,@2523,34.76,MTS,34.76,253533.88,70989.48,2,1,16.24463262
585320,413304,29,27,202402,308,1,@2523,29.45,MTS,29.45,161055,45095,1,1,17.75571627
585320,582103,29,29,202312,356,1,@2523,5,MTS,5,30234,8466,1,1,16.98539326
585320,590020,29,29,202402,421,1,@2523,29.56,MTS,29.56,143181,40090,1,1,11.50532433
587122,412114,29,27,202402,420,1,@2523,30,TON,30,675000,189000,4,1,53.57142857
587122,574202,29,29,202312,562,1,@2523,32,TON,32,445000,124600,2,1,24.74421708
587122,577418,29,29,202312,353,1,@2523,32,TON,32,172500,48300,1,1,15.27089235
587122,577432,29,29,202402,386,1,@2523,20,TON,20,120312.5,33687.5,1,1,15.58452073
587122,581320,29,29,202312,363,1,@2523,6,TON,6,36093.75,10106.26,1,1,16.5719697
587122,670141,29,32,202402,628,1,@2523,34.96,TON,34.96,196650,55062,1,1,8.957006369
590010,422004,29,29,202312,564,1,@2523,3,MTS,3,33328.13,9331.88,2,1,19.69747636
591136,401201,29,27,202402,566,1,@2523,30.23,MTS,30.23,187425.72,52479.28,1,1,10.95404724
591136,401208,29,27,202312,548,1,@2523,34.31,MTS,34.31,216153.16,60522.84,1,1,11.49635887
591136,402303,29,27,202402,407,1,@2523,29.36,MTS,29.36,160562.5,44957.5,1,1,13.43673219
591136,412206,29,27,202402,328,1,@2523,29.94,MTS,29.94,141279.77,39558.23,1,1,14.38647315
600008,283105,33,9,202312,1975,1,@2523,1710,BAG,85.5,567720,158961.6,1,1,3.362025316
600020,501218,33,36,202312,675,1,@2523,29.9,MTS,29.9,156507.66,43822.14,1,1,7.754622074
600060,626123,33,33,202312,544,1,@2523,50,NOS,,5078.13,8243.08,1,1,#DIV/0!
600107,226005,33,9,202312,2058,1,@2523,500,BAG,25,332000,92960,2,1,6.452866861
600120,609606,33,34,202312,320,1,@2523,39.95,TON,39.95,230961,64669,1,1,18.06641114
600120,744101,33,35,202312,1440,1,@2523,25,TON,25,2671881,748134,21,1,74.21891667
600120,744101,33,35,202312,1460,1,@2523,3,MTS,3,16406.25,4593.75,1,1,3.745719178
600132,638003,33,33,202402,389,1,@2523,60.04,MTS,60.04,339105.92,94949.66,1,1,14.51928021
609602,638008,34,33,202402,310,1,@2523,5,MTS,5,20312.5,5687.5,1,1,13.10483871
621651,562107,33,29,202402,340,1,@2523,39.72,MTS,39.72,185721.85,52002.12,1,1,13.75228437
621651,600039,33,33,202312,331,1,@2523,39.8,MTS,39.8,398000,111440,2,1,30.21148036
621651,670561,33,32,202312,519,1,@2523,39.64,MTS,39.64,260137.5,72838.5,1,1,12.64450867
621651,683547,33,32,202402,405,1,@2523,35,MTS,35,1208593.75,338406.25,5,1,85.26234568
621651,686102,33,32,202312,407,1,@2523,35,MTS,35,226953.12,63546.88,1,1,15.93212496
621705,626205,33,33,202312,316,1,@2523,28.22,MTS,28.22,102491.38,28697.62,1,1,11.49326046
621705,626205,33,33,202402,316,1,@2523,41.08,MTS,41.08,263963.88,73910.12,2,1,20.33419509
621705,635117,33,33,202312,334,1,@2523,39.68,MTS,39.68,229400,64232,1,1,17.30913174
621705,676562,33,32,202312,453,1,@2523,35.86,MTS,35.86,212918.75,59617.25,1,1,13.10706402
621705,691571,33,32,202402,469,1,@2523,33,MTS,33,784203.75,219577.05,6,1,50.66897655
621707,560081,33,29,202402,379,1,@2523,40.36,TON,40.36,566048.37,158493.54,3,1,37.00523586
621707,600066,33,33,202312,316,1,@2523,7,TON,7,25471.09,0,1,1,11.51495931
621713,560060,33,29,202312,352,1,@2523,39.66,MTS,39.66,216890.63,60729.38,1,1,15.53622195
621713,562104,33,29,202402,457,1,@2523,3,MTS,3,47578.13,13321.88,3,1,34.70323122
621713,642103,33,33,202312,317,1,@2523,3,MTS,3,17109.38,4790.62,1,1,17.99093586
621713,683547,33,32,202402,446,1,@2523,30,MTS,30,412500,115500,2,1,30.82959641
621713,689643,33,32,202312,421,1,@2523,5,MTS,5,69531.25,19468.75,2,1,33.03147268
621713,690502,33,32,202312,491,2,@2523,127.8,MTS,127.8,1791536.94,501630.36,3,1,28.55048048
621729,626127,33,33,202312,317,1,@2523,39.97,MTS,39.97,151790.07,0,1,1,11.97981057
621729,626127,33,33,202312,317,1,@2523,54.59,MTS,54.59,287045.14,0,1,1,16.58738182
621730,560100,33,29,202312,351,1,@2523,16,MTS,16,76631.84,21456.92,1,1,13.64527066
621730,562123,33,29,202402,398,1,@2523,15,MTS,15,65707.8,18398.18,1,1,11.00633166
621730,628002,33,33,202402,373,1,@2523,18.3,MTS,18.3,91500,25620,1,1,13.40482574
621730,635117,33,33,202312,302,1,@2523,20,MTS,20,370312.5,103687.5,3,2,61.31001656
621730,673573,33,32,202312,524,1,@2523,39.02,MTS,39.02,259117.19,72552.81,1,1,12.6729486
621730,695104,33,32,202402,581,1,@2523,10,MTS,10,85937.5,24062.5,2,1,14.79130809
624703,572217,33,29,202402,515,1,@2523,5,TON,5,33203.12,9296.87,1,1,12.89441553
624703,673636,33,32,202312,341,1,@2523,35,TON,35,432031.25,120968.75,2,1,36.19868035
624703,673639,33,32,202402,351,1,@2523,34.53,TON,34.53,145673.44,40788.56,1,1,12.01923098
624703,680664,33,32,202312,322,1,@2523,30,TON,30,4316634.15,1208657.4,34,1,446.8565373
624703,686673,33,32,202312,354,1,@2523,36,TON,36,308377.58,86345.72,2,1,24.19786409
625201,600096,33,33,202402,450,1,@2523,1,MTS,1,24468.77,6851.24,4,1,54.37504444
626204,621730,33,33,202402,309,1,@2523,46.72,MTS,46.72,0,0,1,1,0
626204,686605,33,32,202312,330,1,@2523,19.25,MTS,19.25,135351.56,37898.44,1,1,21.30681779
628002,621002,33,33,202402,315,1,@2523,26,MTS,26,142188.8,39812.86,1,1,17.36126984
631003,638052,33,33,202402,408,1,@2523,25,MTS,25,125000,35000,1,1,12.25490196
636005,600045,33,33,202312,323,1,@2523,40.36,TON,40.36,211259.58,59152.68,1,1,16.20551108
637303,673315,33,32,202402,318,1,@2523,1,MTS,1,163125,45675,25,1,512.9716981
637303,673586,33,32,202312,311,1,@2523,5,MTS,5,33593.75,9406.25,1,1,21.60369775
637303,685515,33,32,202402,308,1,@2523,12,MTS,12,58125,16275,1,1,15.72646104
637303,686013,33,32,202402,353,1,@2523,20,MTS,20,484375,135625,5,1,68.60835694
638107,600010,33,33,202312,415,1,@2523,500,BAG,25,140625,39375,1,1,13.55421687
642102,610105,33,33,202402,330,1,@2523,40,MTS,40,437760,122572.8,2,1,33.16363636
643103,500077,33,36,202402,851,1,@2523,4202,BAG,210.1,1554740,435327.2,1,1,8.695652174
691307,673620,32,32,202402,388,1,@2523,300,BAG,15,72657,20343.96,1,1,12.48402062
700154,795102,19,14,202402,1581,1,@2523,1180,BAG,59,306800,85904,1,1,3.289057559
700156,800001,19,10,202402,589,2,@2523,682.7,MTS,682.7,2546471,0,1,1,6.332767402
713148,847115,19,10,202312,574,2,@2523,1226,MTS,1226,10151280,2842358.4,2,1,14.42508711
721129,732101,19,19,202312,387,1,@2523,30,MTS,30,1564874.64,0,10,1,134.7867907
721129,742303,19,19,202312,326,1,@2523,25,MTS,25,474609.36,132890.64,4,1,58.2342773
721139,736156,19,19,202402,794,2,@2523,15,MTS,15,82687.44,0,1,1,6.942690176
723121,743232,19,19,202402,349,1,@2523,12,TON,12,215062.5,60217.5,3,1,51.35207736
723121,743235,19,19,202402,326,1,@2523,14,TON,14,170187.48,47652.52,2,1,37.28910605
734008,841226,19,10,202312,576,1,@2523,140,BAG,7,40468.75,11331.25,1,1,10.03689236
735102,814131,19,10,202312,383,1,@2523,7.5,TON,7.5,42773.44,11976.56,1,1,14.89066667
735102,814131,19,10,202312,383,1,@2523,25,TON,25,968749.97,271249.97,7,1,101.1749316
735102,843324,19,10,202312,423,1,@2523,15,TON,15,251953.12,70546.87,3,1,39.70892356
735210,721631,19,19,202312,774,1,@2523,16.5,MTS,16.5,112277.34,31437.66,1,1,8.791585624
735211,732101,19,19,202312,342,1,@2523,4.55,MTS,4.55,10664.06,2985.94,1,1,6.853068569
742227,784501,19,18,202402,867,2,@2523,1460.7,MTS,1460.7,9023707.96,2526638.23,1,1,7.125328718
743424,723149,19,19,202312,329,1,@2523,340,BAG,17,91800,101339.1,1,1,16.41337386
751006,768027,21,21,202312,332,1,@2523,30,TON,30,172968.74,48431.26,1,1,17.36633936
754029,757051,21,21,202312,306,1,@2523,10,MTS,10,142187.5,39812.5,2,1,46.46650327
754082,761214,21,21,202312,361,1,@2523,25,MTS,25,115234.38,32265.62,1,1,12.76835235
755026,761011,21,21,202312,320,1,@2523,26,MTS,26,322608,90330.24,2,1,38.775
768202,752101,21,21,202402,363,1,@2523,34.97,MTS,34.97,152993.75,42838.26,1,1,12.0523416
768202,762104,21,21,202402,328,1,@2523,13,MTS,13,81250,22750,1,1,19.05487805
770013,497220,21,22,202402,310,1,@2523,30,MTS,30,98437.5,27562.5,1,1,10.58467742
770017,754082,21,21,202312,349,1,@2523,29,MTS,29,76261.3,21353.16,1,1,7.53495702
770017,764001,21,21,202312,550,2,@2523,988.5,MTS,988.5,9081847.72,0,2,1,16.70455276
770017,766118,21,21,202402,427,1,@2523,35,MTS,35,153125,42875,1,1,10.24590164
770017,827014,21,20,202402,354,1,@2523,35.53,MTS,35.53,88869.41,24883.43,1,1,7.065677767
770017,827014,21,20,202402,354,1,@2523,38.82,MTS,38.82,97098.53,27187.59,1,1,7.06567833
781001,742102,18,19,202312,796,1,@2523,7.65,MTS,7.65,20320.31,5689.69,1,1,3.336997077
781008,784160,18,18,202402,368,1,@2523,300,BAG,15,571875,160125,8,1,103.6005435
781008,791110,18,12,202402,357,1,@2523,600,BAG,30,142968.75,40031.25,1,1,13.34908964
781014,828109,18,20,202312,973,1,@2523,700,BAG,35,5348000,1497440,20,1,157.0400822
781022,785110,18,18,202402,351,1,@2523,10,TON,10,75781.3,21218.76,1,1,21.59011396
781023,787061,18,18,202312,489,1,@2523,24,MTS,24,960000,268800,5,1,81.799591
781023,788819,18,18,202312,301,1,@2523,15,MTS,15,119531.25,33468.76,1,1,26.47425249
781023,791112,18,12,202402,419,1,@2523,31,TON,31,210703.12,58996.87,1,1,16.22165833
781031,786153,18,18,202312,533,1,@2523,10,MTS,10,77656.25,21743.76,1,1,14.56965291
781031,787026,18,18,202402,385,1,@2523,30,MTS,30,244687.5,68512.5,1,1,21.18506494
781031,787060,18,18,202402,561,1,@2523,30,MTS,30,698906.25,195693.78,3,1,41.52740642
781031,791109,18,12,202312,336,1,@2523,15,MTS,15,120234.38,33665.63,1,1,23.85602778
782402,735215,18,19,202402,370,1,@2523,25,TON,25,156250,43750,1,1,16.89189189
782402,781460,18,18,202312,350,1,@2523,20,TON,20,157812.5,44187.5,1,1,22.54464286
782402,783301,18,18,202312,316,1,@2523,20,TON,20,1050000,294000,7,1,166.1392405
782402,783331,18,18,202402,309,1,@2523,17.5,MTS,17.5,258672.06,72428.16,2,1,47.83579473
782402,785106,18,18,202312,305,1,@2523,5,TON,5,43359.37,12140.62,1,1,28.43237377
782402,785640,18,18,202402,330,1,@2523,20,TON,20,768750,215250,5,1,116.4772727
782402,785683,18,18,202402,307,1,@2523,30,TON,30,367874.99,0,2,1,39.94299566
782402,786146,18,18,202402,467,1,@2523,25,TON,25,624023.43,0,4,1,53.44954433
782402,786602,18,18,202402,447,1,@2523,45,TON,45,258750,72450,1,1,12.86353468
782402,790102,18,12,202402,402,1,@2523,15,TON,15,227343.74,63656.24,2,1,37.70211277
782402,791123,18,18,202312,327,1,@2523,25,MTS,25,460938,129062.64,4,1,56.38385321
782402,795001,18,14,202402,457,1,@2523,35,MTS,35,172265.63,48234.38,1,1,10.76996749
782410,783370,18,18,202312,310,1,@2523,20,MTS,20,318750,89250,2,1,51.41129032
782446,785676,18,18,202402,349,1,@2523,40,MTS,40,259375,72625,1,1,18.57987106
782446,786174,18,18,202402,458,1,@2523,20,MTS,20,451875,126525,3,1,49.33133188
782446,786192,18,18,202312,424,1,@2523,35,MTS,35,680859.36,190640.64,3,1,45.88001078
782446,786610,18,18,202312,401,1,@2523,25,MTS,25,203906.24,57093.76,1,1,20.33977456
782446,787055,18,18,202402,318,1,@2523,10,MTS,10,78906.24,22093.76,1,1,24.81328302
782446,790102,18,12,202402,375,1,@2523,40,MTS,40,687500,192500,2,1,45.83333333
782446,792103,18,18,202312,496,1,@2523,30,MTS,30,479062.48,134137.52,2,1,32.19505914
782446,792120,18,12,202312,513,1,@2523,220,BAG,11,57578.18,16121.89,1,1,10.20346979
782446,795002,18,14,202312,360,1,@2523,240,BAG,12,61875,17325,1,1,14.32291667
782446,795140,18,14,202402,340,1,@2523,18,MTS,18,146250,40950,1,1,23.89705882
784101,790105,18,7,202312,345,1,@2523,300,BAG,15,101952,28546.56,1,1,19.70086957
784154,790104,18,12,202402,330,1,@2523,300,BAG,15,228753,64050.84,2,1,46.21272727
784160,791122,18,18,202312,395,1,@2523,250,BAG,12.5,904492.16,253257.84,11,1,183.1882856
787059,791122,18,12,202402,363,1,@2523,240,BAG,12,4475133.96,1260140.14,56,10,1027.349394
788803,796701,18,15,202312,413,1,@2523,400,BAG,20,130625,36575,1,1,15.81416465
791105,791001,12,18,202312,376,1,@2523,10,MTS,10,180312.5,50487.5,2,1,47.95545213
793120,797001,17,13,202402,456,1,@2523,450,BAG,22.5,321462,90009.36,2,2,31.33157895
793200,783331,17,18,202312,464,1,@2523,25.27,MTS,25.27,122559.5,34316.66,1,1,10.45258621
793210,735102,17,19,202312,616,1,@2523,23.98,TON,23.98,118108.45,33070.37,1,1,7.995600365
793210,735102,17,19,202312,616,1,@2523,25.01,TON,25.01,2102831.5,588792.82,17,1,136.4929028
793210,735102,17,19,202312,616,1,@2523,30.56,TON,30.56,301796.81,84503.11,2,1,16.03173712
793210,735102,17,19,202402,616,1,@2523,31.18,TON,31.18,628099.9,175867.97,4,1,32.70181831
793210,783382,17,18,202312,417,1,@2523,31,MTS,31,642038.9,179770.9,5,1,49.66650422
793210,783385,17,18,202312,403,1,@2523,19,TON,19,121718.75,34081.25,1,1,15.89640199
793210,799001,17,16,202402,355,1,@2523,36,TON,36,444487.5,124456.5,2,1,34.77992958
793210,799205,17,16,202402,311,1,@2523,2.5,TON,2.5,63984.36,17915.64,4,1,82.29499678
793210,799205,17,16,202402,311,1,@2523,25,TON,25,24216327.75,6780571.5,157,1,3114.640225
795001,600006,14,33,202402,3201,1,@2523,6300,BAG,315,2091600,585648,1,1,2.074351765
795001,600056,14,33,202312,3206,1,@2523,1366,BAG,68.3,453512,126983.36,1,1,2.071116656
796005,781022,15,18,202312,482,1,@2523,7.55,MTS,7.55,68893.75,19290.25,1,1,18.93153527
796101,796290,15,15,202312,324,1,@2523,16,MTS,16,268750,75250,2,1,51.84220679
799144,679334,16,32,202402,3852,1,@2523,300,BAG,15,127728,101129.8,1,1,2.2105919
802158,813204,10,10,202402,345,1,@2523,10,MTS,10,1672813.1,468387.86,27,1,484.8733623
814112,833219,20,20,202402,310,1,@2523,520,BAG,26,187200,52416,1,1,23.22580645
821105,843315,10,10,202312,352,1,@2523,20,TON,20,252528.96,0,2,1,35.87059091
821109,834003,10,20,202312,347,1,@2523,3.85,MTS,3.85,11550,3234,1,1,8.645533141
822102,826004,20,20,202312,341,1,@2523,535,BAG,26.75,140020.2,39205.66,1,1,15.35014663
824101,273303,10,9,202312,368,1,@2523,15,MTS,15,60000,16800,1,1,10.86956522
824101,843329,10,10,202312,301,1,@2523,19,MTS,19,76000,0,1,1,13.28903654
824121,855107,10,10,202402,543,2,@2523,32,MTS,32,698976.96,0,6,1,40.22657459
827013,226010,20,9,202312,837,1,@2523,700,BAG,35,227500,63700,1,1,7.765830346
827014,813203,20,10,202312,344,1,@2523,26.53,MTS,26.53,122286.72,34240.28,1,1,13.39934607
827014,816108,20,20,202402,384,1,@2523,24.9,MTS,24.9,110882.82,31047.18,1,1,11.59668047
827014,822132,20,20,202312,303,1,@2523,30,MTS,30,322500,90300,2,2,35.47854785
827014,851112,20,10,202312,325,1,@2523,30,MTS,30,1629843.75,456356.25,9,1,167.1634615
828124,816104,20,20,202312,302,1,@2523,15,TON,15,182343.74,51056.26,2,1,40.25248124
828124,845401,20,10,202312,456,2,@2523,744,TON,744,4663554.2,1305795.18,2,1,13.74609213
829119,814151,20,20,202402,334,1,@2523,25,MTS,25,115234.5,32265.66,1,1,13.80053892
833210,805130,20,10,202312,418,2,@2523,257.6,MTS,257.6,1030400,288512,1,1,9.56937799
833210,822116,20,20,202312,389,1,@2523,17,MTS,17,272000,0,4,1,41.1311054
833210,854318,20,10,202402,606,2,@2523,127.8,MTS,127.8,1725300,483084,3,1,22.27722772
841203,276408,10,9,202312,350,1,@2523,700,BAG,35,114842,32155.76,1,1,9.374857143
854301,824101,10,10,202312,499,1,@2523,23,MTS,23,184000,0,2,1,16.03206413
854301,824101,10,10,202312,499,1,@2523,23.5,MTS,23.5,94000,0,1,1,8.016032064
110041,834001,7,20,202312,1231,1,@2523,2050,BAG,102.5,3925750,1099210,5,1,31.11291633
110052,284419,7,7,202402,468,1,@2523,4200,BAG,210,1890000,529200,1,1,19.23076923
123305,141010,6,3,202312,331,1,@2523,6,MTS,6,38718.75,10841.25,1,1,19.49584592
123413,110077,6,7,202312,800,1,@2523,5,MTS,5,29980.09,8394.53,1,1,7.4950225
124106,147001,6,3,202312,304,1,@2523,39.38,MTS,39.38,224589.26,62885,1,1,18.7602961
124106,173001,6,2,202312,301,1,@2523,5.16,MTS,5.16,24187.5,6772.5,1,1,15.5730897
124106,248140,6,5,202312,348,1,@2523,20,TON,20,131875,36925,1,1,18.94755747
124146,140308,6,3,202402,308,1,@2523,700,bag,35,183203.13,51296.88,1,1,16.99472449
124146,141001,6,3,202402,377,1,@2523,22,MTS,22,97229.66,27224.31,1,1,11.72289125
124146,174013,6,2,202402,455,1,@2523,39.6,MTS,39.6,262968.75,73631.25,1,1,14.59478022
124146,249403,6,5,202402,324,1,@2523,26,MTS,26,158843.75,44476.25,1,1,18.85609568
124146,249403,6,5,202402,324,1,@2523,39.07,MTS,39.07,225873.44,63244.56,1,1,17.8433644
127022,135102,6,6,202402,309,1,@2523,42,TON,42,509250,142590,2,1,39.2394822
127022,246761,6,9,202312,341,1,@2523,15,MTS,15,99140.72,27759.38,1,1,19.38234995
140113,176309,3,2,202312,418,1,@2523,25.91,TON,25.91,128537.89,35990.61,1,1,11.86827147
140113,176309,3,2,202312,418,1,@2523,26.38,TON,26.38,261739.06,73286.94,2,2,23.73654284
140115,182204,3,1,202312,598,2,@2523,144,TON,144,855000,239400,1,1,9.928929766
141008,201305,3,9,202402,341,1,@2523,200,BAG,10,59844,16756.32,1,1,17.54956012
146001,192102,3,1,202312,380,1,@2523,5,TON,5,32265.62,9034.38,1,1,16.98190526
147301,180001,3,1,202312,320,1,@2523,615,   ,,215250,60270,1,1,#DIV/0!
151002,145001,3,3,202402,307,1,@2523,17,TON,17,109437.5,30642.5,1,1,20.96905537
151111,182204,3,1,202312,699,1,@2523,23.44,MTS,23.44,108043.87,30252.29,1,1,6.594249098
174001,110017,2,7,202402,389,1,@2523,5,   ,,1640.62,459.37,1,1,#DIV/0!
180011,182204,1,1,202312,308,1,@2523,21.65,MTS,21.65,142078.13,39781.88,1,1,21.30681893
184102,185111,1,1,202402,350,1,@2523,220,bag,11,68750,19250,1,1,17.85714286
184102,185211,1,1,202312,303,1,@2523,220,BAG,11,283595,79406.6,5,1,85.0870087
184144,185101,1,1,202402,310,1,@2523,180,BAG,9,117000,32760,2,1,41.93548387
201008,226301,9,9,202312,522,1,@2523,25,MTS,25,660156.25,184843.8,5,1,50.58668582
201008,226301,9,9,202312,522,1,@2523,29.8,MTS,29.8,634106.75,177549.92,4,1,40.76388889
201010,221002,9,9,202312,824,1,@2523,5,MTS,5,222656.2,62343.8,10,1,54.04276699
201010,226017,9,9,202312,519,1,@2523,19.15,MTS,19.15,38898.44,10891.56,1,1,3.913776745
202122,248001,9,5,202312,359,1,@2523,8,TON,8,104112,29151.36,3,1,36.25069638
203205,225305,9,9,202402,596,1,@2523,6,MTS,6,36093.75,10106.26,1,1,10.09333054
203205,241001,9,9,202402,468,1,@2523,5,MTS,5,26500,7420,1,1,11.32478632
203205,262804,9,9,202402,376,1,@2523,15,MTS,15,89531.25,25068.76,1,1,15.87433511
203207,205262,9,9,202402,321,1,@2523,0.5,TON,0.5,2539.06,710.94,1,1,15.81968847
208027,492001,9,22,202402,1110,1,@2523,680,BAG,34,2236445.2,626204.7,13,1,59.25927928
210341,221007,9,9,202312,382,1,@2523,26,TON,26,117812.5,32987.5,1,1,11.86191099
210341,221402,9,9,202312,341,1,@2523,15,TON,15,186562.5,52237.52,2,1,36.47360704
210341,224001,9,9,202402,303,1,@2523,25,TON,25,2179179.68,280546.92,19,1,287.6804858
210341,243201,9,9,202402,404,1,@2523,20,TON,20,125000,35000,1,1,15.47029703
210341,273164,9,9,202402,494,1,@2523,40,TON,40,193750,54250,1,1,9.805161943
211011,201301,9,9,202312,651,1,@2523,0.55,TON,0.55,8668.95,6526.68,1,1,24.21156263
212107,206252,9,9,202402,417,1,@2523,3,MTS,3,17671.89,4948.14,1,1,14.12621103
212107,209868,9,9,202312,305,1,@2523,15,MTS,15,908203.35,254296.98,10,1,198.5143934
212107,226017,9,9,202402,318,2,@2523,1051.8,MTS,1051.8,5159352.47,0,1,1,15.42534592
222203,261131,9,9,202312,466,1,@2523,100,BAG,5,19921.9,5578.14,1,1,8.550171674
226401,221010,9,9,202312,383,1,@2523,20,NOS,,714,3022.68,1,1,#DIV/0!
227405,273304,9,9,202402,314,1,@2523,5,MTS,5,29414.06,8235.94,1,1,18.73507006
227409,206001,9,9,202312,328,1,@2523,20,TON,20,491562.5,137637.5,4,1,74.93330793
227409,206001,9,9,202402,350,1,@2523,9,TON,9,27378.25,0,1,1,8.691507937
227409,206303,9,9,202402,325,1,@2523,12,TON,12,71625,20055,1,1,18.36538462
227409,209651,9,9,202402,317,1,@2523,30,TON,30,145312.5,40687.5,1,1,15.27996845
227409,210431,9,9,202312,342,1,@2523,30,TON,30,1226718.74,343481.26,7,1,119.56323
227409,221711,9,9,202402,354,1,@2523,15,TON,15,93984.38,26315.62,1,1,17.69950659
227409,274303,9,9,202312,316,1,@2523,17,TON,17,223124.98,62475.02,2,1,41.5348064
227409,274401,9,9,202402,308,1,@2523,36,TON,36,233437.5,65362.5,1,1,21.05316558
227409,284302,9,9,202402,341,1,@2523,42,TON,42,476437.48,133402.52,2,1,33.26612764
229206,244901,9,9,202312,421,1,@2523,850,BAG,42.5,335750,94010,1,1,18.76484561
229303,202001,9,9,202312,464,1,@2523,10,MTS,10,29200.5,0,1,1,6.293211207
229303,231208,9,9,202312,442,1,@2523,30,MTS,30,181406.24,50793.76,1,1,13.68071192
229303,233302,9,9,202312,327,2,@2523,997.6,MTS,997.6,2970304.12,0,1,1,9.105351682
229303,244001,9,9,202402,416,2,@2523,1309.2,MTS,1309.2,3912452.56,0,1,1,7.183725969
229303,274001,9,9,202312,376,2,@2523,520.8,MTS,520.8,1550655.96,0,1,1,7.91875
229303,274305,9,9,202312,403,1,@2523,35,MTS,35,441875,123725,2,1,31.32754342
244001,211003,9,9,202312,653,1,@2523,10000,KGS,10,160000,67926,1,1,24.50229709
262309,262545,5,5,202402,305,1,@2523,162,BAG,8.1,44297.28,32802.22,1,1,17.9304918
263139,262554,5,5,202402,329,1,@2523,150,BAG,7.5,170039.82,49378.4,4,3,68.91178116
272153,821106,9,10,202312,320,1,@2523,500,BAG,25,159375,44625,1,1,19.921875
273209,207001,9,5,202402,581,1,@2523,25,MTS,25,107421.88,30078.13,1,1,7.395654389
